SITE,OB TIME,RADIATION,WET BULB,AIR TEMP,WIND SPEED,WIND DIR,RAINFALL,10CM SOIL,30CM SOIL,RH
HEATHROW,19/08/2017 06:00,92,12.1,13,9,260,0,,,89.4
HEATHROW,19/08/2017 07:00,546,12.7,14.2,10,260,0,,,83.1
HEATHROW,19/08/2017 08:00,1059,13.5,15.8,12,260,0,,,75.8
HEATHROW,19/08/2017 09:00,1889,13.7,16.9,12,260,0,,,67.9
HEATHROW,19/08/2017 10:00,2036,14,17.7,16,250,0,,,64.1
HEATHROW,19/08/2017 11:00,1570,13.2,17.7,16,260,0,,,56.9
HEATHROW,19/08/2017 12:00,2889,14.3,19.6,15,260,0,,,52.5
HEATHROW,19/08/2017 13:00,1899,13.3,18.7,16,260,0,,,50.5
HEATHROW,19/08/2017 14:00,1661,14.5,20.2,13,270,0,,,50.2
HEATHROW,19/08/2017 15:00,2106,13.3,19.5,18,270,0,,,45.2
HEATHROW,19/08/2017 16:00,1925,13.1,19.6,17,270,0,,,42.9
HEATHROW,19/08/2017 17:00,1068,13.1,19.1,16,270,0,,,46.1
HEATHROW,19/08/2017 18:00,874,12.9,18.7,15,270,0,,,47.1
HEATHROW,19/08/2017 19:00,291,12.1,16.7,12,260,0,,,54.5
HEATHROW,19/08/2017 20:00,10,11.5,15.3,9,260,0,,,60.2
HEATHROW,19/08/2017 21:00,0,11.4,14.1,10,260,0,,,70.1
HEATHROW,19/08/2017 22:00,0,11.3,13.7,8,260,0,,,72.9
HEATHROW,19/08/2017 23:00,0,10.8,12.7,6,260,0,,,77.7
HEATHROW,20-Aug-17,0,10.7,12.3,7,260,0,,,80.8
HEATHROW,20/08/2017 01:00,0,10.4,11.6,8,260,0,,,85.2
HEATHROW,20/08/2017 02:00,0,10,11,9,260,0,,,87.3
HEATHROW,20/08/2017 03:00,0,9.2,10.2,7,260,0,,,86.9
HEATHROW,20/08/2017 04:00,0,9.7,10.6,6,260,0,,,88.4
HEATHROW,20/08/2017 05:00,0,9.8,10.6,4,270,0,,,89.7
HEATHROW,20/08/2017 06:00,97,10.5,11.3,3,230,0,,,90
HEATHROW,20/08/2017 07:00,521,11.6,12.7,5,240,0,,,86.9
HEATHROW,20/08/2017 08:00,1114,12.4,14.5,7,260,0,,,76.8
HEATHROW,20/08/2017 09:00,1643,13,15.9,6,270,0,,,69.8
HEATHROW,20/08/2017 10:00,2195,12.6,18,9,260,0,,,49.2
HEATHROW,20/08/2017 11:00,1799,13.3,18.6,8,270,0,,,51
HEATHROW,20/08/2017 12:00,2148,13.9,19.4,10,260,0,,,50.6
HEATHROW,20/08/2017 13:00,2317,13.9,19.7,11,240,0,,,48.5
HEATHROW,20/08/2017 14:00,2000,14,20.1,11,240,0,,,46.7
HEATHROW,20/08/2017 15:00,1729,13.9,19.9,9,230,0,,,47.2
HEATHROW,20/08/2017 16:00,687,14.7,19.4,8,200,0,,,57.2
HEATHROW,20/08/2017 17:00,288,14.4,18.5,9,230,0,,,61.3
HEATHROW,20/08/2017 18:00,90,14.5,16,10,210,0.4,,,84.1
HEATHROW,20/08/2017 19:00,27,13.5,14.8,8,240,0.2,,,85.6
HEATHROW,20/08/2017 20:00,0,13.2,14.1,4,200,0.4,,,89.7
HEATHROW,20/08/2017 21:00,0,13.4,13.8,6,190,0.8,,,95.4
HEATHROW,20/08/2017 22:00,0,13.3,13.6,6,140,0.4,,,96.5
HEATHROW,20/08/2017 23:00,0,13.5,13.7,5,130,0.6,,,97.7
HEATHROW,21-Aug-17,0,13.6,13.7,6,120,0.6,,,98.9
HEATHROW,21/08/2017 01:00,0,13.8,13.9,8,130,1,,,98.8
HEATHROW,21/08/2017 02:00,0,13.8,14,8,120,0.2,,,97.7
HEATHROW,21/08/2017 03:00,0,13.8,14,8,100,0.8,,,97.7
HEATHROW,21/08/2017 04:00,0,13.9,14,6,90,0.4,,,98.9
HEATHROW,21/08/2017 05:00,0,14,14.1,6,80,0.4,,,98.9
HEATHROW,21/08/2017 06:00,22,14.2,14.3,5,80,0.4,,,98.9
HEATHROW,21/08/2017 07:00,162,14.6,14.7,4,90,0.2,,,98.9
HEATHROW,21/08/2017 08:00,324,15.1,15.2,4,100,0,,,98.9
HEATHROW,21/08/2017 09:00,413,15.6,15.8,4,100,0,,,97.8
HEATHROW,21/08/2017 10:00,497,15.9,16.3,5,80,0,,,95.7
HEATHROW,21/08/2017 11:00,546,16.2,17,4,100,0,,,91.7
HEATHROW,21/08/2017 12:00,666,17,18.1,4,110,0,,,88.9
HEATHROW,21/08/2017 13:00,700,16.7,18.3,4,100,0,,,84.2
HEATHROW,21/08/2017 14:00,325,16.8,18.3,5,110,0,,,85.2
HEATHROW,21/08/2017 15:00,333,16.9,18.5,4,140,0,,,84.3
HEATHROW,21/08/2017 16:00,415,17.5,19.2,4,40,0,,,83.6
HEATHROW,21/08/2017 17:00,532,17.3,19,5,140,0,,,83.5
HEATHROW,21/08/2017 18:00,163,17.3,19,4,160,0,,,83.5
HEATHROW,21/08/2017 19:00,105,17.5,19,5,150,0,,,85.4
HEATHROW,21/08/2017 20:00,8,17.6,18.8,5,160,0,,,88.2
HEATHROW,21/08/2017 21:00,0,17.6,18.7,5,160,0,,,89.2
HEATHROW,21/08/2017 22:00,0,17.6,18.5,5,150,0,,,91.1
HEATHROW,21/08/2017 23:00,0,17.4,18.1,3,130,0,,,92.9
HEATHROW,22-Aug-17,0,17.4,17.9,5,130,0,,,94.9
HEATHROW,22/08/2017 01:00,0,17.3,17.8,4,130,0,,,94.9
HEATHROW,22/08/2017 02:00,0,17,17.6,5,150,0,,,93.8
HEATHROW,22/08/2017 03:00,0,16.9,17.4,4,130,0,,,94.8
HEATHROW,22/08/2017 04:00,0,16.9,17.4,4,140,0,,,94.8
HEATHROW,22/08/2017 05:00,0,16.9,17.4,5,150,0,,,94.8
HEATHROW,22/08/2017 06:00,22,16.7,17.4,6,150,0,,,92.8
HEATHROW,22/08/2017 07:00,86,16.9,17.6,5,150,0,,,92.8
HEATHROW,22/08/2017 08:00,197,17.1,17.9,3,170,0,,,91.9
HEATHROW,22/08/2017 09:00,265,17.3,18.5,2,180,0,,,88.1
HEATHROW,22/08/2017 10:00,719,17.9,19.6,3,140,0,,,83.8
HEATHROW,22/08/2017 11:00,1052,18.4,20.6,4,140,0,,,79.9
HEATHROW,22/08/2017 12:00,1431,19.2,21.6,5,90,0,,,78.7
HEATHROW,22/08/2017 13:00,1778,18.8,21.8,6,100,0,,,73.7
HEATHROW,22/08/2017 14:00,1171,19,22.6,8,90,0,,,69.4
HEATHROW,22/08/2017 15:00,1099,18.8,22.3,5,60,0,,,70
HEATHROW,22/08/2017 16:00,678,18.8,22.1,8,100,0,,,71.5
HEATHROW,22/08/2017 17:00,574,18.5,21.6,10,90,0,,,72.8
HEATHROW,22/08/2017 18:00,456,18.1,20.8,9,100,0,,,75.7
HEATHROW,22/08/2017 19:00,25,17.9,20.1,7,90,0,,,79.6
HEATHROW,22/08/2017 20:00,1,17.6,19.8,8,130,0,,,79.4
HEATHROW,22/08/2017 21:00,0,17,18.8,8,100,0,,,82.5
HEATHROW,22/08/2017 22:00,0,16.9,18,6,80,0.2,,,89
HEATHROW,22/08/2017 23:00,0,16.7,17.6,6,80,0,,,90.9
HEATHROW,23-Aug-17,0,16.5,17.4,5,80,0,,,90.8
HEATHROW,23/08/2017 01:00,0,16.2,16.9,4,90,0,,,92.7
HEATHROW,23/08/2017 02:00,0,16.3,17.1,4,70,0,,,91.7
HEATHROW,23/08/2017 03:00,0,16,16.8,5,80,0,,,91.6
HEATHROW,23/08/2017 04:00,0,15.8,16.3,5,90,0,,,94.7
HEATHROW,23/08/2017 05:00,0,15.5,16.1,3,90,0,,,93.6
HEATHROW,23/08/2017 06:00,119,16.6,17,3,90,0,,,95.9
HEATHROW,23/08/2017 07:00,384,17.7,18.7,3,150,0,,,90.2
HEATHROW,23/08/2017 08:00,430,17.6,19,5,260,0,,,86.4
HEATHROW,23/08/2017 09:00,418,18,19.2,7,210,0,,,88.4
HEATHROW,23/08/2017 10:00,603,18.6,19.9,7,260,0,,,87.7
HEATHROW,23/08/2017 11:00,495,17.8,19.8,9,270,0,,,81.3
HEATHROW,23/08/2017 12:00,1089,18,21.1,10,270,0,,,72.5
HEATHROW,23/08/2017 13:00,1659,17.2,20.9,11,260,0,,,67.3
HEATHROW,23/08/2017 14:00,1733,17.1,21.3,13,240,0,,,63.6
HEATHROW,23/08/2017 15:00,1656,16.5,21.1,14,260,0,,,60.1
HEATHROW,23/08/2017 16:00,1386,16.1,20.9,11,270,0,,,58.3
HEATHROW,23/08/2017 17:00,752,15.7,20.4,14,260,0,,,58.5
HEATHROW,23/08/2017 18:00,390,15.5,19.5,10,260,0,,,63.4
HEATHROW,23/08/2017 19:00,180,15.1,18.8,12,260,0,,,65.3
HEATHROW,23/08/2017 20:00,2,14.8,17.9,10,260,0,,,69.8
HEATHROW,23/08/2017 21:00,0,14.7,17.2,10,250,0,,,74.9
HEATHROW,23/08/2017 22:00,0,14.2,16.8,9,260,0,,,73.6
HEATHROW,23/08/2017 23:00,0,13.3,15.3,6,260,0,,,78.6
HEATHROW,24-Aug-17,0,13.1,14.6,7,250,0,,,83.4
HEATHROW,24/08/2017 01:00,0,12.9,13.9,6,240,0,,,88.5
HEATHROW,24/08/2017 02:00,0,12.9,13.7,7,230,0,,,90.8
HEATHROW,24/08/2017 03:00,0,12.6,13.2,5,240,0,,,92.9
HEATHROW,24/08/2017 04:00,0,12.8,13.3,5,210,0,,,94.1
HEATHROW,24/08/2017 05:00,0,13,13.4,3,220,0,,,95.3
HEATHROW,24/08/2017 06:00,65,13,13.6,4,200,0,,,93
HEATHROW,24/08/2017 07:00,504,13.9,15,5,230,0,,,87.9
HEATHROW,24/08/2017 08:00,912,14.4,16.2,8,260,0,,,81.2
HEATHROW,24/08/2017 09:00,1236,14.7,17.3,8,270,0,,,74
HEATHROW,24/08/2017 10:00,1970,15.3,19,9,240,0,,,65.4
HEATHROW,24/08/2017 11:00,2114,14.9,19.5,8,260,0,,,58.3
HEATHROW,24/08/2017 12:00,2378,15.4,20.4,11,230,0,,,56.1
HEATHROW,24/08/2017 13:00,1896,16.2,20.9,8,260,0,,,59.1
HEATHROW,24/08/2017 14:00,1262,15.7,20.7,9,270,0,,,56.4
HEATHROW,24/08/2017 15:00,1310,15.2,20.2,10,260,0,,,55.8
HEATHROW,24/08/2017 16:00,1277,16,20.9,9,260,0,,,57.5
HEATHROW,24/08/2017 17:00,1108,15.4,20.3,8,230,0,,,56.7
HEATHROW,24/08/2017 18:00,608,15.2,19.6,8,250,0,,,60
HEATHROW,24/08/2017 19:00,186,14.8,18.6,6,250,0,,,64.1
HEATHROW,24/08/2017 20:00,1,14.6,17.8,6,260,0,,,68.8
HEATHROW,24/08/2017 21:00,0,14.6,17.5,6,220,0,,,71.3
HEATHROW,24/08/2017 22:00,0,14.5,16.6,7,250,0,,,78.4
HEATHROW,24/08/2017 23:00,0,13.6,15.2,5,260,0,,,82.6
HEATHROW,25-Aug-17,0,13.8,15.3,2,290,0,,,83.7
HEATHROW,25/08/2017 01:00,0,13.2,14.2,4,240,0,,,88.7
HEATHROW,25/08/2017 02:00,0,12.9,14.3,2,260,0,,,84.3
HEATHROW,25/08/2017 03:00,0,12.3,13.3,2,260,0,,,88.4
HEATHROW,25/08/2017 04:00,0,12.6,13.4,2,270,0,,,90.6
HEATHROW,25/08/2017 05:00,0,12.2,12.8,2,310,0,,,92.8
HEATHROW,25/08/2017 06:00,45,12,12.6,3,320,0,,,92.8
HEATHROW,25/08/2017 07:00,343,13,14,4,290,0,,,88.6
HEATHROW,25/08/2017 08:00,920,13.9,15.8,2,310,0,,,79.8
HEATHROW,25/08/2017 09:00,1431,14,17.5,1,320,0,,,65.7
HEATHROW,25/08/2017 10:00,2054,15.3,19.7,2,290,0,,,60.1
HEATHROW,25/08/2017 11:00,2421,15.3,20.1,4,160,0,,,57.3
HEATHROW,25/08/2017 12:00,2915,16.3,21.7,5,170,0,,,54.5
HEATHROW,25/08/2017 13:00,2835,16.8,22.7,4,230,0,,,52
HEATHROW,25/08/2017 14:00,2779,16.6,22.9,6,180,0,,,49.3
HEATHROW,25/08/2017 15:00,2483,17,23.4,4,240,0,,,49.3
HEATHROW,25/08/2017 16:00,1947,16.3,23.2,6,220,0,,,45.5
HEATHROW,25/08/2017 17:00,1374,16.4,22.6,5,210,0,,,49.7
HEATHROW,25/08/2017 18:00,667,16,21.5,4,180,0,,,53.5
HEATHROW,25/08/2017 19:00,144,16,21.3,5,260,0,,,54.8
HEATHROW,25/08/2017 20:00,0,15.5,20.1,1,320,0,,,58.9
HEATHROW,25/08/2017 21:00,0,15.7,19.7,5,220,0,,,63.5
HEATHROW,25/08/2017 22:00,0,15.1,18.4,3,270,0,,,68.4
HEATHROW,25/08/2017 23:00,0,14.6,17.3,2,300,0,,,73.1
HEATHROW,26-Aug-17,0,13.7,15.4,2,110,0,,,81.7
HEATHROW,26/08/2017 01:00,0,13.9,15.1,2,240,0,,,86.9
HEATHROW,26/08/2017 02:00,0,12.8,13.9,2,240,0,,,87.5
HEATHROW,26/08/2017 03:00,0,14,15.1,3,240,0,,,87.9
HEATHROW,26/08/2017 04:00,0,13.7,15.1,3,220,0,,,84.7
HEATHROW,26/08/2017 05:00,0,13.7,15,2,280,0,,,85.7
HEATHROW,26/08/2017 06:00,35,13.5,14.6,3,310,0,,,87.8
HEATHROW,26/08/2017 07:00,412,13.9,15.2,3,330,0,,,85.8
HEATHROW,26/08/2017 08:00,900,15.5,17.7,1,300,0,,,78.1
HEATHROW,26/08/2017 09:00,1451,15.8,19.5,2,290,0,,,66
HEATHROW,26/08/2017 10:00,2213,17,21.9,2,200,0,,,58.6
HEATHROW,26/08/2017 11:00,2443,16.9,22.6,3,100,0,,,53.3
HEATHROW,26/08/2017 12:00,2258,17.3,23.4,5,330,0,,,51.4
HEATHROW,26/08/2017 13:00,1667,17.2,23.1,4,270,0,,,52.5
HEATHROW,26/08/2017 14:00,1819,17.8,24.5,5,320,0,,,48.6
HEATHROW,26/08/2017 15:00,1788,17.4,24,4,330,0,,,48.6
HEATHROW,26/08/2017 16:00,915,17.3,23.8,5,300,0,,,49.1
HEATHROW,26/08/2017 17:00,1090,17.1,23.5,5,330,0,,,49.4
HEATHROW,26/08/2017 18:00,375,16.8,22.6,4,330,0,,,52.6
HEATHROW,26/08/2017 19:00,117,16.7,22,4,340,0,,,55.7
HEATHROW,26/08/2017 20:00,0,16.4,21.2,3,340,0,,,58.6
HEATHROW,26/08/2017 21:00,0,16.2,20.5,3,340,0,,,61.9
HEATHROW,26/08/2017 22:00,0,15.8,19.3,2,340,0,,,67.5
HEATHROW,26/08/2017 23:00,0,15.5,18.1,2,320,0,,,74.6
HEATHROW,27-Aug-17,0,15,17.1,2,310,0,,,78.7
HEATHROW,27/08/2017 01:00,,14.7,16.5,3,310,0,,,81.3
HEATHROW,27/08/2017 02:00,,14.5,16.4,2,310,0,,,80.3
HEATHROW,27/08/2017 03:00,,14.2,16.4,3,10,0,,,77.2
HEATHROW,27/08/2017 04:00,,13.7,16.4,5,40,0,,,72.2
HEATHROW,27/08/2017 05:00,,13.7,16.4,4,30,0,,,72.2
HEATHROW,27/08/2017 06:00,,13.4,16,3,20,0,,,72.9
HEATHROW,27/08/2017 07:00,,13.9,17,3,40,0,,,69
HEATHROW,27/08/2017 08:00,,14.3,18,4,30,0,,,64.4
HEATHROW,27/08/2017 09:00,,15.3,20.4,6,60,0,,,55.2
HEATHROW,27/08/2017 10:00,,16.1,21.7,4,50,0,,,52.9
HEATHROW,27/08/2017 11:00,,16.8,22.8,5,360,0,,,51.3
HEATHROW,27/08/2017 12:00,,17.2,23.6,5,10,0,,,49.5
HEATHROW,27/08/2017 13:00,,18.2,25.1,4,20,0,,,48
HEATHROW,27/08/2017 14:00,,17.5,25,3,270,0,,,43.9
HEATHROW,27/08/2017 15:00,,17.4,25.2,3,20,0,,,42.2
HEATHROW,27/08/2017 16:00,,17.6,25.9,5,320,0,,,40
HEATHROW,27/08/2017 17:00,,17.8,26,5,320,0,,,40.8
HEATHROW,27/08/2017 18:00,,17.2,25.2,5,310,0,,,40.9
HEATHROW,27/08/2017 19:00,,16.6,23.7,3,330,0,,,44.8
HEATHROW,27/08/2017 20:00,,16.4,22.6,3,30,0,,,49.6
HEATHROW,27/08/2017 21:00,,15.9,21.6,4,40,0,,,52
HEATHROW,27/08/2017 22:00,,15.8,20.3,4,40,0,,,60
HEATHROW,27/08/2017 23:00,,15.7,17.7,6,130,0,,,80
HEATHROW,28-Aug-17,,15.6,17,5,110,0,,,85.6
HEATHROW,28/08/2017 01:00,,15.3,17.1,5,130,0,,,81.6
HEATHROW,28/08/2017 02:00,,14.5,15.7,5,110,0,,,87.1
HEATHROW,28/08/2017 03:00,,14.8,16,2,110,0,,,87.2
HEATHROW,28/08/2017 04:00,,14.2,15.5,4,140,0,,,86
HEATHROW,28/08/2017 05:00,,13.9,15,2,100,0,,,87.9
HEATHROW,28/08/2017 06:00,,14.9,16,1,360,0,,,88.2
HEATHROW,28/08/2017 07:00,,16,18,1,70,0,,,80.2
HEATHROW,28/08/2017 08:00,,16.3,19.6,5,150,0,,,69.5
HEATHROW,28/08/2017 09:00,,17,21.5,5,180,0,,,61.3
HEATHROW,28/08/2017 10:00,,17.8,23.2,5,200,0,,,56.3
HEATHROW,28/08/2017 11:00,,18.5,24.3,5,200,0,,,54.6
HEATHROW,28/08/2017 12:00,,19.1,25.6,5,200,0,,,51.2
HEATHROW,28/08/2017 13:00,,18.9,26.2,5,250,0,,,46.8
HEATHROW,28/08/2017 14:00,,20,27.3,4,270,0,,,48.1
HEATHROW,28/08/2017 15:00,,19.3,26.8,5,230,0,,,46.2
HEATHROW,28/08/2017 16:00,,19.5,26.4,5,220,0,,,49.6
HEATHROW,28/08/2017 17:00,,19.3,26.3,6,210,0,,,48.8
HEATHROW,28/08/2017 18:00,,19.6,25.7,9,170,0,,,54.1
HEATHROW,28/08/2017 19:00,,19.3,24.1,8,180,0,,,61.6
HEATHROW,28/08/2017 20:00,,19.2,23.1,9,200,0,,,67.5
HEATHROW,28/08/2017 21:00,,18.8,21.9,8,240,0,,,73
HEATHROW,28/08/2017 22:00,,18.2,20.6,5,250,0,,,78.1
HEATHROW,28/08/2017 23:00,,17.6,19.7,5,190,0,,,80.3
HEATHROW,29-Aug-17,,16.8,18.9,4,220,0,,,79.9
HEATHROW,29/08/2017 01:00,,16.6,18.1,4,220,0,,,85.1
HEATHROW,29/08/2017 02:00,,16,17.3,3,250,0,,,86.8
HEATHROW,29/08/2017 03:00,,16,17.1,1,250,0,,,88.7
HEATHROW,29/08/2017 04:00,,16,17.1,4,300,0,,,88.7
HEATHROW,29/08/2017 05:00,,15.6,16.8,3,310,0,,,87.6
HEATHROW,29/08/2017 06:00,,15.5,16.8,5,270,0,,,86.5
HEATHROW,29/08/2017 07:00,,15.6,17.3,2,320,0,,,82.8
HEATHROW,29/08/2017 08:00,,16.6,18.5,4,260,0,,,81.5
HEATHROW,29/08/2017 09:00,,16.4,19,4,270,0,,,75.3
HEATHROW,29/08/2017 10:00,,17,20.5,5,290,0,,,68.6
HEATHROW,29/08/2017 11:00,,18.3,22.6,4,270,0,,,64
HEATHROW,29/08/2017 12:00,,17.7,22.8,4,260,0,,,58.1
HEATHROW,29/08/2017 13:00,,18.7,24.4,5,260,0,,,55.5
HEATHROW,29/08/2017 14:00,,19.2,25.1,6,280,0,,,54.9
HEATHROW,29/08/2017 15:00,,18,24.9,9,270,0,,,47.8
HEATHROW,29/08/2017 16:00,,19.1,25.2,6,290,0,,,53.6
HEATHROW,29/08/2017 17:00,,18.9,24.3,4,310,0,,,57.5
HEATHROW,29/08/2017 18:00,,18.8,23.4,7,310,0,,,62.5
HEATHROW,29/08/2017 19:00,,17,20,6,330,0,,,72.5
HEATHROW,29/08/2017 20:00,,16.2,19,5,340,0,,,73.5
HEATHROW,29/08/2017 21:00,,16,18.5,7,320,0,,,75.9
HEATHROW,29/08/2017 22:00,,15.3,17.1,7,360,0,,,81.7
HEATHROW,29/08/2017 23:00,,14.5,16,9,10,0,,,84.2
HEATHROW,30-Aug-17,,14,15.1,7,20,0,,,87.9
HEATHROW,30/08/2017 01:00,0,13.5,14.1,7,360,0,,,93.2
HEATHROW,30/08/2017 02:00,0,13.1,13.9,4,30,0,,,90.8
HEATHROW,30/08/2017 03:00,0,13,14.4,6,360,0.2,,,84.4
HEATHROW,30/08/2017 04:00,0,12,14.2,7,10,0,,,75.6
HEATHROW,30/08/2017 05:00,0,11.2,14,6,10,0,,,69.1
HEATHROW,30/08/2017 06:00,16,11,14,7,360,0,,,66.9
HEATHROW,30/08/2017 07:00,147,11.5,14.2,6,350,0,,,70.3
HEATHROW,30/08/2017 08:00,193,11.4,14,7,350,0,,,71.2
HEATHROW,30/08/2017 09:00,225,11.4,13.9,7,330,0,,,72.1
HEATHROW,30/08/2017 10:00,304,12.2,13.3,5,330,0.8,,,87.2
HEATHROW,30/08/2017 11:00,518,12.6,14,4,350,0.2,,,84.2
HEATHROW,30/08/2017 12:00,455,12.4,14.1,4,340,0.6,,,80.9
HEATHROW,30/08/2017 13:00,513,12.4,13.6,4,320,1,,,86.2
HEATHROW,30/08/2017 14:00,401,12.6,13.6,4,340,0.6,,,88.4
HEATHROW,30/08/2017 15:00,488,12.7,13.9,4,320,0.2,,,86.3
HEATHROW,30/08/2017 16:00,433,12.7,13.9,4,310,0.2,,,86.3
HEATHROW,30/08/2017 17:00,281,12.4,14,3,340,0,,,81.9
HEATHROW,30/08/2017 18:00,313,12.6,14,2,360,0,,,84.2
HEATHROW,30/08/2017 19:00,172,11.8,13.8,2,290,0,,,77.5
HEATHROW,30/08/2017 20:00,0,11.4,13.9,3,270,0,,,72.1
HEATHROW,30/08/2017 21:00,0,11.6,14,5,230,0,,,73.2
HEATHROW,30/08/2017 22:00,0,11.6,13.6,5,250,0,,,77.3
HEATHROW,30/08/2017 23:00,0,11.5,12.8,4,230,0,,,84.7
HEATHROW,31-Aug-17,0,10.2,11.2,4,270,0,,,87.5
HEATHROW,31/08/2017 01:00,0,10,10.6,3,250,0,,,92.2
HEATHROW,31/08/2017 02:00,0,9.8,10.2,4,260,0,,,94.8
HEATHROW,31/08/2017 03:00,0,10.1,10.4,3,280,0,,,96.1
HEATHROW,31/08/2017 04:00,0,9,9.3,4,200,0,,,95.9
HEATHROW,31/08/2017 05:00,0,9.3,9.5,1,260,0,,,97.3
HEATHROW,31/08/2017 06:00,43,9.4,9.5,1,20,0,,,98.7
HEATHROW,31/08/2017 07:00,353,10.9,11.2,2,320,0,,,96.2
HEATHROW,31/08/2017 08:00,934,12.2,13.1,2,220,0,,,89.5
HEATHROW,31/08/2017 09:00,1649,13,15,4,170,0,,,78.3
HEATHROW,31/08/2017 10:00,2163,13.7,16.8,6,220,0,,,68.8
HEATHROW,31/08/2017 11:00,1902,13.7,17.1,5,210,0,,,66.2
HEATHROW,31/08/2017 12:00,2176,13.5,16.4,9,180,0,,,70.3
HEATHROW,31/08/2017 13:00,1626,14.2,16.6,4,360,1.6,,,75.4
HEATHROW,31/08/2017 14:00,2738,13.9,18.9,3,210,0,,,54.2
HEATHROW,31/08/2017 15:00,1761,13.7,19,9,230,0,,,51.7
HEATHROW,31/08/2017 16:00,1949,14,19.8,4,210,0,,,48.8
HEATHROW,31/08/2017 17:00,1205,13.3,18.9,4,280,0,,,49.1
HEATHROW,31/08/2017 18:00,313,13.8,18.4,5,200,0,,,56.9
HEATHROW,31/08/2017 19:00,139,13.3,16.3,9,180,0,,,69.3
HEATHROW,31/08/2017 20:00,0,13,15.5,7,170,0,,,73.5
HEATHROW,31/08/2017 21:00,0,12.4,15.1,4,220,0,,,71.1
HEATHROW,31/08/2017 22:00,0,11.4,14,3,260,0,,,71
HEATHROW,31/08/2017 23:00,0,11.8,14.4,4,290,0,,,71.5
HEATHROW,01-Sep-17,0,10.8,12.3,1,10,0,,,82
HEATHROW,01/09/2017 01:00,0,11.2,12.3,2,260,0,,,86.7
HEATHROW,01/09/2017 02:00,0,10.9,11.5,4,330,0,,,92.5
HEATHROW,01/09/2017 03:00,0,10.4,10.8,2,310,0,,,94.8
HEATHROW,01/09/2017 04:00,0,10.1,10.6,3,340,0,,,93.5
HEATHROW,01/09/2017 05:00,0,9.8,10.4,2,10,0,,,92.2
HEATHROW,01/09/2017 06:00,28,9.8,10.4,2,300,0,,,92.2
HEATHROW,01/09/2017 07:00,364,11,12.3,3,20,0,,,84.3
HEATHROW,01/09/2017 08:00,958,12.2,14.4,3,40,0,,,75.7
HEATHROW,01/09/2017 09:00,1614,13.6,16.8,2,60,0,,,67.8
HEATHROW,01/09/2017 10:00,2168,13.9,17.8,4,30,0,,,62.3
HEATHROW,01/09/2017 11:00,2491,14,19.2,5,20,0,,,52.7
HEATHROW,01/09/2017 12:00,2629,14.5,20.7,6,350,0,,,46.9
HEATHROW,01/09/2017 13:00,2471,13.1,20.2,6,360,0,,,39.2
HEATHROW,01/09/2017 14:00,2407,14.1,20.9,6,300,0,,,42.6
HEATHROW,01/09/2017 15:00,1411,13.6,20.1,7,320,0,,,43.6
HEATHROW,01/09/2017 16:00,1181,13.7,20,5,320,0,,,45.1
HEATHROW,01/09/2017 17:00,1114,13.5,20.5,5,350,0,,,40.5
HEATHROW,01/09/2017 18:00,344,13.4,19.3,4,40,0,,,47.2
HEATHROW,01/09/2017 19:00,96,13.2,19,3,340,0,,,47.5
HEATHROW,01/09/2017 20:00,0,13,18.1,4,330,0,,,52
HEATHROW,01/09/2017 21:00,0,12.7,16.8,4,330,0,,,59.2
HEATHROW,01/09/2017 22:00,0,12.3,15.7,3,340,0,,,64.6
HEATHROW,01/09/2017 23:00,0,11.8,14.5,3,310,0,,,70.5
HEATHROW,02-Sep-17,0,11.6,14.1,2,10,0,,,72.2
HEATHROW,02/09/2017 01:00,0,10.7,12.7,2,360,0,,,76.4
HEATHROW,02/09/2017 02:00,0,10.3,11.8,4,320,0,,,81.6
HEATHROW,02/09/2017 03:00,0,9.8,10.6,2,290,0,,,89.7
HEATHROW,02/09/2017 04:00,0,9.4,10.2,3,330,0,,,89.6
HEATHROW,02/09/2017 05:00,0,9.5,10.2,2,340,0,,,90.8
HEATHROW,02/09/2017 06:00,27,9.7,10.4,3,350,0,,,90.9
HEATHROW,02/09/2017 07:00,341,10.2,11.2,3,290,0,,,87.4
HEATHROW,02/09/2017 08:00,937,11.9,13.6,3,250,0,,,80.6
HEATHROW,02/09/2017 09:00,1609,12.2,15.4,2,340,0,,,66.3
HEATHROW,02/09/2017 10:00,2116,13.9,17.9,1,260,0,,,61.5
HEATHROW,02/09/2017 11:00,2105,13,18.2,2,340,0,,,51.3
HEATHROW,02/09/2017 12:00,1411,13.3,18.4,2,220,0,,,52.5
HEATHROW,02/09/2017 13:00,1260,13.9,19.4,3,100,0,,,50.6
HEATHROW,02/09/2017 14:00,1902,14.1,20.8,4,130,0,,,43.2
HEATHROW,02/09/2017 15:00,2523,14.7,21.4,5,240,0,,,44.2
HEATHROW,02/09/2017 16:00,1993,14.3,21.4,7,230,0,,,41.2
HEATHROW,02/09/2017 17:00,1258,14,20.3,6,230,0,,,45.6
HEATHROW,02/09/2017 18:00,600,13.4,19.1,6,210,0,,,48.6
HEATHROW,02/09/2017 19:00,41,13.4,18.1,6,200,0,,,55.6
HEATHROW,02/09/2017 20:00,0,13.7,16.7,8,200,0,,,69.6
HEATHROW,02/09/2017 21:00,0,12.9,15.5,8,210,0,,,72.5
HEATHROW,02/09/2017 22:00,0,12.4,14.7,5,210,0,,,74.9
