SITE,OB TIME,RADIATION,WET BULB,AIR TEMP,WIND SPEED,WIND DIR,RAINFALL,10CM SOIL,30CM SOIL,RH
LINTON ON OUSE,28/08/2017 19:00,,16.3,19.4,8,280,0,19.5,,71.1
LINTON ON OUSE,28/08/2017 20:00,,15.5,17.8,3,350,0,19.1,,77.2
LINTON ON OUSE,28/08/2017 21:00,,15.1,16.9,4,260,0,18.6,,81.6
LINTON ON OUSE,28/08/2017 22:00,,15,16.5,5,240,0,18.2,,84.3
LINTON ON OUSE,28/08/2017 23:00,,14.9,16.3,5,220,0,17.8,,85.3
LINTON ON OUSE,29-Aug-17,,15,16.5,6,210,0,17.5,,84.4
LINTON ON OUSE,29/08/2017 01:00,,15.1,16.4,5,220,0,17.2,,86.4
LINTON ON OUSE,29/08/2017 02:00,,15.2,16.7,5,200,0,17.1,,84.5
LINTON ON OUSE,29/08/2017 03:00,,14.9,16.4,4,220,0,17,,84.4
LINTON ON OUSE,29/08/2017 04:00,,15.2,15.8,6,290,0,17,,93.5
LINTON ON OUSE,29/08/2017 05:00,,13.6,14.2,7,340,0.2,16.9,,93.1
LINTON ON OUSE,29/08/2017 06:00,,12.9,13.2,7,350,0.4,16.8,,96.4
LINTON ON OUSE,29/08/2017 07:00,,12.7,13.1,6,350,0,16.6,,95.3
LINTON ON OUSE,29/08/2017 08:00,,12.8,13.6,8,330,0,16.6,,90.8
LINTON ON OUSE,29/08/2017 09:00,,13.3,14.4,4,310,0,16.6,17.5,87.7
LINTON ON OUSE,29/08/2017 10:00,,13.5,14.8,2,280,0,16.9,,85.7
LINTON ON OUSE,29/08/2017 11:00,,14.1,15.6,2,230,0,17.1,,83.9
LINTON ON OUSE,29/08/2017 12:00,,13.1,17.1,12,260,0,17.5,,60.7
LINTON ON OUSE,29/08/2017 13:00,,12.5,17.6,12,270,0,17.9,,51.5
LINTON ON OUSE,29/08/2017 14:00,,12,16.6,8,280,0,18.2,,54.6
LINTON ON OUSE,29/08/2017 15:00,,11.7,15.7,8,270,0,18.2,,58.9
LINTON ON OUSE,29/08/2017 16:00,,11.6,15.8,9,290,0,18,,57.1
LINTON ON OUSE,29/08/2017 17:00,,10.7,15.1,7,290,0,17.9,,54.2
LINTON ON OUSE,29/08/2017 18:00,,10.2,14.2,6,290,0,17.6,,56.9
LINTON ON OUSE,29/08/2017 19:00,,10.5,13.4,4,260,0,17.2,,67.3
LINTON ON OUSE,29/08/2017 20:00,,10.1,12.8,4,260,0,16.8,,68.8
LINTON ON OUSE,29/08/2017 21:00,,10.4,12.6,1,280,0,16.4,,74.3
LINTON ON OUSE,29/08/2017 22:00,,10.3,12.1,1,100,0,16.1,,78.4
LINTON ON OUSE,29/08/2017 23:00,,10,11.6,4,260,0,15.8,,80.4
LINTON ON OUSE,30-Aug-17,,10.2,11.5,3,190,0,15.6,,84
LINTON ON OUSE,30/08/2017 01:00,,10,11.2,3,200,0,15.3,,85
LINTON ON OUSE,30/08/2017 02:00,,9.9,10.8,2,140,0,15,,88.5
LINTON ON OUSE,30/08/2017 03:00,,9.9,10.7,3,190,0,14.8,,89.7
LINTON ON OUSE,30/08/2017 04:00,,9.9,10.7,3,250,0,14.7,,89.7
LINTON ON OUSE,30/08/2017 05:00,,10.1,11,2,210,0,14.5,,88.7
LINTON ON OUSE,30/08/2017 06:00,,10.1,10.7,2,40,0,14.4,,92.3
LINTON ON OUSE,30/08/2017 07:00,,10.3,11,1,50,0,14.3,,91.1
LINTON ON OUSE,30/08/2017 08:00,,10.9,11.8,2,10,0,14.4,,88.9
LINTON ON OUSE,30/08/2017 09:00,,11.6,12.8,2,300,0,14.5,16.8,85.8
LINTON ON OUSE,30/08/2017 10:00,,12.1,14,2,310,0,14.9,,78.7
LINTON ON OUSE,30/08/2017 11:00,,12.7,15.8,4,220,0,15.4,,67.8
LINTON ON OUSE,30/08/2017 12:00,,12.4,16.4,4,260,0,16.1,,59.8
LINTON ON OUSE,30/08/2017 13:00,,12.6,15.8,2,350,0,16.7,,66.8
LINTON ON OUSE,30/08/2017 14:00,,12.6,16.5,3,240,0,16.8,,60.9
LINTON ON OUSE,30/08/2017 15:00,,12,16.9,3,320,0,17.1,,52.3
LINTON ON OUSE,30/08/2017 16:00,,12.3,16.8,2,210,0,17.3,,55.7
LINTON ON OUSE,30/08/2017 17:00,,12.2,17.1,4,240,0,17.4,,52.6
LINTON ON OUSE,30/08/2017 18:00,,11.6,12.9,8,250,1,17.4,,84.7
LINTON ON OUSE,30/08/2017 19:00,,11.9,13.9,5,230,0.4,17.1,,77.5
LINTON ON OUSE,30/08/2017 20:00,,10.8,12.4,7,270,0,16.6,,81
LINTON ON OUSE,30/08/2017 21:00,,10.1,10.9,5,270,0,16.1,,89.9
LINTON ON OUSE,30/08/2017 22:00,,9.1,10,6,300,0,15.5,,88.2
LINTON ON OUSE,30/08/2017 23:00,,9.8,10.8,6,270,0,15,,87.3
LINTON ON OUSE,31-Aug-17,,9.9,10.8,1,280,0,14.6,,88.5
LINTON ON OUSE,31/08/2017 01:00,,9.3,9.8,2,270,0,14.4,,93.4
LINTON ON OUSE,31/08/2017 02:00,,7.1,7.4,1,30,0,14,,95.6
LINTON ON OUSE,31/08/2017 03:00,,7.3,7.5,2,260,0,13.7,,97.1
LINTON ON OUSE,31/08/2017 04:00,,6.4,6.7,1,50,0,13.3,,95.5
LINTON ON OUSE,31/08/2017 05:00,,6.2,6.4,0,0,0,13,,96.9
LINTON ON OUSE,31/08/2017 06:00,,7.7,7.9,3,170,0,12.8,,97.1
LINTON ON OUSE,31/08/2017 07:00,,8.7,8.9,2,100,0,12.7,,97.2
LINTON ON OUSE,31/08/2017 08:00,,10.4,10.8,1,160,0,12.8,,94.9
LINTON ON OUSE,31/08/2017 09:00,,12.8,14,2,10,0,13.4,16.3,86.4
LINTON ON OUSE,31/08/2017 10:00,,12.1,15.4,8,240,0,14.3,,65.4
LINTON ON OUSE,31/08/2017 11:00,,11.8,15.4,9,250,0,15.2,,62.5
LINTON ON OUSE,31/08/2017 12:00,,11.7,14.5,8,250,0,15.7,,69.5
LINTON ON OUSE,31/08/2017 13:00,,12.3,16,6,230,0,16,,62.1
LINTON ON OUSE,31/08/2017 14:00,,11.8,17.4,9,240,0,16.5,,46.8
LINTON ON OUSE,31/08/2017 15:00,,12.7,17.2,6,260,0,17.3,,56.2
LINTON ON OUSE,31/08/2017 16:00,,11.6,15.5,6,280,0,17.7,,59.6
LINTON ON OUSE,31/08/2017 17:00,,11.7,14.9,9,280,0,17.6,,65.8
LINTON ON OUSE,31/08/2017 18:00,,12.5,15.6,5,310,0,17.3,,67.6
LINTON ON OUSE,31/08/2017 19:00,,11.8,14.6,3,260,0,17.1,,69.6
LINTON ON OUSE,31/08/2017 20:00,,11.1,12.3,2,330,0,16.6,,85.5
LINTON ON OUSE,31/08/2017 21:00,,9.9,11,1,290,0,16.1,,86.1
LINTON ON OUSE,31/08/2017 22:00,,9.5,10,3,290,0,15.5,,93.4
LINTON ON OUSE,31/08/2017 23:00,,8.4,8.7,4,320,0,15,,95.9
LINTON ON OUSE,01-Sep-17,,8.5,8.8,1,270,0,14.6,,95.9
LINTON ON OUSE,01/09/2017 01:00,,7.8,8,3,270,0,14.1,,97.2
LINTON ON OUSE,01/09/2017 02:00,,7.5,7.9,2,300,0,13.8,,94.2
LINTON ON OUSE,01/09/2017 03:00,,7,7.3,3,310,0,13.4,,95.6
LINTON ON OUSE,01/09/2017 04:00,,6.3,6.6,3,310,0,13,,95.5
LINTON ON OUSE,01/09/2017 05:00,,6.4,6.6,1,260,0,12.7,,97
LINTON ON OUSE,01/09/2017 06:00,,6.5,6.8,2,290,0,12.4,,95.5
LINTON ON OUSE,01/09/2017 07:00,,8.2,8.7,4,300,0,12.2,,93.1
LINTON ON OUSE,01/09/2017 08:00,,10.4,11.8,5,310,0,12.3,,82.9
LINTON ON OUSE,01/09/2017 09:00,,12,14.7,6,330,0,12.9,15.9,70.7
LINTON ON OUSE,01/09/2017 10:00,,13,16.4,8,330,0,13.9,,65.4
LINTON ON OUSE,01/09/2017 11:00,,12.7,16.5,6,310,0,15,,61.7
LINTON ON OUSE,01/09/2017 12:00,,13.1,17.1,4,320,0,15.9,,60.5
LINTON ON OUSE,01/09/2017 13:00,,13.6,18.1,4,330,0,16.8,,57.3
LINTON ON OUSE,01/09/2017 14:00,,13.6,18.2,4,360,0,17.6,,56.5
LINTON ON OUSE,01/09/2017 15:00,,13.3,16.8,7,300,0,17.8,,64.9
LINTON ON OUSE,01/09/2017 16:00,,13.4,17.4,4,310,0,17.7,,60.9
LINTON ON OUSE,01/09/2017 17:00,,13.6,17.8,5,340,0,17.8,,59.6
LINTON ON OUSE,01/09/2017 18:00,,13.2,16.4,5,20,0,17.8,,67.4
LINTON ON OUSE,01/09/2017 19:00,,12.8,15.3,2,70,0,17.5,,73.3
LINTON ON OUSE,01/09/2017 20:00,,13.1,14.5,3,90,0,17.1,,84.4
LINTON ON OUSE,01/09/2017 21:00,,12.4,13.8,1,90,0,16.7,,84
LINTON ON OUSE,01/09/2017 22:00,,11.7,12.4,2,340,0,16.3,,91.5
LINTON ON OUSE,01/09/2017 23:00,,10.9,11.4,2,290,0,15.9,,93.7
LINTON ON OUSE,02-Sep-17,,10.6,11,1,320,0,15.5,,94.9
LINTON ON OUSE,02/09/2017 01:00,,10.6,11.1,3,300,0,15.3,,93.6
LINTON ON OUSE,02/09/2017 02:00,,9.4,9.7,3,300,0,15,,95.9
LINTON ON OUSE,02/09/2017 03:00,,8.6,8.8,2,260,0,14.6,,97.3
LINTON ON OUSE,02/09/2017 04:00,,8.4,8.5,1,290,0,14.2,,98.6
LINTON ON OUSE,02/09/2017 05:00,,6.8,7.1,2,190,0,13.8,,95.4
LINTON ON OUSE,02/09/2017 06:00,,5.8,5.8,1,320,0,13.4,,100
LINTON ON OUSE,02/09/2017 07:00,,7.7,7.9,1,50,0,13.1,,97.1
LINTON ON OUSE,02/09/2017 08:00,,9.6,9.9,1,240,0,13.1,,96
LINTON ON OUSE,02/09/2017 09:00,,11.2,12.7,2,120,0,13.4,16,82.2
LINTON ON OUSE,02/09/2017 10:00,,13.2,15.5,4,200,0,14.3,,75.5
LINTON ON OUSE,02/09/2017 11:00,,13.3,17.8,4,140,0,15.5,,56.9
LINTON ON OUSE,02/09/2017 12:00,,13.2,18.4,6,200,0,16.8,,51.7
LINTON ON OUSE,02/09/2017 13:00,,12.6,18.4,6,260,0,18.1,,46.6
LINTON ON OUSE,02/09/2017 14:00,,13.1,19.7,9,220,0,19.2,,42.2
LINTON ON OUSE,02/09/2017 15:00,,13.1,19.7,6,190,0,19.9,,42.2
LINTON ON OUSE,02/09/2017 16:00,,13.1,19.4,7,210,0,20.2,,44.2
LINTON ON OUSE,02/09/2017 17:00,,13.4,18.4,7,160,0,20.3,,53.4
LINTON ON OUSE,02/09/2017 18:00,,13.5,17.5,5,150,0,20,,61.2
LINTON ON OUSE,02/09/2017 19:00,,13.2,16,6,140,0,19.5,,70.9
LINTON ON OUSE,02/09/2017 20:00,,13.3,15.7,8,120,0,18.8,,74.7
LINTON ON OUSE,02/09/2017 21:00,,12.4,14,8,130,0,18.2,,81.9
LINTON ON OUSE,02/09/2017 22:00,,12.1,14.1,7,150,0,17.7,,77.6
LINTON ON OUSE,02/09/2017 23:00,,11.5,13.1,7,140,0,17.2,,81.4
LINTON ON OUSE,03-Sep-17,,11.3,12.8,6,150,0,16.7,,82.3
LINTON ON OUSE,03/09/2017 01:00,,11.1,12.2,5,150,0,16.3,,86.7
LINTON ON OUSE,03/09/2017 02:00,,10.9,11.9,5,160,0,15.9,,87.7
LINTON ON OUSE,03/09/2017 03:00,,10.6,11.2,7,140,0,15.6,,92.4
LINTON ON OUSE,03/09/2017 04:00,,10.4,11,6,140,0,15.2,,92.4
LINTON ON OUSE,03/09/2017 05:00,,10,10.5,6,120,0,14.9,,93.5
LINTON ON OUSE,03/09/2017 06:00,,10.4,10.9,5,130,0,14.7,,93.7
LINTON ON OUSE,03/09/2017 07:00,,10.7,11.8,7,140,0,14.6,,86.5
LINTON ON OUSE,03/09/2017 08:00,,10.9,12.8,10,150,0,14.6,,77.8
LINTON ON OUSE,03/09/2017 09:00,,12.3,14.8,13,150,0,14.7,16.3,73
LINTON ON OUSE,03/09/2017 10:00,,12.9,16.4,12,170,0,15.4,,64.6
LINTON ON OUSE,03/09/2017 11:00,,13.2,16.9,14,170,0,16.1,,63.3
LINTON ON OUSE,03/09/2017 12:00,,13.5,17.4,12,160,0,16.7,,62
LINTON ON OUSE,03/09/2017 13:00,,13.3,17.7,14,160,0,17.3,,57.9
LINTON ON OUSE,03/09/2017 14:00,,13.4,17.5,12,160,0,17.7,,60.4
LINTON ON OUSE,03/09/2017 15:00,,13.8,18,10,150,0,17.7,,60
LINTON ON OUSE,03/09/2017 16:00,,13.2,17.6,11,170,0,17.7,,57.8
LINTON ON OUSE,03/09/2017 17:00,,13.5,17.3,9,170,0,17.6,,62.9
LINTON ON OUSE,03/09/2017 18:00,,13.2,16.3,10,160,0,17.5,,68.4
LINTON ON OUSE,03/09/2017 19:00,,13.2,15.6,8,160,0,17.2,,74.7
LINTON ON OUSE,03/09/2017 20:00,,12.6,14.9,11,150,0,17,,75.2
LINTON ON OUSE,03/09/2017 21:00,,12.4,14.3,11,150,0,16.7,,79
LINTON ON OUSE,03/09/2017 22:00,,12.3,13.3,11,140,0,16.5,,88.4
LINTON ON OUSE,03/09/2017 23:00,,12.4,12.8,9,140,0,16.2,,95.2
LINTON ON OUSE,04-Sep-17,,12.5,12.8,8,140,0,16,,96.4
LINTON ON OUSE,04/09/2017 01:00,,12.6,12.9,8,140,0.2,15.9,,96.4
LINTON ON OUSE,04/09/2017 02:00,,12.6,12.8,9,140,0,15.7,,97.6
LINTON ON OUSE,04/09/2017 03:00,,12.6,12.9,7,150,0,15.6,,96.4
LINTON ON OUSE,04/09/2017 04:00,,12.7,13,6,150,0.2,15.5,,96.5
LINTON ON OUSE,04/09/2017 05:00,,12.9,13.1,7,150,0,15.4,,97.6
LINTON ON OUSE,04/09/2017 06:00,,13,13.3,7,150,0,15.3,,96.5
LINTON ON OUSE,04/09/2017 07:00,,13.2,13.6,8,160,0,15.3,,95.4
LINTON ON OUSE,04/09/2017 08:00,,13.6,13.9,7,170,0,15.3,,96.5
LINTON ON OUSE,04/09/2017 09:00,,14,14.5,7,160,0,15.4,16.2,94.4
LINTON ON OUSE,04/09/2017 10:00,,14.6,15.4,8,160,0,15.7,,91.3
LINTON ON OUSE,04/09/2017 11:00,,15,15.5,7,180,0.2,16,,94.6
LINTON ON OUSE,04/09/2017 12:00,,15.8,17,10,160,0,16.4,,87.7
LINTON ON OUSE,04/09/2017 13:00,,16.4,17.9,6,160,0,16.8,,85
LINTON ON OUSE,04/09/2017 14:00,,17.3,19.3,7,160,0,17.2,,81
LINTON ON OUSE,04/09/2017 15:00,,18.1,20.2,9,140,0,17.6,,80.6
LINTON ON OUSE,04/09/2017 16:00,,18.5,20.5,6,140,0,17.9,,81.6
LINTON ON OUSE,04/09/2017 17:00,,18.6,20.7,7,170,0,18,,80.9
LINTON ON OUSE,04/09/2017 18:00,,17.8,20,7,270,0,18.1,,79.6
LINTON ON OUSE,04/09/2017 19:00,,17.3,19,3,240,0,17.9,,83.6
LINTON ON OUSE,04/09/2017 20:00,,17.1,18.5,4,270,0,17.8,,86.3
LINTON ON OUSE,04/09/2017 21:00,,16.5,17.7,4,220,0,17.6,,87.9
LINTON ON OUSE,04/09/2017 22:00,,16.1,17.2,5,240,0,17.4,,88.7
LINTON ON OUSE,04/09/2017 23:00,,16,16.9,2,210,0,17.3,,90.7
LINTON ON OUSE,05-Sep-17,,15.9,16.6,4,170,0,17.1,,92.6
LINTON ON OUSE,05/09/2017 01:00,,15.8,16.6,5,150,0,16.9,,91.6
LINTON ON OUSE,05/09/2017 02:00,,16,16.6,4,140,0,16.8,,93.7
LINTON ON OUSE,05/09/2017 03:00,,15.9,16.6,5,150,0,16.7,,92.6
LINTON ON OUSE,05/09/2017 04:00,,15.9,16.7,5,160,0,16.7,,91.6
LINTON ON OUSE,05/09/2017 05:00,,15.8,16.5,2,150,0,16.6,,92.7
LINTON ON OUSE,05/09/2017 06:00,,15.8,16.1,5,140,3.4,16.5,,96.8
LINTON ON OUSE,05/09/2017 07:00,,15.8,16,8,160,3.4,16.5,,97.9
LINTON ON OUSE,05/09/2017 08:00,,15.9,16.1,8,160,1.6,16.4,,97.9
LINTON ON OUSE,05/09/2017 09:00,,16.1,16.4,7,180,0.6,16.5,16.7,96.8
LINTON ON OUSE,05/09/2017 10:00,,15.8,16.6,5,250,1.2,16.6,,91.6
LINTON ON OUSE,05/09/2017 11:00,,16.8,17.1,7,170,1.8,16.8,,96.9
LINTON ON OUSE,05/09/2017 12:00,,17.1,18.5,10,210,0.8,17,,86.3
LINTON ON OUSE,05/09/2017 13:00,,16.4,17.9,9,260,0,17.4,,85
LINTON ON OUSE,05/09/2017 14:00,,16.4,18.7,13,250,0,17.7,,77.9
LINTON ON OUSE,05/09/2017 15:00,,15.4,18.3,9,270,0,18.2,,72.1
LINTON ON OUSE,05/09/2017 16:00,,14.8,17.2,11,270,0,18.4,,75.9
LINTON ON OUSE,05/09/2017 17:00,,14.6,16.9,6,270,0,18.2,,76.6
LINTON ON OUSE,05/09/2017 18:00,,13.9,16.4,9,270,0,18,,74.3
LINTON ON OUSE,05/09/2017 19:00,,13.5,15.6,7,270,0,17.6,,77.7
LINTON ON OUSE,05/09/2017 20:00,,12.7,14.2,8,240,0,17.2,,83.2
LINTON ON OUSE,05/09/2017 21:00,,12,13.3,9,260,0,16.7,,84.9
LINTON ON OUSE,05/09/2017 22:00,,11.1,12.1,6,250,0,16.2,,87.9
LINTON ON OUSE,05/09/2017 23:00,,10.9,12.2,6,250,0,15.7,,84.3
LINTON ON OUSE,06-Sep-17,,11,12,2,280,0,15.3,,87.8
LINTON ON OUSE,06/09/2017 01:00,,11.2,13.1,11,250,0,15.1,,78.1
LINTON ON OUSE,06/09/2017 02:00,,10.6,12.5,6,260,0,14.9,,77.6
LINTON ON OUSE,06/09/2017 03:00,,10.2,11.7,3,230,0,14.7,,81.7
LINTON ON OUSE,06/09/2017 04:00,,10.8,11.5,6,240,0.2,14.5,,91.3
LINTON ON OUSE,06/09/2017 05:00,,10.6,11.6,4,240,0.2,14.4,,87.7
LINTON ON OUSE,06/09/2017 06:00,,10.7,11.7,6,250,0,14.2,,87.7
LINTON ON OUSE,06/09/2017 07:00,,10.9,12.3,6,230,0,14.1,,83.2
LINTON ON OUSE,06/09/2017 08:00,,11.6,13.2,8,260,0,14.1,,81.4
LINTON ON OUSE,06/09/2017 09:00,,12,14.8,11,290,0,14.4,16.4,69.8
LINTON ON OUSE,06/09/2017 10:00,,12.3,15.3,13,280,0,14.8,,68.3
LINTON ON OUSE,06/09/2017 11:00,,13,16.7,12,270,0,15.3,,63
LINTON ON OUSE,06/09/2017 12:00,,12.3,15.7,11,270,0,16,,64.7
LINTON ON OUSE,06/09/2017 13:00,,12.4,16.4,11,270,0,16.4,,59.8
LINTON ON OUSE,06/09/2017 14:00,,12.2,16.1,11,270,0,16.5,,60.4
LINTON ON OUSE,06/09/2017 15:00,,12.9,16.2,10,260,0,16.4,,66.2
LINTON ON OUSE,06/09/2017 16:00,,12.3,16.1,12,270,0,16.3,,61.3
LINTON ON OUSE,06/09/2017 17:00,,12.5,15.6,13,280,0,16.3,,67.6
LINTON ON OUSE,06/09/2017 18:00,,12.3,14.9,11,270,0,16.2,,72
LINTON ON OUSE,06/09/2017 19:00,,12,14.3,6,260,0,15.9,,74.6
LINTON ON OUSE,06/09/2017 20:00,,11.8,13.6,4,260,0,15.6,,79.5
LINTON ON OUSE,06/09/2017 21:00,,11.8,13.2,4,270,0,15.3,,83.7
LINTON ON OUSE,06/09/2017 22:00,,11.8,13.4,6,200,0,15.1,,81.6
LINTON ON OUSE,06/09/2017 23:00,,11.7,13.2,6,240,0,14.9,,82.5
LINTON ON OUSE,07-Sep-17,,11.8,13.3,7,240,0,14.7,,82.7
LINTON ON OUSE,07/09/2017 01:00,,11.7,13,7,250,0,14.6,,84.7
LINTON ON OUSE,07/09/2017 02:00,,11.5,12.6,4,210,0,14.5,,86.9
LINTON ON OUSE,07/09/2017 03:00,,11.3,12,5,190,0,14.3,,91.4
LINTON ON OUSE,07/09/2017 04:00,,11.5,12.4,6,200,0,14.2,,89.2
LINTON ON OUSE,07/09/2017 05:00,,11.3,12,5,210,0,14.1,,91.4
LINTON ON OUSE,07/09/2017 06:00,,11.2,11.9,5,210,0,14,,91.4
LINTON ON OUSE,07/09/2017 07:00,,11.7,12.9,8,200,0,13.9,,85.9
LINTON ON OUSE,07/09/2017 08:00,,12.2,13.9,8,200,0,14,,80.8
LINTON ON OUSE,07/09/2017 09:00,,12.7,14.4,8,190,0,14.3,16.1,81.2
LINTON ON OUSE,07/09/2017 10:00,,12.7,15.1,8,200,0,14.6,,74.3
LINTON ON OUSE,07/09/2017 11:00,,13.3,16.1,8,220,0,15,,71.1
LINTON ON OUSE,07/09/2017 12:00,,12.9,15.5,11,230,0,15.4,,72.6
LINTON ON OUSE,07/09/2017 13:00,,13.3,16.1,10,210,0,15.5,,71.1
LINTON ON OUSE,07/09/2017 14:00,,13.3,15.2,8,210,0,15.6,,79.6
LINTON ON OUSE,07/09/2017 15:00,,13.6,15.5,7,170,0,15.5,,79.8
LINTON ON OUSE,07/09/2017 16:00,,13.8,15.5,7,210,0,15.5,,81.8
LINTON ON OUSE,07/09/2017 17:00,,13.9,15.6,12,210,0,15.4,,81.9
LINTON ON OUSE,07/09/2017 18:00,,14,15.2,12,210,0,15.4,,87
LINTON ON OUSE,07/09/2017 19:00,,13.9,15.1,8,190,0.2,15.3,,87
LINTON ON OUSE,07/09/2017 20:00,,14,15.2,5,200,0,15.2,,87
LINTON ON OUSE,07/09/2017 21:00,,13.9,15.1,4,190,0,15.1,,87
LINTON ON OUSE,07/09/2017 22:00,,13.6,14.7,6,240,0,15,,87.9
LINTON ON OUSE,07/09/2017 23:00,,13.7,14.6,7,230,2.2,14.9,,90
LINTON ON OUSE,08-Sep-17,,13.7,14.1,6,230,1.2,14.9,,95.5
LINTON ON OUSE,08/09/2017 01:00,,13.6,13.9,7,210,3,14.8,,96.5
LINTON ON OUSE,08/09/2017 02:00,,13.3,14.2,10,260,0.8,14.8,,89.9
LINTON ON OUSE,08/09/2017 03:00,,12.4,13.5,11,260,0,14.7,,87.3
LINTON ON OUSE,08/09/2017 04:00,,11.2,13.1,10,270,0,14.6,,78.2
LINTON ON OUSE,08/09/2017 05:00,,11,12.4,8,250,0,14.4,,83.4
LINTON ON OUSE,08/09/2017 06:00,,11.7,12.7,8,210,0,14.1,,88.2
LINTON ON OUSE,08/09/2017 07:00,,11.7,12.2,7,220,1.8,14,,93.9
LINTON ON OUSE,08/09/2017 08:00,,12.1,12.7,5,230,0.2,13.9,,92.9
LINTON ON OUSE,08/09/2017 09:00,,12.1,13.1,6,200,0.2,14,15.9,88.3
LINTON ON OUSE,08/09/2017 10:00,,12.8,15,13,240,0,14.2,,76.4
LINTON ON OUSE,08/09/2017 11:00,,12.2,16,10,270,0,14.7,,61.6
LINTON ON OUSE,08/09/2017 12:00,,12.3,16.9,12,270,0,15.5,,55.3
LINTON ON OUSE,08/09/2017 13:00,,11.7,15.7,12,270,0,16,,59.2
LINTON ON OUSE,08/09/2017 14:00,,12.8,17.1,16,260,0,16.3,,58.3
LINTON ON OUSE,08/09/2017 15:00,,12.6,15.7,12,290,0,16.7,,68
LINTON ON OUSE,08/09/2017 16:00,,12,16.1,12,270,0,16.9,,58.9
LINTON ON OUSE,08/09/2017 17:00,,12.1,16.2,12,260,0,16.9,,59
LINTON ON OUSE,08/09/2017 18:00,,11.4,14.5,11,250,0,16.6,,66.7
LINTON ON OUSE,08/09/2017 19:00,,11.2,13.2,9,250,0,16.1,,77.2
LINTON ON OUSE,08/09/2017 20:00,,11.2,13,7,230,0,15.6,,79.3
LINTON ON OUSE,08/09/2017 21:00,,11.4,12.4,9,250,0,15.1,,88.1
LINTON ON OUSE,08/09/2017 22:00,,11.1,12.2,9,250,0,14.8,,86.8
LINTON ON OUSE,08/09/2017 23:00,,10.7,11.5,7,250,0.4,14.6,,90.1
LINTON ON OUSE,09-Sep-17,,10.8,11.5,6,250,0.2,14.3,,91.4
LINTON ON OUSE,09/09/2017 01:00,,10.4,11.3,5,240,0,14.2,,88.9
LINTON ON OUSE,09/09/2017 02:00,,10.3,11.1,5,230,0,13.9,,90
LINTON ON OUSE,09/09/2017 03:00,,10,10.7,5,220,0,13.7,,91.1
LINTON ON OUSE,09/09/2017 04:00,,9.9,10.7,6,210,0,13.5,,89.9
LINTON ON OUSE,09/09/2017 05:00,,10,10.7,5,220,0,13.3,,91.1
LINTON ON OUSE,09/09/2017 06:00,,10.3,10.8,5,180,0.2,13.2,,93.6
LINTON ON OUSE,09/09/2017 07:00,,10.9,11.5,5,190,0,13.1,,92.6
LINTON ON OUSE,09/09/2017 08:00,,11.4,12.4,5,220,0,13.2,,88.1
LINTON ON OUSE,09/09/2017 09:00,,11.8,13.1,4,230,0,13.5,15.7,85
LINTON ON OUSE,09/09/2017 10:00,,12.6,14.2,5,210,0,13.9,,82.2
LINTON ON OUSE,09/09/2017 11:00,,12.6,13.8,4,310,1.6,14.3,,86.4
LINTON ON OUSE,09/09/2017 12:00,,13.5,16,5,320,0,14.8,,74.2
LINTON ON OUSE,09/09/2017 13:00,,13.1,15.1,7,50,0.2,15.4,,78.6
LINTON ON OUSE,09/09/2017 14:00,,13.3,16.1,7,30,0,16,,71.3
LINTON ON OUSE,09/09/2017 15:00,,13.8,16.4,13,350,0,16.4,,73.5
LINTON ON OUSE,09/09/2017 16:00,,12.2,14.5,8,10,0,16.7,,75
LINTON ON OUSE,09/09/2017 17:00,,12.9,15.4,7,330,0,16.6,,73.7
LINTON ON OUSE,09/09/2017 18:00,,12.8,14.7,7,340,0,16.5,,79.3
LINTON ON OUSE,09/09/2017 19:00,,12.5,13,3,340,0.6,16.2,,94.1
LINTON ON OUSE,09/09/2017 20:00,,11.6,11.8,3,320,0,15.9,,97.5
LINTON ON OUSE,09/09/2017 21:00,,10.9,11,4,270,0,15.5,,98.7
LINTON ON OUSE,09/09/2017 22:00,,9.8,9.9,5,280,0,15,,98.7
LINTON ON OUSE,09/09/2017 23:00,,9.8,10.3,6,260,0,14.5,,93.5
LINTON ON OUSE,10-Sep-17,,9.2,9.5,2,200,0,14.1,,96
LINTON ON OUSE,10/09/2017 01:00,,8.5,8.7,1,110,0,13.7,,97.2
LINTON ON OUSE,10/09/2017 02:00,,6.6,6.7,1,160,0,13.3,,98.5
LINTON ON OUSE,10/09/2017 03:00,,7.9,8,2,140,0,13,,98.6
LINTON ON OUSE,10/09/2017 04:00,,8.6,8.7,4,160,0,12.7,,98.7
LINTON ON OUSE,10/09/2017 05:00,,8.6,8.6,4,120,0,12.5,,100
LINTON ON OUSE,10/09/2017 06:00,,9.3,9.4,6,190,0.2,12.4,,98.6
LINTON ON OUSE,10/09/2017 07:00,,10.6,10.9,5,180,0,12.3,,96.2
LINTON ON OUSE,10/09/2017 08:00,,11.8,12.2,8,190,0,12.4,,95.1
LINTON ON OUSE,10/09/2017 09:00,,11.8,13,11,220,0.2,12.6,15.4,86.1
LINTON ON OUSE,10/09/2017 10:00,,12.5,14,11,190,0,13,,83.2
LINTON ON OUSE,10/09/2017 11:00,,13,15.3,14,180,0,13.5,,75.6
LINTON ON OUSE,10/09/2017 12:00,,12.7,15.1,15,200,0,14.2,,74.5
