site,OBTIME,RAD,WB,DB,WS,WD,RAIN,10CM,30CM,RH
BURE MARSHES NNR,12/07/2018 09:00,,14.2,16,4,20,0,,,81.1
BURE MARSHES NNR,12/07/2018 10:00,,14.4,16.4,4,360,0,,,79.4
BURE MARSHES NNR,12/07/2018 11:00,,14.6,16.6,5,350,0,,,79.5
BURE MARSHES NNR,12/07/2018 12:00,,14.1,16.4,4,350,0,,,76.4
BURE MARSHES NNR,12/07/2018 13:00,,15.2,17.7,5,340,0,,,75.4
BURE MARSHES NNR,12/07/2018 14:00,,14.9,17.2,4,10,0,,,77
BURE MARSHES NNR,12/07/2018 15:00,,15,17.2,4,350,0,,,77.9
BURE MARSHES NNR,12/07/2018 16:00,,14.4,16.8,5,20,0,,,75.7
BURE MARSHES NNR,12/07/2018 17:00,,14.1,16.4,4,360,0,,,76.4
BURE MARSHES NNR,12/07/2018 18:00,,13.7,15.8,5,10,0,,,78
BURE MARSHES NNR,12/07/2018 19:00,,13.4,15.4,4,360,0,,,78.7
BURE MARSHES NNR,12/07/2018 20:00,,13.2,14.9,4,350,0,,,81.5
BURE MARSHES NNR,12/07/2018 21:00,,13.1,14.7,3,10,0,,,82.5
BURE MARSHES NNR,12/07/2018 22:00,,13,14.6,3,360,0,,,82.4
BURE MARSHES NNR,12/07/2018 23:00,,13,14.4,3,360,0,,,84.5
BURE MARSHES NNR,13/07/2018,,12.9,14.1,1,10,0,,,86.5
BURE MARSHES NNR,13/07/2018 01:00,,13,14.2,2,20,0,,,86.5
BURE MARSHES NNR,13/07/2018 02:00,,13,14.2,1,360,0,,,86.5
BURE MARSHES NNR,13/07/2018 03:00,,12.9,14.1,1,290,0,,,86.5
BURE MARSHES NNR,13/07/2018 04:00,,13,13.8,1,260,0,,,90.9
BURE MARSHES NNR,13/07/2018 05:00,,13.1,14.1,1,310,0,,,88.8
BURE MARSHES NNR,13/07/2018 06:00,,13.3,14.8,1,310,0,,,83.6
BURE MARSHES NNR,13/07/2018 07:00,,13.5,15.3,2,360,0,,,80.7
BURE MARSHES NNR,13/07/2018 08:00,,13.4,15.5,3,360,0,,,77.8
BURE MARSHES NNR,13/07/2018 09:00,,13.6,16,3,20,0,,,75.1
BURE MARSHES NNR,13/07/2018 10:00,,13.8,16.3,3,60,0,,,74.3
BURE MARSHES NNR,13/07/2018 11:00,,13.8,16.1,3,30,0,,,76.2
BURE MARSHES NNR,13/07/2018 12:00,,14.1,16.9,2,40,0,,,71.9
BURE MARSHES NNR,13/07/2018 13:00,,14.6,17.1,3,30,0,,,74.9
BURE MARSHES NNR,13/07/2018 14:00,,15.5,18.5,3,50,0,,,71.4
BURE MARSHES NNR,13/07/2018 15:00,,15.6,18.3,4,60,0,,,74
BURE MARSHES NNR,13/07/2018 16:00,,15.8,18.8,4,50,0,,,71.7
BURE MARSHES NNR,13/07/2018 17:00,,15.1,18.2,4,80,0,,,70.3
BURE MARSHES NNR,13/07/2018 18:00,,14.8,17.7,5,60,0,,,71.7
BURE MARSHES NNR,13/07/2018 19:00,,14.1,16.4,4,80,0,,,76.4
BURE MARSHES NNR,13/07/2018 20:00,,13.3,14.5,2,70,0,,,86.7
BURE MARSHES NNR,13/07/2018 21:00,,10.5,11.1,0,0,0,,,92.4
BURE MARSHES NNR,13/07/2018 22:00,,10.2,10.5,1,240,0,,,96.1
BURE MARSHES NNR,13/07/2018 23:00,,8.4,8.6,0,0,0,,,97.2
BURE MARSHES NNR,14/07/2018,,8.3,8.4,0,0,0,,,98.5
BURE MARSHES NNR,14/07/2018 01:00,,7.6,7.7,0,0,0,,,98.6
BURE MARSHES NNR,14/07/2018 02:00,,6.7,6.8,0,0,0,,,98.6
BURE MARSHES NNR,14/07/2018 03:00,,6.9,7,0,0,0,,,98.5
BURE MARSHES NNR,14/07/2018 04:00,,6.6,6.6,0,0,0,,,100
BURE MARSHES NNR,14/07/2018 05:00,,8.6,8.6,0,0,0,,,100
BURE MARSHES NNR,14/07/2018 06:00,,14.4,14.4,0,0,0,,,100
BURE MARSHES NNR,14/07/2018 07:00,,15.6,16.7,3,140,0,,,88.6
BURE MARSHES NNR,14/07/2018 08:00,,15.8,18.5,5,110,0,,,74.2
BURE MARSHES NNR,14/07/2018 09:00,,16.4,20.2,4,150,0,,,66
BURE MARSHES NNR,14/07/2018 10:00,,17.4,21.9,4,170,0,,,61.9
BURE MARSHES NNR,14/07/2018 11:00,,18.1,22.9,4,150,0,,,60.7
BURE MARSHES NNR,14/07/2018 12:00,,18.6,23.6,5,150,0,,,59.9
BURE MARSHES NNR,14/07/2018 13:00,,19.1,24.1,6,140,0,,,60.4
BURE MARSHES NNR,14/07/2018 14:00,,18.2,23.7,6,130,0,,,56.4
BURE MARSHES NNR,14/07/2018 15:00,,17.5,23.5,8,120,0,,,52.5
BURE MARSHES NNR,14/07/2018 16:00,,17.1,23.7,7,140,0,,,48.6
BURE MARSHES NNR,14/07/2018 17:00,,16.4,22,8,130,0,,,53.6
BURE MARSHES NNR,14/07/2018 18:00,,16.1,20.6,6,140,0,,,60.6
BURE MARSHES NNR,14/07/2018 19:00,,15.4,18.9,4,130,0,,,67.3
BURE MARSHES NNR,14/07/2018 20:00,,14.8,16.9,3,130,0,,,78.7
BURE MARSHES NNR,14/07/2018 21:00,,14.2,15.8,3,140,0,,,83.1
BURE MARSHES NNR,14/07/2018 22:00,,14.3,15.8,3,150,0,,,84.1
BURE MARSHES NNR,14/07/2018 23:00,,13.6,14.7,2,140,0,,,87.9
BURE MARSHES NNR,15/07/2018,,13,13.9,2,130,0,,,89.7
BURE MARSHES NNR,15/07/2018 01:00,,13.7,14.1,2,150,0,,,95.5
BURE MARSHES NNR,15/07/2018 02:00,,13.3,13.8,2,140,0,,,94.3
BURE MARSHES NNR,15/07/2018 03:00,,12.6,13.2,1,150,0,,,93
BURE MARSHES NNR,15/07/2018 04:00,,11.6,12,1,120,0,,,95.1
BURE MARSHES NNR,15/07/2018 05:00,,12,12.2,1,120,0,,,97.5
BURE MARSHES NNR,15/07/2018 06:00,,15.9,17.1,2,170,0,,,87.7
BURE MARSHES NNR,15/07/2018 07:00,,16.6,19.5,3,190,0,,,73.1
BURE MARSHES NNR,15/07/2018 08:00,,18,22.2,3,170,0,,,64.6
BURE MARSHES NNR,15/07/2018 09:00,,18.5,23.6,5,180,0,,,59.1
BURE MARSHES NNR,15/07/2018 10:00,,19.5,25.9,3,180,0,,,52.5
BURE MARSHES NNR,15/07/2018 11:00,,19.4,26.1,5,150,0,,,50.8
BURE MARSHES NNR,15/07/2018 12:00,,18.7,26.8,5,160,0,,,42.8
BURE MARSHES NNR,15/07/2018 13:00,,18.6,26.3,8,140,0,,,44.7
BURE MARSHES NNR,15/07/2018 14:00,,18.7,26.1,8,130,0,,,46.3
BURE MARSHES NNR,15/07/2018 15:00,,18.3,25.7,9,130,0,,,45.8
BURE MARSHES NNR,15/07/2018 16:00,,18.5,25.8,7,130,0,,,46.6
BURE MARSHES NNR,15/07/2018 17:00,,17.7,24.7,7,140,0,,,47.1
BURE MARSHES NNR,15/07/2018 18:00,,17.5,23.9,5,130,0,,,50.2
BURE MARSHES NNR,15/07/2018 19:00,,16.4,21.8,4,120,0,,,54.9
BURE MARSHES NNR,15/07/2018 20:00,,15,18,3,100,0,,,71
BURE MARSHES NNR,15/07/2018 21:00,,13.9,15.5,2,110,0,,,83
BURE MARSHES NNR,15/07/2018 22:00,,12.8,13.5,0,0,0,,,91.9
BURE MARSHES NNR,15/07/2018 23:00,,13.1,13.4,0,0,0,,,96.5
BURE MARSHES NNR,16/07/2018,,12.4,12.7,0,0,0,,,96.4
BURE MARSHES NNR,16/07/2018 01:00,,11.4,11.7,1,110,0,,,96.3
BURE MARSHES NNR,16/07/2018 02:00,,10.5,10.7,0,0,0,,,97.4
BURE MARSHES NNR,16/07/2018 03:00,,10.3,10.4,0,0,0,,,98.7
BURE MARSHES NNR,16/07/2018 04:00,,9.8,9.9,0,0,0,,,98.7
BURE MARSHES NNR,16/07/2018 05:00,,11.5,11.6,0,0,0,,,98.8
BURE MARSHES NNR,16/07/2018 06:00,,17,17,0,0,0,,,100
BURE MARSHES NNR,16/07/2018 07:00,,17.4,19.4,1,350,0,,,81.1
BURE MARSHES NNR,16/07/2018 08:00,,18.5,21.9,2,290,0,,,70.7
BURE MARSHES NNR,16/07/2018 09:00,,18.6,23.8,2,130,0,,,58.6
BURE MARSHES NNR,16/07/2018 10:00,,18.7,25.7,3,50,0,,,48.4
BURE MARSHES NNR,16/07/2018 11:00,,18.9,26.4,3,50,0,,,46
BURE MARSHES NNR,16/07/2018 12:00,,19.1,27.3,5,50,0,,,42.9
BURE MARSHES NNR,16/07/2018 13:00,,18.9,25.8,6,80,0,,,49.1
BURE MARSHES NNR,16/07/2018 14:00,,17.5,23.8,5,60,0,,,50.8
BURE MARSHES NNR,16/07/2018 15:00,,18.3,25,5,60,0,,,49.5
BURE MARSHES NNR,16/07/2018 16:00,,18.1,24.9,5,100,0,,,48.7
BURE MARSHES NNR,16/07/2018 17:00,,17.4,22.9,3,130,0,,,55.5
BURE MARSHES NNR,16/07/2018 18:00,,17.3,22,4,70,0,,,60.5
BURE MARSHES NNR,16/07/2018 19:00,,16.5,20,3,70,0,,,68.3
BURE MARSHES NNR,16/07/2018 20:00,,16.1,19,3,70,0,,,72.7
BURE MARSHES NNR,16/07/2018 21:00,,15.3,16.9,1,70,0,,,83.6
BURE MARSHES NNR,16/07/2018 22:00,,14.7,15.8,1,120,0,,,88.3
BURE MARSHES NNR,16/07/2018 23:00,,13.1,13.6,0,0,0,,,94.2
BURE MARSHES NNR,17/07/2018,,13.1,13.4,1,110,0,,,96.5
BURE MARSHES NNR,17/07/2018 01:00,,13.2,13.4,0,0,0,,,97.7
BURE MARSHES NNR,17/07/2018 02:00,,14.1,14.3,2,270,0,,,97.7
BURE MARSHES NNR,17/07/2018 03:00,,14.1,15.7,4,260,0,,,83
BURE MARSHES NNR,17/07/2018 04:00,,14.2,15.5,4,250,0,,,86.1
BURE MARSHES NNR,17/07/2018 05:00,,14.8,15.8,5,260,0,,,89.3
BURE MARSHES NNR,17/07/2018 06:00,,15.7,16.8,5,260,0,,,88.6
BURE MARSHES NNR,17/07/2018 07:00,,16.1,17.7,6,250,0,,,84
BURE MARSHES NNR,17/07/2018 08:00,,16.4,19,6,270,0,,,75.4
BURE MARSHES NNR,17/07/2018 09:00,,16.5,20.3,7,260,0,,,66.1
BURE MARSHES NNR,17/07/2018 10:00,,15.4,19.1,7,260,0,,,65.7
BURE MARSHES NNR,17/07/2018 11:00,,16.7,21.1,7,280,0,,,61.9
BURE MARSHES NNR,17/07/2018 12:00,,16.8,21.7,6,290,0,,,58.6
BURE MARSHES NNR,17/07/2018 13:00,,16,21.5,5,300,0,,,53.8
BURE MARSHES NNR,17/07/2018 14:00,,16.5,22.3,4,260,0,,,52.5
BURE MARSHES NNR,17/07/2018 15:00,,16.6,22.6,3,280,0,,,51.4
BURE MARSHES NNR,17/07/2018 16:00,,17.1,21.3,2,80,0,,,63.7
BURE MARSHES NNR,17/07/2018 17:00,,15.7,19,5,110,0,,,69.2
BURE MARSHES NNR,17/07/2018 18:00,,15.5,19.1,4,120,0,,,66.6
BURE MARSHES NNR,17/07/2018 19:00,,14.9,18.1,5,110,0,,,69.2
BURE MARSHES NNR,17/07/2018 20:00,,13.9,15.6,2,110,0,,,82
BURE MARSHES NNR,17/07/2018 21:00,,12.1,12.7,0,0,0,,,92.9
BURE MARSHES NNR,17/07/2018 22:00,,10.8,11.2,0,0,0,,,95
BURE MARSHES NNR,17/07/2018 23:00,,10.5,10.7,0,0,0,,,97.4
BURE MARSHES NNR,18/07/2018,,11.3,11.5,0,0,0,,,97.5
BURE MARSHES NNR,18/07/2018 01:00,,12.7,12.8,0,0,0,,,98.8
BURE MARSHES NNR,18/07/2018 02:00,,11.4,11.5,1,180,0,,,98.7
BURE MARSHES NNR,18/07/2018 03:00,,10.4,10.5,0,0,0,,,98.7
BURE MARSHES NNR,18/07/2018 04:00,,12,12.1,1,240,0,,,98.8
BURE MARSHES NNR,18/07/2018 05:00,,12.1,12.5,2,260,0,,,95.2
BURE MARSHES NNR,18/07/2018 06:00,,13.6,15.3,2,270,0,,,81.8
BURE MARSHES NNR,18/07/2018 07:00,,15.4,17.4,3,270,0,,,80
BURE MARSHES NNR,18/07/2018 08:00,,15.2,18.2,4,350,0,,,71.2
BURE MARSHES NNR,18/07/2018 09:00,,15.5,19,4,20,0,,,67.4
BURE MARSHES NNR,18/07/2018 10:00,,15.3,19.8,4,20,0,,,59.7
BURE MARSHES NNR,18/07/2018 11:00,,16.2,21.4,3,50,0,,,56
BURE MARSHES NNR,18/07/2018 12:00,,15.7,21.4,4,80,0,,,52.1
BURE MARSHES NNR,18/07/2018 13:00,,15.2,21.1,6,50,0,,,50.2
BURE MARSHES NNR,18/07/2018 14:00,,14.6,19.5,5,40,0,,,56
BURE MARSHES NNR,18/07/2018 15:00,,15.5,20.7,5,60,0,,,55.1
BURE MARSHES NNR,18/07/2018 16:00,,14.7,20.2,5,70,0,,,52.1
BURE MARSHES NNR,18/07/2018 17:00,,15.1,19.9,5,100,0,,,57.4
BURE MARSHES NNR,18/07/2018 18:00,,14.9,18.9,5,110,0,,,63
BURE MARSHES NNR,18/07/2018 19:00,,14.7,17.7,3,100,0,,,70.7
BURE MARSHES NNR,18/07/2018 20:00,,14.1,15.9,1,140,0,,,81.1
BURE MARSHES NNR,18/07/2018 21:00,,12.9,13.9,1,120,0,,,88.6
BURE MARSHES NNR,18/07/2018 22:00,,11.4,11.8,0,0,0,,,95
BURE MARSHES NNR,18/07/2018 23:00,,11,11.3,1,100,0,,,96.3
BURE MARSHES NNR,19/07/2018,,9.5,9.7,0,0,0,,,97.3
BURE MARSHES NNR,19/07/2018 01:00,,9.7,9.8,0,0,0,,,98.7
BURE MARSHES NNR,19/07/2018 02:00,,9,9.1,0,0,0,,,98.6
BURE MARSHES NNR,19/07/2018 03:00,,9.2,9.3,0,0,0,,,98.6
BURE MARSHES NNR,19/07/2018 04:00,,9.5,9.5,0,0,0,,,100
BURE MARSHES NNR,19/07/2018 05:00,,10.9,10.9,1,110,0,,,100
BURE MARSHES NNR,19/07/2018 06:00,,14.3,14.3,1,100,0,,,100
BURE MARSHES NNR,19/07/2018 07:00,,16.5,16.6,3,120,0,,,98.9
BURE MARSHES NNR,19/07/2018 08:00,,17.1,19.9,5,120,0,,,74.3
BURE MARSHES NNR,19/07/2018 09:00,,17.3,20.8,4,110,0,,,69
BURE MARSHES NNR,19/07/2018 10:00,,16.8,21.3,5,110,0,,,61.3
BURE MARSHES NNR,19/07/2018 11:00,,17.1,21.5,6,110,0,,,62.3
BURE MARSHES NNR,19/07/2018 12:00,,17.2,21.8,7,120,0,,,61
BURE MARSHES NNR,19/07/2018 13:00,,16.3,21.4,6,110,0,,,56.8
BURE MARSHES NNR,19/07/2018 14:00,,17.1,22.8,7,100,0,,,53.9
BURE MARSHES NNR,19/07/2018 15:00,,16.4,21.4,6,110,0,,,57.6
BURE MARSHES NNR,19/07/2018 16:00,,16.3,21.3,8,110,0,,,57.4
BURE MARSHES NNR,19/07/2018 17:00,,16,20.7,6,120,0,,,59.1
BURE MARSHES NNR,19/07/2018 18:00,,15.1,19.7,5,120,0,,,58.8
BURE MARSHES NNR,19/07/2018 19:00,,14.8,17.6,4,110,0,,,72.5
BURE MARSHES NNR,19/07/2018 20:00,,14.3,16.9,3,140,0,,,73.8
BURE MARSHES NNR,19/07/2018 21:00,,12.5,13.6,1,140,0,,,87.4
BURE MARSHES NNR,19/07/2018 22:00,,12.2,12.7,1,160,0,,,94.1
BURE MARSHES NNR,19/07/2018 23:00,,10.3,10.7,0,0,0,,,94.9
BURE MARSHES NNR,20/07/2018,,9.5,9.7,0,0,0,,,97.3
BURE MARSHES NNR,20/07/2018 01:00,,8.9,9,0,0,0,,,98.7
BURE MARSHES NNR,20/07/2018 02:00,,9.1,9.2,0,0,0,,,98.6
BURE MARSHES NNR,20/07/2018 03:00,,8.6,8.6,0,0,0,,,100
BURE MARSHES NNR,20/07/2018 04:00,,8.3,8.4,0,0,0,,,98.5
BURE MARSHES NNR,20/07/2018 05:00,,8.9,8.9,0,0,0,,,100
BURE MARSHES NNR,20/07/2018 06:00,,13.6,13.6,0,0,0,,,100
BURE MARSHES NNR,20/07/2018 07:00,,17.7,17.8,2,130,0,,,99
BURE MARSHES NNR,20/07/2018 08:00,,16.4,20.5,3,140,0,,,63.8
BURE MARSHES NNR,20/07/2018 09:00,,16.9,22.4,3,190,0,,,54.9
BURE MARSHES NNR,20/07/2018 10:00,,17.8,24.3,4,190,0,,,50
BURE MARSHES NNR,20/07/2018 11:00,,18.3,24.7,4,200,0,,,51.2
BURE MARSHES NNR,20/07/2018 12:00,,18.9,24.3,6,110,0,,,57.7
BURE MARSHES NNR,20/07/2018 13:00,,17.3,23.6,7,120,0,,,50.5
BURE MARSHES NNR,20/07/2018 14:00,,18,24.2,8,130,0,,,52
BURE MARSHES NNR,20/07/2018 15:00,,17.5,24.2,8,140,0,,,48.5
BURE MARSHES NNR,20/07/2018 16:00,,17.5,23.1,6,150,0,,,54.9
BURE MARSHES NNR,20/07/2018 17:00,,18.1,22.6,6,140,0,,,62.6
BURE MARSHES NNR,20/07/2018 18:00,,18.4,22.1,5,140,0,,,68.4
BURE MARSHES NNR,20/07/2018 19:00,,16.6,21.8,4,200,0,,,56.4
BURE MARSHES NNR,20/07/2018 20:00,,15.6,20,3,190,0,,,60.8
BURE MARSHES NNR,20/07/2018 21:00,,14.5,16.1,0,0,0,,,83.3
BURE MARSHES NNR,20/07/2018 22:00,,15,16.3,1,110,0,,,86.4
BURE MARSHES NNR,20/07/2018 23:00,,13.3,14,1,120,0,,,92.1
BURE MARSHES NNR,21/07/2018,,12.6,13,0,0,0,,,95.3
BURE MARSHES NNR,21/07/2018 01:00,,13.3,13.5,2,250,0,,,97.7
BURE MARSHES NNR,21/07/2018 02:00,,13.3,13.5,0,0,0,,,97.7
BURE MARSHES NNR,21/07/2018 03:00,,13.3,13.5,0,0,0,,,97.7
BURE MARSHES NNR,21/07/2018 04:00,,13.4,13.6,0,0,0,,,97.7
BURE MARSHES NNR,21/07/2018 05:00,,13.7,13.9,1,260,0,,,97.7
BURE MARSHES NNR,21/07/2018 06:00,,16.7,17.9,2,10,0,,,88
BURE MARSHES NNR,21/07/2018 07:00,,16.6,19.9,3,10,0,,,70
BURE MARSHES NNR,21/07/2018 08:00,,16.7,20.8,4,20,0,,,64.1
BURE MARSHES NNR,21/07/2018 09:00,,17.1,21.6,4,40,0,,,61.6
BURE MARSHES NNR,21/07/2018 10:00,,17.5,22.3,4,40,0,,,60
BURE MARSHES NNR,21/07/2018 11:00,,17.5,22.7,5,30,0,,,57.4
BURE MARSHES NNR,21/07/2018 12:00,,17.4,23,6,30,0,,,54.8
BURE MARSHES NNR,21/07/2018 13:00,,17.8,22.8,6,40,0,,,59.1
BURE MARSHES NNR,21/07/2018 14:00,,17.7,22.6,6,40,0,,,59.6
BURE MARSHES NNR,21/07/2018 15:00,,17,22,6,50,0,,,58.2
BURE MARSHES NNR,21/07/2018 16:00,,17.4,22.4,4,60,0,,,58.6
BURE MARSHES NNR,21/07/2018 17:00,,17.1,21.8,4,120,0,,,60.3
BURE MARSHES NNR,21/07/2018 18:00,,16.9,21.7,3,90,0,,,59.4
BURE MARSHES NNR,21/07/2018 19:00,,16.3,19.7,3,100,0,,,68.9
BURE MARSHES NNR,21/07/2018 20:00,,15.3,17,1,100,0,,,82.7
BURE MARSHES NNR,21/07/2018 21:00,,14.3,15.1,1,90,0,,,91.2
BURE MARSHES NNR,21/07/2018 22:00,,13.5,13.9,0,0,0,,,95.4
BURE MARSHES NNR,21/07/2018 23:00,,12.4,12.7,0,0,0,,,96.4
BURE MARSHES NNR,22/07/2018,,11.9,12.1,1,180,0,,,97.6
BURE MARSHES NNR,22/07/2018 01:00,,10.7,10.9,0,0,0,,,97.5
BURE MARSHES NNR,22/07/2018 02:00,,10.7,10.8,0,0,0,,,98.7
BURE MARSHES NNR,22/07/2018 03:00,,10.5,10.6,0,0,0,,,98.7
BURE MARSHES NNR,22/07/2018 04:00,,10.3,10.4,0,0,0,,,98.7
BURE MARSHES NNR,22/07/2018 05:00,,11.5,11.6,1,270,0,,,98.8
BURE MARSHES NNR,22/07/2018 06:00,,15.3,15.4,3,260,0,,,98.9
BURE MARSHES NNR,22/07/2018 07:00,,15.4,17.5,3,270,0,,,79.1
BURE MARSHES NNR,22/07/2018 08:00,,17.2,20.1,3,280,0,,,73.6
BURE MARSHES NNR,22/07/2018 09:00,,17.4,20.4,3,280,0,,,72.9
BURE MARSHES NNR,22/07/2018 10:00,,17.6,21.8,4,290,0,,,64.2
BURE MARSHES NNR,22/07/2018 11:00,,17.6,22.6,3,270,0,,,58.8
BURE MARSHES NNR,22/07/2018 12:00,,18.2,24.3,5,260,0,,,52.8
BURE MARSHES NNR,22/07/2018 13:00,,18.6,25.1,4,250,0,,,51
BURE MARSHES NNR,22/07/2018 14:00,,18.2,23.2,5,50,0,,,59.5
BURE MARSHES NNR,22/07/2018 15:00,,17.9,22.1,5,80,0,,,64.5
BURE MARSHES NNR,22/07/2018 16:00,,18,22.4,4,70,0,,,63.2
BURE MARSHES NNR,22/07/2018 17:00,,18.3,22.5,4,130,0,,,64.9
BURE MARSHES NNR,22/07/2018 18:00,,17.7,21.3,4,110,0,,,68.6
BURE MARSHES NNR,22/07/2018 19:00,,17.4,20.8,3,110,0,,,69.8
BURE MARSHES NNR,22/07/2018 20:00,,16.2,18.5,1,140,0,,,77.8
BURE MARSHES NNR,22/07/2018 21:00,,14.3,15.1,0,0,0,,,91.2
BURE MARSHES NNR,22/07/2018 22:00,,15.4,16.6,3,210,0,,,87.5
BURE MARSHES NNR,22/07/2018 23:00,,14.6,15.8,2,240,0,,,87.2
BURE MARSHES NNR,23/07/2018,,13.2,13.7,1,260,0,,,94.3
BURE MARSHES NNR,23/07/2018 01:00,,12.6,12.9,0,0,0,,,96.4
BURE MARSHES NNR,23/07/2018 02:00,,12,12.2,0,0,0,,,97.5
BURE MARSHES NNR,23/07/2018 03:00,,11.8,12,0,0,0,,,97.6
BURE MARSHES NNR,23/07/2018 04:00,,12.4,12.5,0,0,0,,,98.8
BURE MARSHES NNR,23/07/2018 05:00,,12.6,12.7,0,0,0,,,98.8
BURE MARSHES NNR,23/07/2018 06:00,,18.5,18.6,0,0,0,,,99
BURE MARSHES NNR,23/07/2018 07:00,,20,22.9,2,240,0,,,75.4
BURE MARSHES NNR,23/07/2018 08:00,,21,25.2,3,290,0,,,67.1
BURE MARSHES NNR,23/07/2018 09:00,,21,26.8,1,170,0,,,57.4
BURE MARSHES NNR,23/07/2018 10:00,,20.5,26.8,3,210,0,,,54.2
BURE MARSHES NNR,23/07/2018 11:00,,21.7,28.6,2,230,0,,,52.3
BURE MARSHES NNR,23/07/2018 12:00,,21.1,26.8,4,80,0,,,58.1
BURE MARSHES NNR,23/07/2018 13:00,,22.2,28.6,7,120,0,,,55.3
BURE MARSHES NNR,23/07/2018 14:00,,20.8,27.3,7,140,0,,,53.4
BURE MARSHES NNR,23/07/2018 15:00,,20.8,26.7,7,130,0,,,56.7
BURE MARSHES NNR,23/07/2018 16:00,,21.2,27.4,9,130,0,,,55.4
BURE MARSHES NNR,23/07/2018 17:00,,20.4,27.1,9,140,0,,,51.9
BURE MARSHES NNR,23/07/2018 18:00,,20.2,25.6,6,130,0,,,59
BURE MARSHES NNR,23/07/2018 19:00,,20.4,25.4,4,140,0,,,61.6
BURE MARSHES NNR,23/07/2018 20:00,,19.6,24.6,4,160,0,,,60.9
BURE MARSHES NNR,23/07/2018 21:00,,19.1,23.5,4,170,0,,,64.2
BURE MARSHES NNR,23/07/2018 22:00,,18.7,23,4,190,0,,,64.5
BURE MARSHES NNR,23/07/2018 23:00,,18.1,22.2,3,200,0,,,65.4
BURE MARSHES NNR,24/07/2018,,16.9,20.1,1,210,0,,,71
BURE MARSHES NNR,24/07/2018 01:00,,15.3,16.6,1,330,0,,,86.5
BURE MARSHES NNR,24/07/2018 02:00,,14.4,15,1,30,0,,,93.4
BURE MARSHES NNR,24/07/2018 03:00,,13.6,14,0,0,0,,,95.4
BURE MARSHES NNR,24/07/2018 04:00,,12.9,13.2,0,0,0,,,96.4
BURE MARSHES NNR,24/07/2018 05:00,,14.7,14.9,0,0,0,,,97.8
BURE MARSHES NNR,24/07/2018 06:00,,18.1,20.4,4,260,0,,,79
BURE MARSHES NNR,24/07/2018 07:00,,19.9,22.9,3,270,0,,,74.6
BURE MARSHES NNR,24/07/2018 08:00,,20,24.1,5,280,0,,,67
BURE MARSHES NNR,24/07/2018 09:00,,20.3,25,5,260,0,,,63.3
BURE MARSHES NNR,24/07/2018 10:00,,20.5,25.9,4,240,0,,,59.3
BURE MARSHES NNR,24/07/2018 11:00,,19.8,26.6,5,210,0,,,50.7
BURE MARSHES NNR,24/07/2018 12:00,,20.4,28.3,4,240,0,,,45.9
BURE MARSHES NNR,24/07/2018 13:00,,19.8,27.4,5,250,0,,,46.6
BURE MARSHES NNR,24/07/2018 14:00,,20.4,29.2,7,270,0,,,41.8
BURE MARSHES NNR,24/07/2018 15:00,,20.3,29.1,7,260,0,,,41.7
BURE MARSHES NNR,24/07/2018 16:00,,20.8,26.7,5,20,0,,,56.7
BURE MARSHES NNR,24/07/2018 17:00,,20.6,25.8,4,20,0,,,60.5
BURE MARSHES NNR,24/07/2018 18:00,,19.7,23.1,3,350,0,,,71.6
BURE MARSHES NNR,24/07/2018 19:00,,18.9,21.3,2,30,0,,,78.6
BURE MARSHES NNR,24/07/2018 20:00,,18.4,20.1,1,360,0,,,84.2
BURE MARSHES NNR,24/07/2018 21:00,,16.2,17,0,0,0,,,91.7
BURE MARSHES NNR,24/07/2018 22:00,,16,16.3,1,330,0,,,96.8
BURE MARSHES NNR,24/07/2018 23:00,,14.8,15.1,0,0,0,,,96.7
BURE MARSHES NNR,25/07/2018,,16.2,16.3,1,280,0,,,98.9
BURE MARSHES NNR,25/07/2018 01:00,,15.3,15.5,1,260,0,,,97.8
BURE MARSHES NNR,25/07/2018 02:00,,13.8,14,0,0,0,,,97.7
BURE MARSHES NNR,25/07/2018 03:00,,14.1,14.2,1,270,0,,,98.8
BURE MARSHES NNR,25/07/2018 04:00,,14.5,14.6,0,0,0,,,98.9
BURE MARSHES NNR,25/07/2018 05:00,,15.2,15.3,1,260,0,,,98.9
BURE MARSHES NNR,25/07/2018 06:00,,17.5,17.7,2,300,0,,,97.9
BURE MARSHES NNR,25/07/2018 07:00,,18.1,20.2,3,320,0,,,80.7
BURE MARSHES NNR,25/07/2018 08:00,,18.2,21.1,5,360,0,,,74.3
BURE MARSHES NNR,25/07/2018 09:00,,19.5,23,4,340,0,,,70.7
BURE MARSHES NNR,25/07/2018 10:00,,18.8,23.4,4,10,0,,,62.6
BURE MARSHES NNR,25/07/2018 11:00,,19.2,23.9,6,10,0,,,62.4
BURE MARSHES NNR,25/07/2018 12:00,,18.9,24.2,6,10,0,,,58.3
BURE MARSHES NNR,25/07/2018 13:00,,18.7,24.2,6,10,0,,,56.9
BURE MARSHES NNR,25/07/2018 14:00,,17.9,23.4,7,30,0,,,56
BURE MARSHES NNR,25/07/2018 15:00,,17.3,22.4,5,30,0,,,57.9
BURE MARSHES NNR,25/07/2018 16:00,,17,21.9,5,50,0,,,58.8
BURE MARSHES NNR,25/07/2018 17:00,,17,21.7,6,50,0,,,60.1
BURE MARSHES NNR,25/07/2018 18:00,,16.5,19.9,4,50,0,,,69.1
