SITE ,OB TIME,Rad,WB,DB,WS,WD,RAIN,10CM SOIL,30CM SOIL,RH
HEATHROW,14/08/2018 10:00,1589,16,20,8,270,0,,,64.1
HEATHROW,14/08/2018 10:00,1589,16.4,20.9,7,260,0,,,60.7
HEATHROW,14/08/2018 11:00,1897,15.9,22,8,290,0,,,49.9
HEATHROW,14/08/2018 11:00,1897,16.1,21.9,8,290,0,,,51.7
HEATHROW,14/08/2018 12:00,1833,16.3,23,9,290,0,,,46.9
HEATHROW,14/08/2018 12:00,1833,16.4,23.3,9,290,0,,,45.6
HEATHROW,14/08/2018 13:00,2781,17.1,24,12,270,0,,,46.9
HEATHROW,14/08/2018 13:00,2781,17.1,24.5,12,260,0,,,43.9
HEATHROW,14/08/2018 14:00,2489,17.1,25,12,260,0,,,41.7
HEATHROW,14/08/2018 14:00,2489,17.7,25.9,11,260,0,,,40.7
HEATHROW,14/08/2018 15:00,1767,18,25,10,270,0,,,47.5
HEATHROW,14/08/2018 15:00,1767,17.8,24.9,9,270,0,,,46.4
HEATHROW,14/08/2018 16:00,1331,18,25,13,260,0,,,47.5
HEATHROW,14/08/2018 16:00,1331,18.3,25.6,12,250,0,,,46
HEATHROW,14/08/2018 17:00,943,17.6,24,14,270,0,,,50.3
HEATHROW,14/08/2018 17:00,943,18,24.6,14,270,0,,,49.4
HEATHROW,14/08/2018 18:00,523,17.7,23,13,270,0,,,57
HEATHROW,14/08/2018 18:00,523,17.6,23.2,12,260,0,,,54.8
HEATHROW,14/08/2018 19:00,269,17.3,22,10,270,0,,,60.5
HEATHROW,14/08/2018 19:00,269,17.6,22.6,10,270,0,,,58.6
HEATHROW,14/08/2018 20:00,36,16,20,13,270,0,,,64.1
HEATHROW,14/08/2018 20:00,36,16.1,20.6,11,270,0,,,60.3
HEATHROW,14/08/2018 21:00,0,15.6,19,11,270,0,,,68.3
HEATHROW,14/08/2018 21:00,0,15.6,19.1,10,270,0,,,67.3
HEATHROW,14/08/2018 22:00,0,15.2,18,9,270,0,,,72.8
HEATHROW,14/08/2018 22:00,0,15,18.3,8,270,0,,,68.3
HEATHROW,14/08/2018 23:00,0,14.7,17,9,260,0,,,76.8
HEATHROW,14/08/2018 23:00,0,14.6,17.1,8,260,0,,,74.8
HEATHROW,15/08/2018,0,14.3,16,6,270,0,,,82.1
HEATHROW,15/08/2018,0,14.2,16.4,7,260,0,,,77.2
HEATHROW,15/08/2018 01:00,0,14.3,16,7,240,0,,,82.1
HEATHROW,15/08/2018 01:00,0,14.3,16.1,6,240,0,,,81.1
HEATHROW,15/08/2018 02:00,0,13.9,15,7,240,0,,,88
HEATHROW,15/08/2018 02:00,0,14.3,15.8,7,230,0,,,84
HEATHROW,15/08/2018 03:00,0,14.3,16,6,240,0,,,82.1
HEATHROW,15/08/2018 03:00,0,14.9,16.8,6,230,0,,,80.5
HEATHROW,15/08/2018 04:00,0,15.3,17,7,230,0,,,82.7
HEATHROW,15/08/2018 04:00,0,15.3,17.4,7,230,0,,,78.9
HEATHROW,15/08/2018 05:00,0,15.7,18,10,260,0,,,77.5
HEATHROW,15/08/2018 05:00,0,15.4,17.7,9,260,0,,,77.1
HEATHROW,15/08/2018 06:00,32,15.2,18,11,260,0,,,72.8
HEATHROW,15/08/2018 06:00,32,15.2,17.8,9,260,0,,,74.4
HEATHROW,15/08/2018 07:00,174,15.7,18,8,250,0,,,77.5
HEATHROW,15/08/2018 07:00,174,15.5,18.4,7,240,0,,,72
HEATHROW,15/08/2018 08:00,530,16.1,19,9,230,0,,,72.7
HEATHROW,15/08/2018 08:00,530,16.4,19.5,9,230,0,,,71.2
HEATHROW,15/08/2018 09:00,1366,16.5,20,10,250,0,,,68.3
HEATHROW,15/08/2018 09:00,1366,17,20.7,11,240,0,,,67
HEATHROW,15/08/2018 10:00,1264,17.3,22,14,240,0,,,60.5
HEATHROW,15/08/2018 10:00,1264,17.8,22.6,13,240,0,,,60.1
HEATHROW,15/08/2018 11:00,1083,17.3,22,12,250,0,,,60.5
HEATHROW,15/08/2018 11:00,1083,17.4,21.9,11,250,0,,,61.7
HEATHROW,15/08/2018 12:00,1081,17.3,22,13,240,0,,,60.5
HEATHROW,15/08/2018 12:00,1081,17.6,22.5,12,240,0,,,59.2
HEATHROW,15/08/2018 13:00,1298,18.2,23,14,240,0,,,60.7
HEATHROW,15/08/2018 13:00,1298,18.5,23.9,13,240,0,,,57
HEATHROW,15/08/2018 14:00,2125,18.6,24,12,230,0,,,57.4
HEATHROW,15/08/2018 14:00,2125,18.8,24.7,11,220,0,,,54.4
HEATHROW,15/08/2018 15:00,1342,18.1,24,10,210,0,,,53.8
HEATHROW,15/08/2018 15:00,1342,18.5,24.2,11,210,0,,,55.2
HEATHROW,15/08/2018 16:00,1229,18.2,23,15,230,0,,,60.7
HEATHROW,15/08/2018 16:00,1229,18.1,23.3,14,210,0,,,57.9
HEATHROW,15/08/2018 17:00,490,16.8,22,13,230,0,,,56.7
HEATHROW,15/08/2018 17:00,490,17.1,22.5,13,230,0,,,55.5
HEATHROW,15/08/2018 18:00,353,17.8,22,11,220,0,,,64.4
HEATHROW,15/08/2018 18:00,353,17.5,21.6,12,220,0,,,64.6
HEATHROW,15/08/2018 19:00,260,17.4,21,12,220,0,,,68.3
HEATHROW,15/08/2018 19:00,260,17,20.6,14,220,0,,,67.8
HEATHROW,15/08/2018 20:00,19,17,20,12,220,0,,,72.6
HEATHROW,15/08/2018 20:00,19,16.9,20.1,13,210,0,,,70.8
HEATHROW,15/08/2018 21:00,0,16.6,19,11,210,0,,,77.3
HEATHROW,15/08/2018 21:00,0,16.6,19.5,12,200,0,,,73
HEATHROW,15/08/2018 22:00,0,16.2,18,11,220,0,,,82.2
HEATHROW,15/08/2018 22:00,0,16,18.3,14,210,0,,,77.6
HEATHROW,15/08/2018 23:00,0,16.2,18,9,210,0,,,82.2
HEATHROW,15/08/2018 23:00,0,16.2,18.2,11,210,0,,,80.3
HEATHROW,16/08/2018,0,16.6,19,9,210,0,,,77.3
HEATHROW,16/08/2018,0,16.5,18.5,9,210,0,,,80.6
HEATHROW,16/08/2018 01:00,0,16.2,18,9,210,0,,,82.2
HEATHROW,16/08/2018 01:00,0,16.7,18.6,13,210,0,,,81.5
HEATHROW,16/08/2018 02:00,0,16.6,19,12,230,0,,,77.3
HEATHROW,16/08/2018 02:00,0,16.5,18.8,16,230,0,,,77.9
HEATHROW,16/08/2018 03:00,0,16.6,19,10,240,0,,,77.3
HEATHROW,16/08/2018 03:00,0,16.3,18.4,10,230,0,,,79.5
HEATHROW,16/08/2018 04:00,0,16.2,18,12,230,0,,,82.2
HEATHROW,16/08/2018 04:00,0,16.3,18.5,12,220,0,,,78.7
HEATHROW,16/08/2018 05:00,0,16.2,18,10,210,0,,,82.2
HEATHROW,16/08/2018 05:00,0,16.6,18.5,10,200,0,,,81.5
HEATHROW,16/08/2018 06:00,49,16.8,18,12,220,0,,,88
HEATHROW,16/08/2018 06:00,49,16.7,18.5,12,200,0,,,82.4
HEATHROW,16/08/2018 07:00,139,16.8,18,11,210,0,,,88
HEATHROW,16/08/2018 07:00,139,16.9,18.2,12,210,0,,,87.1
HEATHROW,16/08/2018 08:00,300,17.4,18,10,210,0,,,93.9
HEATHROW,16/08/2018 08:00,300,17.1,17.8,11,210,0,,,92.9
HEATHROW,16/08/2018 09:00,269,17.4,18,10,210,2.2,,,93.9
HEATHROW,16/08/2018 09:00,269,17.3,17.7,10,210,2.2,,,95.9
HEATHROW,16/08/2018 10:00,372,16.4,17,7,270,2.8,,,93.8
HEATHROW,16/08/2018 10:00,372,16.5,17,6,260,2.8,,,94.8
HEATHROW,16/08/2018 11:00,301,16.4,17,11,270,2.4,,,93.8
HEATHROW,16/08/2018 11:00,301,14.4,15.9,11,270,2.4,,,84.1
HEATHROW,16/08/2018 12:00,211,13.9,15,11,260,2.2,,,88
HEATHROW,16/08/2018 12:00,211,13.8,14.7,9,250,2.2,,,90
HEATHROW,16/08/2018 13:00,288,13.9,15,9,240,0.4,,,88
HEATHROW,16/08/2018 13:00,288,13.8,15.1,8,230,0.4,,,85.8
HEATHROW,16/08/2018 14:00,1000,14.9,16,9,230,0,,,88.3
HEATHROW,16/08/2018 14:00,1000,14.8,16.7,9,210,0,,,80.4
HEATHROW,16/08/2018 15:00,1446,15.7,18,7,200,0,,,77.5
HEATHROW,16/08/2018 15:00,1446,15.2,17.8,6,190,0,,,74.4
HEATHROW,16/08/2018 16:00,1446,15.7,18,9,200,0,,,77.5
HEATHROW,16/08/2018 16:00,1446,15.8,18.5,9,190,0,,,74
HEATHROW,16/08/2018 17:00,1081,14.6,20,11,260,0,,,52.6
HEATHROW,16/08/2018 17:00,1081,14.5,20.4,12,250,0,,,49
HEATHROW,16/08/2018 18:00,1093,13.7,20,14,260,0,,,45.5
HEATHROW,16/08/2018 18:00,1093,13.7,19.8,12,260,0,,,46.5
HEATHROW,16/08/2018 19:00,353,13.7,19,10,240,0,,,52.1
HEATHROW,16/08/2018 19:00,353,13.9,19,10,250,0,,,53.5
HEATHROW,16/08/2018 20:00,21,15.3,17,9,240,0,,,82.7
HEATHROW,16/08/2018 20:00,21,14.7,17.4,9,230,0,,,73.1
HEATHROW,16/08/2018 21:00,0,13.3,17,7,280,0,,,63.6
HEATHROW,16/08/2018 21:00,0,13,16.6,5,280,0,,,63.8
HEATHROW,16/08/2018 22:00,0,12.8,16,9,280,0,,,67.2
HEATHROW,16/08/2018 22:00,0,12.8,16.1,8,290,0,,,66.2
HEATHROW,16/08/2018 23:00,0,12.4,15,9,290,0,,,72.2
HEATHROW,16/08/2018 23:00,0,12.5,15.2,9,290,0,,,71.2
HEATHROW,17/08/2018,0,12.4,14,6,290,0,,,82.1
HEATHROW,17/08/2018,0,12.2,14.2,8,290,0,,,77.7
HEATHROW,17/08/2018 01:00,0,12.4,14,7,290,0,,,82.1
HEATHROW,17/08/2018 01:00,0,12,13.7,8,290,0,,,80.7
HEATHROW,17/08/2018 02:00,0,11.9,13,3,280,0,,,87.2
HEATHROW,17/08/2018 02:00,0,11.6,12.8,3,280,0,,,85.7
HEATHROW,17/08/2018 03:00,0,11.9,13,4,250,0,,,87.2
HEATHROW,17/08/2018 03:00,0,11,11.7,3,250,0,,,91.3
HEATHROW,17/08/2018 04:00,0,11,12,2,210,0,,,87.9
HEATHROW,17/08/2018 04:00,0,10.6,11.2,2,240,0,,,92.4
HEATHROW,17/08/2018 05:00,0,10.5,11,4,200,0,,,93.7
HEATHROW,17/08/2018 05:00,0,10.5,10.9,3,200,0,,,94.9
HEATHROW,17/08/2018 06:00,131,11.5,12,4,240,0,,,93.9
HEATHROW,17/08/2018 06:00,131,11.9,12.5,3,270,0,,,92.8
HEATHROW,17/08/2018 07:00,616,11.9,13,5,250,0,,,87.2
HEATHROW,17/08/2018 07:00,616,12.5,13.6,5,230,0,,,87.3
HEATHROW,17/08/2018 08:00,1307,13.8,16,5,280,0,,,77.1
HEATHROW,17/08/2018 08:00,1307,13.5,15.9,6,260,0,,,74.8
HEATHROW,17/08/2018 09:00,1757,14.2,18,6,260,0,,,63.7
HEATHROW,17/08/2018 09:00,1757,14.4,18.1,6,250,0,,,64.4
HEATHROW,17/08/2018 10:00,1880,13.7,18,7,280,0,,,59.3
HEATHROW,17/08/2018 10:00,1880,13.8,18.3,7,270,0,,,57.6
HEATHROW,17/08/2018 11:00,2091,14.2,20,11,250,0,,,49.5
HEATHROW,17/08/2018 11:00,2091,14.4,19.9,10,270,0,,,51.3
HEATHROW,17/08/2018 12:00,2146,14.2,20,9,270,0,,,49.5
HEATHROW,17/08/2018 12:00,2146,15.4,21.6,8,250,0,,,48.2
HEATHROW,17/08/2018 13:00,2772,14.6,22,11,250,0,,,40.5
HEATHROW,17/08/2018 13:00,2772,15.8,23.7,11,250,0,,,39.3
HEATHROW,17/08/2018 14:00,1788,14.2,21,12,250,0,,,43.3
HEATHROW,17/08/2018 14:00,1788,14.6,21.4,13,250,0,,,43.5
HEATHROW,17/08/2018 15:00,2015,15,22,10,240,0,,,43.4
HEATHROW,17/08/2018 15:00,2015,15.5,22.2,10,240,0,,,45.4
HEATHROW,17/08/2018 16:00,1773,15.4,22,12,250,0,,,46.2
HEATHROW,17/08/2018 16:00,1773,15.8,23.2,14,250,0,,,41.9
HEATHROW,17/08/2018 17:00,1169,15,22,13,250,0,,,43.4
HEATHROW,17/08/2018 17:00,1169,14.9,21.7,14,250,0,,,43.9
HEATHROW,17/08/2018 18:00,633,15,21,12,260,0,,,49.3
HEATHROW,17/08/2018 18:00,633,15.1,21.5,12,260,0,,,46.6
HEATHROW,17/08/2018 19:00,278,14.6,20,11,290,0,,,52.6
HEATHROW,17/08/2018 19:00,278,14.4,19.6,12,280,0,,,53.3
HEATHROW,17/08/2018 20:00,23,13.7,18,8,280,0,,,59.3
HEATHROW,17/08/2018 20:00,23,14.1,18.4,9,280,0,,,59.4
HEATHROW,17/08/2018 21:00,0,14.2,18,8,270,0,,,63.7
HEATHROW,17/08/2018 21:00,0,13.9,17.3,8,260,0,,,66.4
HEATHROW,17/08/2018 22:00,0,14.7,18,8,230,0,,,68.2
HEATHROW,17/08/2018 22:00,0,14.2,17.4,8,220,0,,,68.4
HEATHROW,17/08/2018 23:00,0,14.2,17,7,240,0,,,72
HEATHROW,17/08/2018 23:00,0,14,16.8,8,230,0,,,71.6
HEATHROW,18/08/2018,0,14.2,17,8,220,0,,,72
HEATHROW,18/08/2018,0,14,16.5,8,220,0,,,74.3
HEATHROW,18/08/2018 01:00,0,13.8,16,8,220,0,,,77.1
HEATHROW,18/08/2018 01:00,0,13.6,15.7,8,210,0,,,77.7
HEATHROW,18/08/2018 02:00,0,13.8,16,8,220,0,,,77.1
HEATHROW,18/08/2018 02:00,0,13.8,15.8,9,210,0,,,78.8
HEATHROW,18/08/2018 03:00,0,13.8,16,7,210,0,,,77.1
HEATHROW,18/08/2018 03:00,0,13.7,15.8,8,210,0,,,77.8
HEATHROW,18/08/2018 04:00,0,13.8,16,7,210,0,,,77.1
HEATHROW,18/08/2018 04:00,0,13.7,15.6,8,210,0,,,79.7
HEATHROW,18/08/2018 05:00,0,14.3,16,6,210,0,,,82.1
HEATHROW,18/08/2018 05:00,0,14,15.7,6,220,0,,,81.8
HEATHROW,18/08/2018 06:00,54,14.3,16,7,230,0,,,82.1
HEATHROW,18/08/2018 06:00,54,14.6,16.4,7,230,0,,,81.2
HEATHROW,18/08/2018 07:00,189,15.3,17,8,220,0,,,82.7
HEATHROW,18/08/2018 07:00,189,15.2,17,9,230,0,,,81.6
HEATHROW,18/08/2018 08:00,423,15.7,18,10,240,0,,,77.5
HEATHROW,18/08/2018 08:00,423,15.7,18,11,240,0,,,77.3
HEATHROW,18/08/2018 09:00,579,16.1,19,10,240,0,,,72.7
HEATHROW,18/08/2018 09:00,579,16,18.9,11,230,0,,,72.4
HEATHROW,18/08/2018 10:00,1054,16,20,12,230,0,,,64.1
HEATHROW,18/08/2018 10:00,1054,15.9,19.8,11,230,0,,,64.5
HEATHROW,18/08/2018 11:00,917,16,20,12,240,0,,,64.1
HEATHROW,18/08/2018 11:00,917,15.8,19.7,11,230,0,,,64.4
HEATHROW,18/08/2018 12:00,1053,16.5,20,11,250,0,,,68.3
HEATHROW,18/08/2018 12:00,1053,16.5,20.8,11,240,0,,,62.1
HEATHROW,18/08/2018 13:00,850,16.5,20,13,260,0,,,68.3
HEATHROW,18/08/2018 13:00,850,16.5,20,14,260,0,,,68.1
HEATHROW,18/08/2018 14:00,1041,16.9,21,12,240,0,,,64.2
HEATHROW,18/08/2018 14:00,1041,17.1,21.4,11,250,0,,,62.8
HEATHROW,18/08/2018 15:00,1120,16.9,21,11,240,0,,,64.2
HEATHROW,18/08/2018 15:00,1120,16.7,21.3,11,230,0,,,60.3
HEATHROW,18/08/2018 16:00,1117,17.3,22,10,240,0,,,60.5
HEATHROW,18/08/2018 16:00,1117,17.3,22.3,11,240,0,,,58.2
HEATHROW,18/08/2018 17:00,740,17.3,22,11,250,0,,,60.5
HEATHROW,18/08/2018 17:00,740,17.4,22.1,11,250,0,,,60.3
HEATHROW,18/08/2018 18:00,247,16.9,21,10,250,0,,,64.2
HEATHROW,18/08/2018 18:00,247,17.3,21.6,11,260,0,,,62.9
HEATHROW,18/08/2018 19:00,89,17.4,21,10,240,0,,,68.3
HEATHROW,18/08/2018 19:00,89,17.2,21.1,9,250,0,,,65.7
HEATHROW,18/08/2018 20:00,6,17,20,8,230,0,,,72.6
HEATHROW,18/08/2018 20:00,6,17.2,20.6,9,230,0,,,69.5
HEATHROW,18/08/2018 21:00,0,17,20,10,240,0,,,72.6
HEATHROW,18/08/2018 21:00,0,16.9,19.9,10,230,0,,,72.3
HEATHROW,18/08/2018 22:00,0,16.6,19,11,230,0,,,77.3
HEATHROW,18/08/2018 22:00,0,16.9,19.6,10,230,0,,,74.8
HEATHROW,18/08/2018 23:00,0,16.6,19,8,200,0,,,77.3
HEATHROW,18/08/2018 23:00,0,16.7,19,9,210,0,,,78
HEATHROW,19/08/2018,0,16.2,18,6,210,0,,,82.2
HEATHROW,19/08/2018,0,16.3,18.4,8,210,0,,,79.5
HEATHROW,19/08/2018 01:00,0,16.2,18,6,210,0,,,82.2
HEATHROW,19/08/2018 01:00,0,16.2,18.4,8,210,0,,,78.6
HEATHROW,19/08/2018 02:00,0,16.2,18,9,210,0,,,82.2
HEATHROW,19/08/2018 02:00,0,16.5,18.3,8,200,0,,,82.3
HEATHROW,19/08/2018 03:00,0,16.8,18,8,210,0,,,88
HEATHROW,19/08/2018 03:00,0,16.8,18.4,9,210,0,,,84.3
HEATHROW,19/08/2018 04:00,0,16.2,18,10,200,0,,,82.2
HEATHROW,19/08/2018 04:00,0,16.1,17.6,10,190,0,,,84.8
HEATHROW,19/08/2018 05:00,0,16.2,18,12,230,0,,,82.2
HEATHROW,19/08/2018 05:00,0,16,17.8,12,220,0,,,82
HEATHROW,19/08/2018 06:00,35,15.7,18,9,230,0,,,77.5
HEATHROW,19/08/2018 06:00,35,15.7,17.8,9,220,0,,,79.1
HEATHROW,19/08/2018 07:00,169,16.2,18,11,220,0,,,82.2
HEATHROW,19/08/2018 07:00,169,16.2,18.4,13,210,0,,,78.6
HEATHROW,19/08/2018 08:00,303,16.2,18,14,230,0,,,82.2
HEATHROW,19/08/2018 08:00,303,16.5,18.7,13,220,0,,,78.8
HEATHROW,19/08/2018 09:00,390,16.6,19,13,220,0,,,77.3
HEATHROW,19/08/2018 09:00,390,16.8,19,12,220,0,,,78.9
HEATHROW,19/08/2018 10:00,506,17,20,12,240,0,,,72.6
HEATHROW,19/08/2018 10:00,506,17.3,19.8,14,230,0,,,76.7
HEATHROW,19/08/2018 11:00,918,18,21,16,240,0,,,73.4
HEATHROW,19/08/2018 11:00,918,17.8,21,16,230,0,,,71.5
HEATHROW,19/08/2018 12:00,1254,18.4,22,14,230,0,,,69.1
HEATHROW,19/08/2018 12:00,1254,18.5,22.3,12,230,0,,,67.6
HEATHROW,19/08/2018 13:00,1638,18.7,23,14,230,0,,,64.5
HEATHROW,19/08/2018 13:00,1638,19.3,24,14,240,0,,,62.2
HEATHROW,19/08/2018 14:00,2524,20.4,26,14,230,0,,,58
HEATHROW,19/08/2018 14:00,2524,20.4,26.7,13,250,0,,,53.8
HEATHROW,19/08/2018 15:00,2484,20.2,27,16,260,0,,,51.2
HEATHROW,19/08/2018 15:00,2484,20.6,27.5,17,250,0,,,50.8
HEATHROW,19/08/2018 16:00,2214,19.8,26,14,270,0,,,54
HEATHROW,19/08/2018 16:00,2214,20.1,26.9,14,270,0,,,50.8
HEATHROW,19/08/2018 17:00,1563,19.8,26,12,280,0,,,54
HEATHROW,19/08/2018 17:00,1563,19.7,26.1,12,280,0,,,52.5
HEATHROW,19/08/2018 18:00,912,18.6,24,13,290,0,,,57.4
HEATHROW,19/08/2018 18:00,912,18.9,24.6,12,290,0,,,55.6
HEATHROW,19/08/2018 19:00,256,18.4,22,10,270,0,,,69.1
HEATHROW,19/08/2018 19:00,256,18.5,23,10,270,0,,,62.8
HEATHROW,19/08/2018 20:00,6,18,21,9,270,0,,,73.4
HEATHROW,19/08/2018 20:00,6,18,21.6,9,270,0,,,68.7
HEATHROW,19/08/2018 21:00,0,17.6,20,10,270,0,,,77.9
HEATHROW,19/08/2018 21:00,0,17.7,20.6,9,270,0,,,73.8
HEATHROW,19/08/2018 22:00,0,17.6,20,9,270,0,,,77.9
HEATHROW,19/08/2018 22:00,0,17.6,20.2,8,280,0,,,76.1
HEATHROW,19/08/2018 23:00,0,17.2,19,8,280,0,,,82.8
HEATHROW,19/08/2018 23:00,0,17.4,19.6,7,280,0,,,79.3
HEATHROW,20/08/2018,0,17.2,19,8,280,0,,,82.8
HEATHROW,20/08/2018,0,17.4,19.5,8,290,0,,,80.1
HEATHROW,20/08/2018 01:00,0,17.2,19,6,290,0,,,82.8
HEATHROW,20/08/2018 01:00,0,17.4,19.4,6,290,0,,,81
HEATHROW,20/08/2018 02:00,0,17.2,19,5,290,0,,,82.8
HEATHROW,20/08/2018 02:00,0,17.2,19.2,5,290,0,,,80.9
HEATHROW,20/08/2018 03:00,0,17.2,19,5,290,0,,,82.8
HEATHROW,20/08/2018 03:00,0,17,19.1,4,290,0,,,79.9
HEATHROW,20/08/2018 04:00,0,16.8,18,5,270,0,,,88
HEATHROW,20/08/2018 04:00,0,16.8,18.6,5,260,0,,,82.4
HEATHROW,20/08/2018 05:00,0,16.8,18,5,260,0,,,88
HEATHROW,20/08/2018 05:00,0,16.9,18.5,6,260,0,,,84.3
HEATHROW,20/08/2018 06:00,46,16.8,18,8,270,0,,,88
HEATHROW,20/08/2018 06:00,46,16.7,18.4,8,270,0,,,83.3
HEATHROW,20/08/2018 07:00,370,16.8,18,8,270,0,,,88
HEATHROW,20/08/2018 07:00,370,16.7,18.4,8,270,0,,,83.3
HEATHROW,20/08/2018 08:00,1129,17.6,20,6,250,0,,,77.9
HEATHROW,20/08/2018 08:00,1129,17.2,20.1,7,270,0,,,73.4
HEATHROW,20/08/2018 09:00,1734,18.4,22,4,270,0,,,69.1
HEATHROW,20/08/2018 09:00,1734,18.1,22,2,290,0,,,66.5
HEATHROW,20/08/2018 10:00,1964,18.7,23,5,270,0,,,64.5
HEATHROW,20/08/2018 10:00,1964,18.6,23.5,6,260,0,,,60.2
HEATHROW,20/08/2018 11:00,2059,18.2,23,5,230,0,,,60.7
HEATHROW,20/08/2018 11:00,2059,18.5,23.7,5,240,0,,,58.2
HEATHROW,20/08/2018 12:00,1459,19.3,23,6,230,0,,,69.1
HEATHROW,20/08/2018 12:00,1459,19.2,23.8,3,250,0,,,62.8
HEATHROW,20/08/2018 13:00,1566,19.6,24,9,230,0,,,64.7
HEATHROW,20/08/2018 13:00,1566,19.4,24.4,10,210,0,,,60.4
HEATHROW,20/08/2018 14:00,1311,20,25,7,230,0,,,61.2
HEATHROW,20/08/2018 14:00,1311,19.7,24.7,9,220,0,,,60.7
HEATHROW,20/08/2018 15:00,1300,20,25,11,250,0,,,61.2
HEATHROW,20/08/2018 15:00,1300,19.9,25.2,10,240,0,,,59
HEATHROW,20/08/2018 16:00,885,20,25,11,240,0,,,61.2
HEATHROW,20/08/2018 16:00,885,19.8,24.8,11,240,0,,,60.8
HEATHROW,20/08/2018 17:00,571,19.6,24,10,240,0,,,64.7
HEATHROW,20/08/2018 17:00,571,19.5,24.2,8,250,0,,,62.4
HEATHROW,20/08/2018 18:00,528,18.6,24,11,260,0,,,57.4
HEATHROW,20/08/2018 18:00,528,18.9,24.5,10,260,0,,,56.2
HEATHROW,20/08/2018 19:00,203,18.2,23,8,270,0,,,60.7
HEATHROW,20/08/2018 19:00,203,18.6,23.7,8,260,0,,,59
HEATHROW,20/08/2018 20:00,13,18.4,22,6,280,0,,,69.1
HEATHROW,20/08/2018 20:00,13,18.4,22.6,5,280,0,,,64.7
HEATHROW,20/08/2018 21:00,0,18,21,8,270,0,,,73.4
HEATHROW,20/08/2018 21:00,0,18.4,22,7,270,0,,,69
HEATHROW,20/08/2018 22:00,0,17.6,20,6,280,0,,,77.9
HEATHROW,20/08/2018 22:00,0,17.9,21.2,5,280,0,,,70.8
HEATHROW,20/08/2018 23:00,0,17.2,19,5,280,0,,,82.8
HEATHROW,20/08/2018 23:00,0,17.5,20.3,4,280,0,,,74.4
HEATHROW,21/08/2018,0,17.2,19,4,260,0,,,82.8
HEATHROW,21/08/2018,0,17.4,19.6,3,260,0,,,79.3
HEATHROW,21/08/2018 01:00,0,17.2,19,3,,0,,,82.8
HEATHROW,21/08/2018 01:00,0,17.4,19.3,3,230,0,,,81.9
HEATHROW,21/08/2018 02:00,0,17.8,19,5,280,0,,,88.4
HEATHROW,21/08/2018 02:00,0,17.7,19.7,4,290,0,,,81.1
HEATHROW,21/08/2018 03:00,0,17.2,19,7,290,0,,,82.8
HEATHROW,21/08/2018 03:00,0,17.2,19.5,6,290,0,,,78.3
HEATHROW,21/08/2018 04:00,0,16.6,19,5,300,0,,,77.3
HEATHROW,21/08/2018 04:00,0,16.4,19.2,6,300,0,,,73.6
HEATHROW,21/08/2018 05:00,0,16.2,18,4,300,0,,,82.2
HEATHROW,21/08/2018 05:00,0,16.4,18.9,4,300,0,,,76.1
HEATHROW,21/08/2018 06:00,80,15.8,17,5,270,0,,,87.7
HEATHROW,21/08/2018 06:00,80,16.3,18.2,4,270,0,,,81.3
HEATHROW,21/08/2018 07:00,358,16.6,19,3,,0,,,77.3
HEATHROW,21/08/2018 07:00,358,16.6,19.2,5,270,0,,,75.4
HEATHROW,21/08/2018 08:00,538,17,20,5,270,0,,,72.6
HEATHROW,21/08/2018 08:00,538,17.1,20,4,280,0,,,73.3
HEATHROW,21/08/2018 09:00,766,17.6,20,5,240,0,,,77.9
HEATHROW,21/08/2018 09:00,766,17.8,20.9,5,190,0,,,72.2
HEATHROW,21/08/2018 10:00,1780,18.4,22,7,190,0,,,69.1
HEATHROW,21/08/2018 10:00,1780,19,23.2,4,230,0,,,65.3
HEATHROW,21/08/2018 11:00,1889,18.7,23,7,250,0,,,64.5
HEATHROW,21/08/2018 11:00,1889,18.6,23.2,6,270,0,,,62.2
HEATHROW,21/08/2018 12:00,2453,18.9,25,6,240,0,,,53.6
HEATHROW,21/08/2018 12:00,2453,19,25.4,7,200,0,,,51.7
HEATHROW,21/08/2018 13:00,2339,18.3,26,6,220,0,,,44.3
HEATHROW,21/08/2018 13:00,2339,18.4,25.2,7,220,0,,,48.7
HEATHROW,21/08/2018 14:00,2991,18.7,27,7,230,0,,,41.9
HEATHROW,21/08/2018 14:00,2991,19.2,26.3,7,180,0,,,48.2
HEATHROW,21/08/2018 15:00,2555,18.8,26,10,190,0,,,47.5
HEATHROW,21/08/2018 15:00,2555,19,26.4,9,210,0,,,46.4
HEATHROW,21/08/2018 16:00,2083,19.3,26,8,190,0,,,50.7
HEATHROW,21/08/2018 16:00,2083,19.3,26.2,7,170,0,,,49.3
HEATHROW,21/08/2018 17:00,1491,19.3,26,8,200,0,,,50.7
HEATHROW,21/08/2018 17:00,1491,19.2,25.6,8,170,0,,,51.9
HEATHROW,21/08/2018 18:00,825,19.1,24,10,190,0,,,61
HEATHROW,21/08/2018 18:00,825,19.1,24.1,11,180,0,,,60.1
HEATHROW,21/08/2018 19:00,270,18.7,23,9,200,0,,,64.5
HEATHROW,21/08/2018 19:00,270,18.8,22.7,9,200,0,,,67.2
HEATHROW,21/08/2018 20:00,4,18.4,22,9,220,0,,,69.1
HEATHROW,21/08/2018 20:00,4,18.4,21.8,10,210,0,,,70.5
HEATHROW,21/08/2018 21:00,0,17.4,21,11,270,0,,,68.3
HEATHROW,21/08/2018 21:00,0,17.6,21.5,8,270,0,,,66.1
