SITE ,OB TIME,Rad,WB,DB,WS,WD,RAIN,10CM SOIL,30CM SOIL,RH
HEATHROW,21/08/2018 22:00,0,16.6,19,6,280,0,,,77.3
HEATHROW,21/08/2018 22:00,0,16.9,20.3,6,280,0,,,69.2
HEATHROW,21/08/2018 23:00,0,15.7,18,4,240,0,,,77.5
HEATHROW,21/08/2018 23:00,0,16.2,18.6,4,230,0,,,76.8
HEATHROW,22/08/2018,0,15.8,17,4,240,0,,,87.7
HEATHROW,22/08/2018,0,16.2,18,5,230,0,,,82.1
HEATHROW,22/08/2018 01:00,0,15.8,17,4,230,0,,,87.7
HEATHROW,22/08/2018 01:00,0,15.8,17.4,5,230,0,,,83.8
HEATHROW,22/08/2018 02:00,0,14.9,16,6,270,0,,,88.3
HEATHROW,22/08/2018 02:00,0,15.4,16.7,6,260,0,,,86.4
HEATHROW,22/08/2018 03:00,0,14.4,15,5,250,0,,,93.4
HEATHROW,22/08/2018 03:00,0,15,16,6,260,0,,,89.3
HEATHROW,22/08/2018 04:00,0,14.9,16,5,210,0,,,88.3
HEATHROW,22/08/2018 04:00,0,15,15.6,5,210,0,,,93.5
HEATHROW,22/08/2018 05:00,0,14.4,15,6,220,0,,,93.4
HEATHROW,22/08/2018 05:00,0,14.7,15.3,7,220,0,,,93.4
HEATHROW,22/08/2018 06:00,33,14.4,15,6,250,0,,,93.4
HEATHROW,22/08/2018 06:00,33,14.8,15.4,6,260,0,,,93.4
HEATHROW,22/08/2018 07:00,108,14.4,15,7,230,0,,,93.4
HEATHROW,22/08/2018 07:00,108,14.9,15.5,6,250,0,,,93.5
HEATHROW,22/08/2018 08:00,209,15.4,16,7,240,0,,,93.6
HEATHROW,22/08/2018 08:00,209,15.7,16.7,6,230,0,,,89.5
HEATHROW,22/08/2018 09:00,469,16.2,18,8,250,0,,,82.2
HEATHROW,22/08/2018 09:00,469,16.2,17.9,8,270,0,,,83
HEATHROW,22/08/2018 10:00,581,16.2,18,8,250,0,,,82.2
HEATHROW,22/08/2018 10:00,581,16.3,18.4,8,260,0,,,79.5
HEATHROW,22/08/2018 11:00,851,16.6,19,8,240,0,,,77.3
HEATHROW,22/08/2018 11:00,851,16.9,19.6,9,240,0,,,74.8
HEATHROW,22/08/2018 12:00,804,17.6,20,7,240,0,,,77.9
HEATHROW,22/08/2018 12:00,804,17.3,20.2,7,250,0,,,73.4
HEATHROW,22/08/2018 13:00,875,18,21,7,230,0,,,73.4
HEATHROW,22/08/2018 13:00,875,18.5,22,8,240,0,,,69.8
HEATHROW,22/08/2018 14:00,1620,18.7,23,9,230,0,,,64.5
HEATHROW,22/08/2018 14:00,1620,18.4,22.7,9,210,0,,,64.1
HEATHROW,22/08/2018 15:00,1713,18.7,23,10,230,0,,,64.5
HEATHROW,22/08/2018 15:00,1713,18.8,23.6,8,240,0,,,61.1
HEATHROW,22/08/2018 16:00,1085,18.7,23,11,230,0,,,64.5
HEATHROW,22/08/2018 16:00,1085,18.5,23.3,10,230,0,,,60.8
HEATHROW,22/08/2018 17:00,561,18.7,23,9,220,0,,,64.5
HEATHROW,22/08/2018 17:00,561,18.4,22.8,9,230,0,,,63.4
HEATHROW,22/08/2018 18:00,233,17.8,22,11,270,0,,,64.4
HEATHROW,22/08/2018 18:00,233,17.9,22.4,12,260,0,,,62.3
HEATHROW,22/08/2018 19:00,87,17.8,22,9,270,0,,,64.4
HEATHROW,22/08/2018 19:00,87,17.8,22.2,8,260,0,,,62.8
HEATHROW,22/08/2018 20:00,3,17.8,22,8,240,0,,,64.4
HEATHROW,22/08/2018 20:00,3,17.8,21.8,6,260,0,,,65.6
HEATHROW,22/08/2018 21:00,0,18,21,9,230,0,,,73.4
HEATHROW,22/08/2018 21:00,0,18.2,21.2,8,230,0,,,73.4
HEATHROW,22/08/2018 22:00,0,17.6,20,9,240,0,,,77.9
HEATHROW,22/08/2018 22:00,0,18,20.6,8,230,0,,,76.4
HEATHROW,22/08/2018 23:00,0,17.6,20,7,220,0,,,77.9
HEATHROW,22/08/2018 23:00,0,17.6,19.6,7,220,0,,,81.1
HEATHROW,23/08/2018,0,17.2,19,6,230,0,,,82.8
HEATHROW,23/08/2018,0,17.5,19.3,7,230,0,,,82.8
HEATHROW,23/08/2018 01:00,0,17.2,19,7,240,0,,,82.8
HEATHROW,23/08/2018 01:00,0,17.5,19.3,8,240,0,,,82.8
HEATHROW,23/08/2018 02:00,0,17.2,19,6,230,0,,,82.8
HEATHROW,23/08/2018 02:00,0,17.3,18.9,6,230,0,,,84.5
HEATHROW,23/08/2018 03:00,0,17.2,19,6,220,0,,,82.8
HEATHROW,23/08/2018 03:00,0,17.2,18.7,6,220,0,,,85.4
HEATHROW,23/08/2018 04:00,0,17.2,19,6,220,0,,,82.8
HEATHROW,23/08/2018 04:00,0,17.2,18.6,7,210,0,,,86.3
HEATHROW,23/08/2018 05:00,0,17.2,19,8,210,0,,,82.8
HEATHROW,23/08/2018 05:00,0,17.3,18.7,7,210,0,,,86.3
HEATHROW,23/08/2018 06:00,23,17.8,19,8,210,0,,,88.4
HEATHROW,23/08/2018 06:00,23,17.5,18.9,9,210,0,,,86.4
HEATHROW,23/08/2018 07:00,152,17.8,19,9,220,0,,,88.4
HEATHROW,23/08/2018 07:00,152,17.6,19.4,9,220,0,,,82.9
HEATHROW,23/08/2018 08:00,387,18.2,20,9,230,0,,,83.2
HEATHROW,23/08/2018 08:00,387,18,20.3,11,230,0,,,78.9
HEATHROW,23/08/2018 09:00,517,16.4,17,8,290,1,,,93.8
HEATHROW,23/08/2018 09:00,517,16.5,17.3,9,290,1,,,91.8
HEATHROW,23/08/2018 10:00,972,15.8,17,5,310,0.2,,,87.7
HEATHROW,23/08/2018 10:00,972,16.3,17.5,6,300,0.2,,,87.9
HEATHROW,23/08/2018 11:00,1341,15.7,18,9,290,0,,,77.5
HEATHROW,23/08/2018 11:00,1341,15.4,17.7,9,290,0,,,77.2
HEATHROW,23/08/2018 12:00,1428,15.5,20,6,290,0,,,59.9
HEATHROW,23/08/2018 12:00,1428,15.5,19.7,6,290,0,,,61.9
HEATHROW,23/08/2018 13:00,2833,15.5,21,9,300,0,,,53.1
HEATHROW,23/08/2018 13:00,2833,15.5,20.8,9,290,0,,,54.2
HEATHROW,23/08/2018 14:00,2181,15.5,21,9,290,0,,,53.1
HEATHROW,23/08/2018 14:00,2181,15.3,21.3,9,280,0,,,49.5
HEATHROW,23/08/2018 15:00,1675,15,21,10,280,0,,,49.3
HEATHROW,23/08/2018 15:00,1675,15.3,21.6,11,280,0,,,47.7
HEATHROW,23/08/2018 16:00,1135,15,21,12,270,0,,,49.3
HEATHROW,23/08/2018 16:00,1135,15.2,21.6,11,260,0,,,46.9
HEATHROW,23/08/2018 17:00,898,15.5,21,12,280,0,,,53.1
HEATHROW,23/08/2018 17:00,898,15.6,21.7,12,280,0,,,49.3
HEATHROW,23/08/2018 18:00,653,14.2,19,16,270,0,,,56.2
HEATHROW,23/08/2018 18:00,653,14.4,19.5,15,270,0,,,54.2
HEATHROW,23/08/2018 19:00,141,13.3,17,15,270,0,,,63.6
HEATHROW,23/08/2018 19:00,141,13.5,17.9,14,270,0,,,58.1
HEATHROW,23/08/2018 20:00,6,13.3,17,12,270,0,,,63.6
HEATHROW,23/08/2018 20:00,6,13.2,16.8,11,260,0,,,64.1
HEATHROW,23/08/2018 21:00,0,13.3,16,14,250,0,,,72.1
HEATHROW,23/08/2018 21:00,0,13.5,16.5,12,260,0,,,69.5
HEATHROW,23/08/2018 22:00,0,12.8,16,12,300,0,,,67.2
HEATHROW,23/08/2018 22:00,0,12.5,16.1,12,300,0,,,63.3
HEATHROW,23/08/2018 23:00,0,11.9,15,11,290,0,,,67.2
HEATHROW,23/08/2018 23:00,0,12.1,15.3,8,290,0,,,66.3
HEATHROW,24/08/2018,0,11,14,10,280,0,,,67.1
HEATHROW,24/08/2018,0,11.3,14.7,9,280,0,,,63.6
HEATHROW,24/08/2018 01:00,0,10.5,13,7,270,0,,,71.4
HEATHROW,24/08/2018 01:00,0,10.9,13.7,5,270,0,,,68.7
HEATHROW,24/08/2018 02:00,0,10,12,9,270,0,,,76.1
HEATHROW,24/08/2018 02:00,0,10.2,12.4,8,270,0,,,74.1
HEATHROW,24/08/2018 03:00,0,9.5,11,8,270,0,,,81.3
HEATHROW,24/08/2018 03:00,0,9.9,11.8,9,260,0,,,77
HEATHROW,24/08/2018 04:00,0,9.5,11,9,270,0,,,81.3
HEATHROW,24/08/2018 04:00,0,9.4,11.1,8,270,0,,,78.8
HEATHROW,24/08/2018 05:00,0,9,10,8,270,0,,,87
HEATHROW,24/08/2018 05:00,0,9.3,10.8,8,270,0,,,81
HEATHROW,24/08/2018 06:00,75,9.5,11,9,270,0,,,81.3
HEATHROW,24/08/2018 06:00,75,9.6,11.1,7,270,0,,,81.2
HEATHROW,24/08/2018 07:00,508,10.5,12,11,260,0,,,82
HEATHROW,24/08/2018 07:00,508,10.6,12.7,11,260,0,,,75.5
HEATHROW,24/08/2018 08:00,1150,11.4,14,13,250,0,,,71.3
HEATHROW,24/08/2018 08:00,1150,11.5,14.6,13,260,0,,,66.5
HEATHROW,24/08/2018 09:00,1733,11.9,16,12,270,0,,,58.6
HEATHROW,24/08/2018 09:00,1733,11.5,15.6,12,270,0,,,57.8
HEATHROW,24/08/2018 10:00,2240,11.6,17,13,280,0,,,48.2
HEATHROW,24/08/2018 10:00,2240,12,17.2,12,280,0,,,50
HEATHROW,24/08/2018 11:00,2411,11.7,18,14,260,0,,,42.2
HEATHROW,24/08/2018 11:00,2411,12.5,19,15,260,0,,,42
HEATHROW,24/08/2018 12:00,2892,12.6,20,14,240,0,,,37.1
HEATHROW,24/08/2018 12:00,2892,12.9,20.5,14,260,0,,,36.2
HEATHROW,24/08/2018 13:00,1769,11.8,19,16,270,0,,,36.9
HEATHROW,24/08/2018 13:00,1769,11.5,18.6,15,270,0,,,36.5
HEATHROW,24/08/2018 14:00,1328,12.9,19,14,230,0,,,45.5
HEATHROW,24/08/2018 14:00,1328,12.6,18.4,13,230,0,,,46.8
HEATHROW,24/08/2018 15:00,943,12.5,18,16,260,0,,,49
HEATHROW,24/08/2018 15:00,943,12.8,19,17,260,0,,,44.5
HEATHROW,24/08/2018 16:00,671,12.4,15,10,310,0.4,,,72.2
HEATHROW,24/08/2018 16:00,671,12.2,14.8,10,310,0.4,,,72
HEATHROW,24/08/2018 17:00,388,11.9,16,17,250,0,,,58.6
HEATHROW,24/08/2018 17:00,388,11.8,15.6,16,260,0,,,60.8
HEATHROW,24/08/2018 18:00,253,11.5,15,18,250,0,,,63.1
HEATHROW,24/08/2018 18:00,253,11.6,15.2,17,250,0,,,62.2
HEATHROW,24/08/2018 19:00,49,11,13,11,320,0.2,,,77
HEATHROW,24/08/2018 19:00,49,11,13.4,10,300,0.2,,,72.8
HEATHROW,24/08/2018 20:00,0,9.5,10,12,270,4.4,,,93.5
HEATHROW,24/08/2018 20:00,0,10.2,10.8,10,260,4.4,,,92.3
HEATHROW,24/08/2018 21:00,0,10,11,11,270,0.2,,,87.4
HEATHROW,24/08/2018 21:00,0,10.4,11.3,9,260,0.2,,,88.8
HEATHROW,24/08/2018 22:00,0,9.5,10,7,280,0,,,93.5
HEATHROW,24/08/2018 22:00,0,10.2,10.9,7,280,0,,,91.1
HEATHROW,24/08/2018 23:00,0,9,10,9,280,0,,,87
HEATHROW,24/08/2018 23:00,0,9.5,10.4,9,280,0,,,88.4
HEATHROW,25/08/2018,0,8.5,9,10,270,0,,,93.2
HEATHROW,25/08/2018,0,8.8,9.5,9,270,0,,,90.6
HEATHROW,25/08/2018 01:00,0,8.5,9,9,280,0,,,93.2
HEATHROW,25/08/2018 01:00,0,8.7,9.4,8,280,0,,,90.5
HEATHROW,25/08/2018 02:00,0,7.5,8,9,280,0,,,92.9
HEATHROW,25/08/2018 02:00,0,8.4,9.2,8,270,0,,,89.2
HEATHROW,25/08/2018 03:00,0,8.1,9,9,280,0,,,87.8
HEATHROW,25/08/2018 03:00,0,8.3,9.2,8,290,0,,,87.8
HEATHROW,25/08/2018 04:00,0,7.5,8,8,270,0,,,92.9
HEATHROW,25/08/2018 04:00,0,7.8,8.5,7,270,0,,,90.3
HEATHROW,25/08/2018 05:00,0,7.5,8,6,270,0,,,92.9
HEATHROW,25/08/2018 05:00,0,8.2,8.8,5,280,0,,,91.7
HEATHROW,25/08/2018 06:00,72,7.5,8,9,270,0,,,92.9
HEATHROW,25/08/2018 06:00,72,8.1,8.7,8,270,0,,,91.6
HEATHROW,25/08/2018 07:00,470,9,10,10,270,0,,,87
HEATHROW,25/08/2018 07:00,470,9.2,10.2,9,270,0,,,87
HEATHROW,25/08/2018 08:00,1211,10.5,12,10,280,0,,,82
HEATHROW,25/08/2018 08:00,1211,10.2,11.9,10,270,0,,,79.4
HEATHROW,25/08/2018 09:00,1823,11.4,14,9,300,0,,,71.3
HEATHROW,25/08/2018 09:00,1823,11.4,14.2,8,300,0,,,69.2
HEATHROW,25/08/2018 10:00,2349,11.9,15,8,300,0,,,67.2
HEATHROW,25/08/2018 10:00,2349,12,15.6,6,310,0,,,62.7
HEATHROW,25/08/2018 11:00,1974,11.9,16,10,280,0,,,58.6
HEATHROW,25/08/2018 11:00,1974,12.2,16.4,9,300,0,,,57.9
HEATHROW,25/08/2018 12:00,1216,11.5,16,8,290,0,,,54.8
HEATHROW,25/08/2018 12:00,1216,12,16.5,7,310,0,,,55.3
HEATHROW,25/08/2018 13:00,1701,12.9,18,4,290,0,,,52.3
HEATHROW,25/08/2018 13:00,1701,13.6,19.1,4,290,0,,,50.3
HEATHROW,25/08/2018 14:00,2338,12.1,18,7,320,0,,,45.6
HEATHROW,25/08/2018 14:00,2338,12.2,17.7,10,300,0,,,48.2
HEATHROW,25/08/2018 15:00,1522,12.1,18,5,340,0,,,45.6
HEATHROW,25/08/2018 15:00,1522,12.9,19.3,5,330,0,,,43.3
HEATHROW,25/08/2018 16:00,1606,12.9,19,6,40,0,,,45.5
HEATHROW,25/08/2018 16:00,1606,12.7,18.6,6,340,0,,,46.2
HEATHROW,25/08/2018 17:00,1196,12.5,18,6,320,0,,,49
HEATHROW,25/08/2018 17:00,1196,12.4,18.2,6,330,0,,,46.3
HEATHROW,25/08/2018 18:00,503,12.5,18,5,320,0,,,49
HEATHROW,25/08/2018 18:00,503,12.4,17.8,6,340,0,,,49.1
HEATHROW,25/08/2018 19:00,287,12,17,3,,0,,,51.8
HEATHROW,25/08/2018 19:00,287,11.3,16.6,4,330,0,,,48.1
HEATHROW,25/08/2018 20:00,0,10.7,15,1,,0,,,55.3
HEATHROW,25/08/2018 20:00,0,11,15.3,2,330,0,,,55.4
HEATHROW,25/08/2018 21:00,0,10.6,14,1,300,0,,,63
HEATHROW,25/08/2018 21:00,0,10.4,14,1,340,0,,,60.7
HEATHROW,25/08/2018 22:00,0,10.5,13,2,300,0,,,71.4
HEATHROW,25/08/2018 22:00,0,10.8,13.5,3,300,0,,,69.6
HEATHROW,25/08/2018 23:00,0,10,12,2,40,0,,,76.1
HEATHROW,25/08/2018 23:00,0,10.3,12.6,2,340,0,,,73.1
HEATHROW,26/08/2018,0,9.5,11,1,130,0,,,81.3
HEATHROW,26/08/2018,0,10.1,11.7,1,360,0,,,80.5
HEATHROW,26/08/2018 01:00,0,10,11,3,210,0,,,87.4
HEATHROW,26/08/2018 01:00,0,10.4,11.6,3,240,0,,,85.3
HEATHROW,26/08/2018 02:00,0,10,11,2,280,0,,,87.4
HEATHROW,26/08/2018 02:00,0,10.2,11.7,2,280,0,,,81.7
HEATHROW,26/08/2018 03:00,0,10,11,4,170,0,,,87.4
HEATHROW,26/08/2018 03:00,0,10.1,11.4,2,180,0,,,84
HEATHROW,26/08/2018 04:00,0,10.5,12,3,,0,,,82
HEATHROW,26/08/2018 04:00,0,10.3,11.5,2,150,0,,,85.2
HEATHROW,26/08/2018 05:00,0,10,11,4,,0,,,87.4
HEATHROW,26/08/2018 05:00,0,9.9,11,3,150,0,,,86.1
HEATHROW,26/08/2018 06:00,38,10.5,12,4,140,0,,,82
HEATHROW,26/08/2018 06:00,38,10.5,12,5,140,0,,,81.8
HEATHROW,26/08/2018 07:00,266,11,13,5,160,0,,,77
HEATHROW,26/08/2018 07:00,266,10.9,13,7,160,0,,,75.7
HEATHROW,26/08/2018 08:00,598,11.9,15,8,180,0,,,67.2
HEATHROW,26/08/2018 08:00,598,12.1,14.9,8,170,0,,,69.9
HEATHROW,26/08/2018 09:00,669,12.8,16,11,180,0,,,67.2
HEATHROW,26/08/2018 09:00,669,12.6,16,11,180,0,,,65.1
HEATHROW,26/08/2018 10:00,708,12.4,15,16,180,0,,,72.2
HEATHROW,26/08/2018 10:00,708,12.3,15.2,13,180,0,,,69.3
HEATHROW,26/08/2018 11:00,291,12.9,14,11,170,1.8,,,87.6
HEATHROW,26/08/2018 11:00,291,12.7,13.7,12,160,1.8,,,88.5
HEATHROW,26/08/2018 12:00,414,12.5,13,15,180,2,,,94.1
HEATHROW,26/08/2018 12:00,414,12.4,13.2,13,170,2,,,90.6
HEATHROW,26/08/2018 13:00,400,12.5,13,14,170,1.8,,,94.1
HEATHROW,26/08/2018 13:00,400,12.8,13.4,15,160,1.8,,,93
HEATHROW,26/08/2018 14:00,314,13.4,14,15,170,3,,,93.2
HEATHROW,26/08/2018 14:00,314,13.4,13.8,15,170,3,,,95.4
HEATHROW,26/08/2018 15:00,244,14.4,15,13,190,1.2,,,93.4
HEATHROW,26/08/2018 15:00,244,15,15.5,12,190,1.2,,,94.6
HEATHROW,26/08/2018 16:00,233,16,16,13,200,0.6,,,100
HEATHROW,26/08/2018 16:00,233,16.1,16.6,13,200,0.6,,,94.7
HEATHROW,26/08/2018 17:00,129,16.4,17,12,200,0.2,,,93.8
HEATHROW,26/08/2018 17:00,129,16.9,17.4,10,200,0.2,,,94.9
HEATHROW,26/08/2018 18:00,193,17.4,18,12,210,0.2,,,93.9
HEATHROW,26/08/2018 18:00,193,17.4,18,13,210,0.2,,,93.9
HEATHROW,26/08/2018 19:00,76,17.4,18,10,230,0,,,93.9
HEATHROW,26/08/2018 19:00,76,17.6,18.3,11,220,0,,,93
HEATHROW,26/08/2018 20:00,1,17.4,18,10,250,0.2,,,93.9
HEATHROW,26/08/2018 20:00,1,17.5,17.9,10,240,0.2,,,95.9
HEATHROW,26/08/2018 21:00,0,16.8,18,11,270,0,,,88
HEATHROW,26/08/2018 21:00,0,17.1,18.1,11,260,0,,,90
HEATHROW,26/08/2018 22:00,0,16.2,18,13,260,0,,,82.2
HEATHROW,26/08/2018 22:00,0,16.3,17.8,13,260,0,,,85
HEATHROW,26/08/2018 23:00,0,15.8,17,8,260,0,,,87.7
HEATHROW,26/08/2018 23:00,0,16,17.2,9,260,0,,,87.8
HEATHROW,27/08/2018,0,15.8,17,10,240,0,,,87.7
HEATHROW,27/08/2018,0,15.5,16.7,12,240,0,,,87.5
HEATHROW,27/08/2018 01:00,0,14.9,16,9,250,0,,,88.3
HEATHROW,27/08/2018 01:00,0,15.2,16.3,10,250,0,,,88.5
HEATHROW,27/08/2018 02:00,0,13.9,15,10,240,0,,,88
HEATHROW,27/08/2018 02:00,0,14,15,11,240,0,,,89
HEATHROW,27/08/2018 03:00,0,13.9,15,13,240,0,,,88
HEATHROW,27/08/2018 03:00,0,13.8,15,13,240,0,,,86.8
HEATHROW,27/08/2018 04:00,0,13.4,14,12,240,0,,,93.2
HEATHROW,27/08/2018 04:00,0,13.4,14.4,12,240,0,,,88.8
HEATHROW,27/08/2018 05:00,0,12.9,14,11,240,0,,,87.6
HEATHROW,27/08/2018 05:00,0,12.8,13.7,10,240,0,,,89.7
HEATHROW,27/08/2018 06:00,52,11.4,13,14,260,0,,,81.4
HEATHROW,27/08/2018 06:00,52,11.8,13.7,14,260,0,,,78.6
HEATHROW,27/08/2018 07:00,197,11.9,14,12,270,0,,,76.7
HEATHROW,27/08/2018 07:00,197,12,14.5,12,260,0,,,72.7
HEATHROW,27/08/2018 08:00,447,12.4,15,11,250,0,,,72.2
HEATHROW,27/08/2018 08:00,447,12.9,15.6,11,250,0,,,71.6
HEATHROW,27/08/2018 09:00,1543,13.3,17,13,270,0,,,63.6
HEATHROW,27/08/2018 09:00,1543,13.3,16.8,14,260,0,,,65
HEATHROW,27/08/2018 10:00,1682,13.3,17,15,270,0,,,63.6
HEATHROW,27/08/2018 10:00,1682,13.5,17.3,16,260,0,,,62.8
HEATHROW,27/08/2018 11:00,710,13.7,17,14,270,0,,,67.3
HEATHROW,27/08/2018 11:00,710,13.5,17.1,11,270,0,,,64.4
HEATHROW,27/08/2018 12:00,1810,14.6,19,14,270,0,,,59.6
HEATHROW,27/08/2018 12:00,1810,13.9,18.7,15,270,0,,,55.7
HEATHROW,27/08/2018 13:00,1569,14.2,19,14,260,0,,,56.2
HEATHROW,27/08/2018 13:00,1569,14.4,19.2,13,260,0,,,56.2
HEATHROW,27/08/2018 14:00,1136,14.6,19,14,270,0,,,59.6
HEATHROW,27/08/2018 14:00,1136,14.3,18.9,14,260,0,,,57.6
HEATHROW,27/08/2018 15:00,926,14.6,19,13,260,0,,,59.6
HEATHROW,27/08/2018 15:00,926,14.7,19.3,12,260,0,,,58.1
HEATHROW,27/08/2018 16:00,788,14.6,19,11,270,0,,,59.6
HEATHROW,27/08/2018 16:00,788,14.6,19.5,12,260,0,,,55.8
HEATHROW,27/08/2018 17:00,549,14.6,19,11,260,0,,,59.6
HEATHROW,27/08/2018 17:00,549,14.4,19,9,260,0,,,57.7
HEATHROW,27/08/2018 18:00,175,14.2,18,10,270,0,,,63.7
HEATHROW,27/08/2018 18:00,175,14.4,18.6,9,270,0,,,60.6
HEATHROW,27/08/2018 19:00,48,14.2,18,9,270,0,,,63.7
HEATHROW,27/08/2018 19:00,48,14.1,18.1,8,260,0,,,61.8
HEATHROW,27/08/2018 20:00,0,13.7,17,9,260,0,,,67.3
HEATHROW,27/08/2018 20:00,0,14,17.5,8,260,0,,,65.8
HEATHROW,27/08/2018 21:00,0,14.2,17,7,270,0,,,72
HEATHROW,27/08/2018 21:00,0,14,17.2,7,260,0,,,68.2
HEATHROW,27/08/2018 22:00,0,13.8,16,6,270,0,,,77.1
HEATHROW,27/08/2018 22:00,0,13.9,16.7,5,270,0,,,71.6
HEATHROW,27/08/2018 23:00,0,13.3,16,5,270,0,,,72.1
HEATHROW,27/08/2018 23:00,0,13.5,16.5,4,270,0,,,69.4
HEATHROW,28/08/2018,0,13.3,16,5,270,0,,,72.1
HEATHROW,28/08/2018,0,13.3,16.2,4,270,0,,,70.1
HEATHROW,28/08/2018 01:00,0,13.3,16,5,260,0,,,72.1
HEATHROW,28/08/2018 01:00,0,13.4,16.2,3,280,0,,,71.1
HEATHROW,28/08/2018 02:00,0,13.8,16,4,290,0,,,77.1
HEATHROW,28/08/2018 02:00,0,13.4,16.1,4,280,0,,,72
HEATHROW,28/08/2018 03:00,0,12.9,15,2,,0,,,77.4
HEATHROW,28/08/2018 03:00,0,13.1,15.7,2,270,0,,,72.6
HEATHROW,28/08/2018 04:00,0,12.8,16,2,,0,,,67.2
HEATHROW,28/08/2018 04:00,0,13,16,3,280,0,,,68.9
HEATHROW,28/08/2018 05:00,0,12.8,16,4,210,0,,,67.2
HEATHROW,28/08/2018 05:00,0,12.6,16.1,3,210,0,,,64.2
HEATHROW,28/08/2018 06:00,24,13.3,16,4,190,0,,,72.1
HEATHROW,28/08/2018 06:00,24,13.3,16.1,4,180,0,,,71
HEATHROW,28/08/2018 07:00,125,13.3,16,4,200,0,,,72.1
HEATHROW,28/08/2018 07:00,125,13.1,16.4,4,170,0,,,66.4
HEATHROW,28/08/2018 08:00,388,13.7,17,3,,0,,,67.3
HEATHROW,28/08/2018 08:00,388,13.3,17.1,5,180,0,,,62.5
HEATHROW,28/08/2018 09:00,688,12.8,17,5,230,0,,,59
HEATHROW,28/08/2018 09:00,688,13.3,17.6,4,190,0,,,58.5
HEATHROW,28/08/2018 10:00,736,13.3,17,6,210,0,,,63.6
HEATHROW,28/08/2018 10:00,736,13.7,17.7,6,190,0,,,61.3
HEATHROW,28/08/2018 11:00,946,13.7,18,6,200,0,,,59.3
HEATHROW,28/08/2018 11:00,946,13.7,18.3,6,210,0,,,56.7
HEATHROW,28/08/2018 12:00,1471,14.2,19,8,240,0,,,56.2
HEATHROW,28/08/2018 12:00,1471,14.2,19.2,7,230,0,,,54.5
HEATHROW,28/08/2018 13:00,1327,14.2,19,9,240,0,,,56.2
HEATHROW,28/08/2018 13:00,1327,14.2,19.2,6,220,0,,,54.5
HEATHROW,28/08/2018 14:00,1436,14.6,20,5,220,0,,,52.6
HEATHROW,28/08/2018 14:00,1436,14.3,19.7,5,160,0,,,51.9
HEATHROW,28/08/2018 15:00,1638,14.6,20,7,170,0,,,52.6
HEATHROW,28/08/2018 15:00,1638,15.1,20.7,8,190,0,,,51.7
HEATHROW,28/08/2018 16:00,1450,15,20,4,170,0,,,55.9
HEATHROW,28/08/2018 16:00,1450,15.5,21,5,150,0,,,52.9
HEATHROW,28/08/2018 17:00,860,15,20,4,160,0,,,55.9
HEATHROW,28/08/2018 17:00,860,15,19.9,6,160,0,,,56.3
HEATHROW,28/08/2018 18:00,369,14.6,19,7,150,0,,,59.6
HEATHROW,28/08/2018 18:00,369,14.7,19,8,160,0,,,60.2
HEATHROW,28/08/2018 19:00,97,14.7,18,8,200,0,,,68.2
HEATHROW,28/08/2018 19:00,97,14.4,17.9,7,190,0,,,66.1
HEATHROW,28/08/2018 20:00,0,14.2,17,6,210,0,,,72
HEATHROW,28/08/2018 20:00,0,14,17.2,6,200,0,,,68.2
HEATHROW,28/08/2018 21:00,0,13.8,16,6,220,0,,,77.1
HEATHROW,28/08/2018 21:00,0,13.8,16.6,5,220,0,,,71.5
HEATHROW,28/08/2018 22:00,0,13.4,15,2,270,0,,,82.6
HEATHROW,28/08/2018 22:00,0,13.6,16.3,2,290,0,,,72.2
HEATHROW,28/08/2018 23:00,0,13.4,15,4,200,0,,,82.6
HEATHROW,28/08/2018 23:00,0,13.4,15.5,4,210,0,,,77.7
HEATHROW,29/08/2018,0,12.9,14,4,240,0,,,87.6
HEATHROW,29/08/2018,0,13.3,15,4,230,0,,,81.5
HEATHROW,29/08/2018 01:00,0,12.9,14,2,,0,,,87.6
HEATHROW,29/08/2018 01:00,0,12.7,14.4,1,270,0,,,81.1
HEATHROW,29/08/2018 02:00,0,13.4,15,1,,0,,,82.6
HEATHROW,29/08/2018 02:00,0,12.8,14,1,130,0,,,86.4
HEATHROW,29/08/2018 03:00,0,13.9,15,3,160,0,,,88
HEATHROW,29/08/2018 03:00,0,13.4,14.8,2,210,0,,,84.6
HEATHROW,29/08/2018 04:00,0,13.4,14,4,270,0.8,,,93.2
HEATHROW,29/08/2018 04:00,0,13.4,14.2,3,260,0.8,,,90.9
HEATHROW,29/08/2018 05:00,0,13.4,14,3,,0.6,,,93.2
HEATHROW,29/08/2018 05:00,0,13.7,14.3,2,280,0.6,,,93.2
HEATHROW,29/08/2018 06:00,7,13.4,14,5,310,3,,,93.2
HEATHROW,29/08/2018 06:00,7,13.7,14,5,310,3,,,96.6
HEATHROW,29/08/2018 07:00,37,12.5,13,5,330,2.4,,,94.1
HEATHROW,29/08/2018 07:00,37,13,13.5,5,330,2.4,,,94.2
HEATHROW,29/08/2018 08:00,163,13.4,14,4,300,0.8,,,93.2
HEATHROW,29/08/2018 08:00,163,13.3,13.8,3,290,0.8,,,94.3
HEATHROW,29/08/2018 09:00,370,13.9,15,2,,0,,,88
HEATHROW,29/08/2018 09:00,370,13.6,14.7,3,300,0,,,87.8
HEATHROW,29/08/2018 10:00,859,13.4,15,5,300,0,,,82.6
