timestamp,2017-09-01 15:06:05
site-id,MOORH
site-name,Moor House
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,195.4
parameter-id,COSMOS_VWC_1DAY_WTMN,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN
2017-08-09,48.19522,0.2,7.9,78.6,11.3,8.1,15.0,964.1,12.3,33.4,7.9,2.22783,11.3,75.1,11.5,66.8
2017-08-10,46.06368,48.1,8.2,84.5,10.6,6.9,15.5,967.9,9.1,213.2,2.5,1.13927,11.3,72.3,11.5,66.3
2017-08-11,48.81045,1.3,10.2,98.9,11.5,8.2,13.9,958.7,1.1,218.9,4.4,0.07133,11.3,71.3,11.5,65.3
2017-08-12,47.54455,3.1,9.0,91.2,10.9,8.1,13.8,959.0,6.9,304.1,3.7,0.76115,11.6,75.3,11.8,66.6
2017-08-13,52.61463,19.9,7.2,76.2,10.3,6.2,13.7,964.6,8.3,204.4,2.5,1.41596,11.3,74.4,11.6,66.3
2017-08-14,52.51595,13.3,9.5,87.7,12.2,10.5,13.9,959.0,2.4,171.5,5.2,1.008,11.4,73.4,11.6,63.1
2017-08-15,52.88181,7.8,9.5,91.7,11.7,9.9,14.3,957.6,7.4,229.0,3.7,0.75694,11.7,75.7,11.9,65.4
2017-08-16,53.20268,3.8,9.5,88.0,12.2,10.1,14.6,959.0,7.9,183.4,5.8,1.17758,11.8,75.9,12.0,65.7
2017-08-17,55.62521,14.6,10.1,88.7,13.3,11.5,16.7,952.1,12.6,205.8,4.9,1.2881,12.1,75.9,12.4,65.8
2017-08-18,51.27266,8.3,8.6,91.8,9.9,8.7,11.4,949.7,7.6,236.6,5.2,0.72512,12.1,75.9,12.3,65.9
2017-08-19,55.54673,2.9,8.4,92.5,9.6,8.3,11.3,956.6,4.2,278.7,6.0,0.63125,11.6,76.1,11.6,66.2
2017-08-20,51.89747,0.5,8.2,85.7,10.3,8.2,13.3,965.2,4.8,228.3,3.0,0.93805,11.4,76.2,11.5,66.3
2017-08-21,55.55689,2.6,9.7,85.4,13.0,9.0,16.0,965.4,7.0,162.3,2.9,1.08423,11.5,76.1,11.6,66.4
2017-08-22,56.85735,1.5,12.7,90.5,16.5,13.9,19.9,963.1,7.6,153.4,4.0,1.09109,12.3,76.0,12.7,66.3
2017-08-23,56.23397,1.0,10.8,89.6,14.1,10.5,16.3,957.1,5.1,183.9,4.4,0.97388,12.8,75.9,13.2,66.3
2017-08-24,55.88551,0.2,9.5,89.6,12.1,10.3,14.7,958.4,7.6,215.7,3.5,0.91532,12.4,74.5,12.8,66.1
2017-08-25,52.45011,1.1,10.1,95.9,11.9,10.4,13.5,960.4,3.6,203.2,3.6,0.36478,12.4,71.5,12.6,60.1
2017-08-26,51.72996,0.0,9.4,88.9,11.9,10.4,14.5,961.0,7.4,269.1,2.6,0.85093,12.3,70.6,12.5,58.5
2017-08-27,49.61103,0.0,10.0,90.3,12.6,10.4,15.5,962.6,2.9,195.4,3.4,0.73717,12.2,69.6,12.4,56.8
2017-08-28,52.90607,2.9,11.1,96.9,13.2,11.1,14.0,959.9,2.2,208.8,5.0,0.31165,12.3,68.9,12.4,55.9
2017-08-29,53.05918,1.4,7.8,86.5,9.4,7.2,11.0,958.2,3.7,271.4,2.9,0.78018,12.0,70.9,12.2,57.8
2017-08-30,49.07292,4.4,7.4,80.1,9.8,7.3,13.7,957.4,6.1,230.7,2.4,1.1468,11.5,70.0,11.7,56.9
2017-08-31,49.04619,2.6,7.9,84.6,10.0,7.2,13.5,960.9,4.7,169.8,1.9,0.80291,11.4,68.8,11.6,55.3
