FID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
1930-12,23.69,20.42,27.09,42.86,23.83,28.44,18.41,13.49,29.62,8.65,33.87,21.95,17.95,16.08,29.84,21.32,13.81,24.56,36.88,61.98,43.14,43.49,14.00,45.05,32.32,26.50,29.69,51.91,44.10,23.52,31.95,30.44,39.32,23.99,27.07,26.70,50.02
1931-01,56.95,56.83,66.96,68.77,64.89,59.84,34.12,36.71,61.50,22.77,63.79,64.08,35.02,35.77,53.97,56.70,47.94,53.58,72.90,85.45,63.41,75.20,52.99,74.54,56.45,59.89,47.61,80.21,67.30,61.55,71.94,51.02,70.68,62.23,60.93,60.03,91.46
1931-02,57.74,63.00,51.93,50.63,68.79,59.52,29.35,39.26,67.43,28.00,46.80,48.02,28.58,44.53,65.91,40.03,31.75,45.57,62.55,82.32,47.09,88.04,32.52,77.71,44.77,58.09,63.20,85.76,73.92,39.98,54.38,65.41,75.21,46.33,58.58,72.22,83.30
1931-03,149.77,134.06,137.06,199.62,140.48,172.69,89.40,119.28,135.50,100.68,171.69,147.71,120.74,106.17,128.91,137.36,129.26,111.53,131.60,85.53,178.93,152.50,138.38,132.46,119.64,165.30,133.42,135.33,130.58,158.03,171.04,115.71,145.89,161.16,167.83,137.41,95.75
1931-04,121.57,111.57,103.87,138.65,115.07,115.79,93.80,92.28,92.94,86.67,122.07,128.46,101.82,105.78,94.12,117.22,94.59,108.09,132.53,126.59,132.41,132.14,96.39,111.20,118.45,110.49,84.75,121.66,112.31,117.41,135.26,89.08,119.37,124.04,112.30,84.66,122.64
1931-05,188.04,157.37,158.16,185.60,160.46,173.49,150.61,166.37,155.05,158.76,170.35,172.81,151.76,154.39,170.84,183.67,158.51,162.87,193.05,186.16,179.50,203.32,157.58,158.43,153.09,160.58,164.77,182.28,161.83,183.41,181.38,158.01,157.23,197.42,162.68,162.82,168.14
1931-06,153.20,181.42,171.47,204.47,186.51,189.80,101.77,126.02,151.67,115.54,184.19,144.95,106.08,180.82,152.03,121.44,101.84,115.12,147.73,202.45,201.20,210.52,103.35,185.04,131.33,169.75,151.71,202.00,181.93,133.00,183.18,145.87,179.97,142.20,171.23,157.24,168.57
1931-07,154.12,150.03,133.82,175.93,159.33,157.44,87.19,112.90,127.63,103.21,143.48,137.25,77.63,149.61,124.43,89.14,86.27,81.43,86.73,175.02,173.04,204.44,89.13,158.53,112.26,133.20,125.64,167.62,152.82,117.59,157.83,119.17,158.61,130.37,135.59,135.07,154.82
1931-08,179.39,141.44,170.52,184.91,139.60,156.00,129.30,145.12,154.90,130.60,149.57,179.81,149.36,142.21,168.84,164.56,145.97,127.89,135.40,186.41,180.69,175.98,151.26,144.98,139.51,146.52,168.70,157.94,140.90,182.28,195.78,160.47,137.68,189.98,148.91,152.90,166.62
1931-09,101.83,119.50,114.60,120.19,122.09,111.69,50.94,77.08,92.55,68.81,101.17,94.37,66.51,108.11,91.61,82.64,72.18,76.09,103.63,140.27,119.59,143.54,76.08,116.42,77.22,105.36,88.54,133.42,120.88,89.43,110.34,87.95,127.15,97.36,105.46,91.09,123.73
1931-10,133.04,98.72,121.44,136.31,99.23,123.92,84.75,109.65,114.43,85.59,137.81,136.36,89.13,93.80,118.24,117.00,107.80,107.10,135.88,133.12,133.04,129.66,116.34,114.14,123.62,127.03,119.81,123.19,110.24,126.90,158.38,106.43,113.19,130.88,129.28,115.35,112.32
1931-11,43.83,61.60,68.78,60.60,67.53,58.63,23.91,33.47,55.58,28.14,65.08,38.68,27.59,46.85,50.03,37.73,26.95,37.06,54.40,95.96,57.54,65.37,29.06,70.07,45.43,58.25,51.28,72.98,62.75,43.06,61.89,49.47,65.33,43.63,58.23,56.28,71.88
1931-12,27.50,30.01,37.86,41.70,34.50,41.89,24.06,28.79,39.83,18.53,43.79,45.67,14.00,24.95,37.89,23.17,26.57,29.32,43.14,46.96,39.21,51.37,29.13,44.62,37.87,47.04,38.46,43.12,37.90,23.82,49.16,36.92,32.22,23.20,47.03,40.77,53.29
1932-01,60.06,46.28,43.84,64.82,55.53,49.03,36.28,40.27,49.01,29.54,58.00,51.21,42.65,31.20,55.70,52.52,40.89,55.51,89.87,44.70,61.88,55.63,45.43,52.36,59.45,48.51,50.95,54.21,48.25,57.36,75.29,47.39,54.04,58.44,49.33,51.69,51.34
1932-02,75.26,60.87,82.12,77.07,64.53,65.65,53.71,41.11,54.24,35.21,69.70,66.84,68.85,48.04,55.54,86.80,67.26,72.07,80.62,90.38,72.91,98.58,67.24,71.85,64.25,53.96,48.07,81.41,70.89,86.43,83.73,51.86,64.36,91.19,55.76,41.45,71.94
1932-03,115.38,130.56,152.75,141.71,139.39,137.74,48.75,72.40,120.50,56.19,138.16,88.45,64.74,120.04,103.96,82.20,75.03,75.77,105.29,146.57,134.15,167.92,80.40,142.81,92.38,126.55,105.69,151.86,135.90,98.90,133.64,100.73,148.23,107.32,127.79,120.80,151.59
1932-04,147.61,123.15,158.81,144.91,127.25,123.93,112.20,107.14,112.11,99.90,123.80,124.79,123.74,111.70,112.44,152.13,110.12,140.81,178.17,170.64,135.08,149.44,109.54,122.63,126.24,112.68,110.57,132.95,121.89,153.33,136.69,103.14,131.40,160.93,114.36,114.17,139.40
1932-05,131.27,117.03,120.33,126.11,112.23,117.71,84.72,87.26,93.49,86.13,106.82,102.60,112.21,113.70,91.54,118.38,111.92,100.63,111.58,167.84,124.19,145.40,110.25,114.24,101.66,96.10,80.85,130.69,116.79,125.80,122.72,83.00,117.59,138.63,97.25,97.24,106.26
1932-06,242.49,211.16,258.01,197.02,212.99,194.15,158.46,173.00,204.96,166.38,182.81,177.16,196.97,196.85,204.23,199.15,197.51,175.21,179.81,276.91,189.90,229.07,196.51,231.89,161.21,169.94,191.37,228.37,215.76,242.08,195.36,192.73,214.59,253.82,172.52,195.83,220.15
1932-07,145.93,129.76,133.62,163.28,136.86,139.56,89.72,107.25,121.47,98.81,139.64,111.14,109.67,142.51,116.63,116.86,94.07,114.87,145.36,164.43,150.75,186.60,95.97,131.23,114.65,117.74,109.57,152.21,139.06,124.01,158.69,111.71,148.82,136.05,119.83,126.88,126.00
1932-08,159.72,187.36,169.70,169.01,192.32,190.91,94.34,141.98,156.91,129.62,160.67,135.25,117.54,193.10,144.13,109.83,115.73,108.11,145.61,182.27,169.30,221.53,121.83,186.20,124.48,170.47,150.94,187.77,185.49,142.58,164.36,137.28,204.66,145.53,172.34,166.14,170.66
1932-09,134.26,101.56,116.97,121.37,101.55,120.87,86.55,120.93,119.77,102.27,125.40,140.74,89.71,99.35,123.72,109.93,100.50,115.42,148.71,100.31,115.04,112.72,107.04,103.37,143.09,118.77,124.50,109.16,104.00,121.82,152.21,115.05,105.52,128.78,120.55,121.22,110.16
1932-10,88.66,101.84,91.32,72.86,111.32,87.78,52.99,72.80,88.50,57.69,75.33,78.04,54.80,88.90,74.16,85.89,64.69,75.15,89.68,124.31,71.47,105.65,69.35,110.04,67.55,90.76,79.04,115.80,106.85,90.09,94.52,70.34,115.69,92.75,90.71,95.33,125.79
1932-11,39.60,35.92,53.97,43.14,33.23,42.22,25.53,23.92,49.95,17.52,41.66,29.34,35.70,26.80,40.09,40.38,26.32,41.82,58.89,51.69,44.85,51.62,28.20,49.09,29.25,44.81,39.23,49.25,45.94,34.51,38.10,40.49,37.01,37.40,44.77,52.82,38.34
1932-12,49.69,47.29,43.31,55.92,53.98,52.65,32.00,32.21,46.91,24.51,60.25,34.90,40.08,34.97,45.07,39.57,34.32,34.79,38.21,39.91,54.09,70.71,36.10,55.75,27.92,54.99,48.31,63.36,53.73,48.89,58.97,41.87,52.01,49.50,55.44,47.83,42.84
1933-01,64.36,48.04,97.06,68.36,53.00,65.77,27.40,33.83,81.84,21.73,65.97,32.84,46.37,36.85,71.19,52.60,32.25,42.68,63.92,81.80,71.79,65.89,34.65,73.77,29.00,67.23,69.71,64.91,60.44,53.75,52.09,67.65,54.84,58.95,68.32,78.11,78.83
1933-02,96.65,83.30,85.94,83.69,82.69,92.73,52.76,69.36,89.02,54.39,80.31,68.23,60.46,70.58,85.99,74.20,64.72,63.67,72.12,83.58,80.77,85.16,66.28,88.31,50.79,91.48,87.61,88.93,81.85,81.44,86.74,79.75,83.30,87.73,92.61,91.86,88.12
1933-03,145.09,182.15,158.21,198.79,191.87,185.14,95.49,127.62,155.04,104.47,179.92,141.68,109.32,170.41,144.88,140.89,107.66,131.77,168.45,173.02,190.44,200.48,116.50,189.43,137.05,177.14,148.73,201.18,181.86,141.95,181.41,134.73,190.36,147.13,179.21,162.27,175.95
1933-04,147.81,156.97,158.98,162.86,164.93,156.92,78.85,111.47,144.58,98.51,153.47,107.51,98.15,151.34,141.77,95.99,86.19,95.97,124.44,165.00,156.69,202.90,87.20,175.44,113.47,145.72,145.69,190.44,175.14,121.90,142.23,135.53,173.15,131.62,147.31,146.16,166.31
1933-05,166.72,170.94,192.07,192.09,178.45,160.06,109.77,123.38,141.92,118.07,160.34,121.22,136.48,164.74,138.56,134.31,116.61,106.77,128.44,215.88,188.16,197.27,114.95,184.06,106.32,138.68,140.36,197.97,180.87,159.41,162.89,129.67,177.63,170.69,140.20,150.38,175.22
1933-06,215.39,244.54,240.32,228.80,257.57,235.61,177.11,204.73,187.29,188.49,239.80,236.84,200.34,243.86,189.88,217.00,193.57,205.82,235.77,236.97,235.24,271.63,194.95,237.51,220.37,222.16,197.72,255.01,236.62,229.28,262.98,171.73,249.91,232.68,223.98,197.07,210.23
1933-07,224.67,243.87,230.13,239.71,261.91,236.57,148.02,195.13,212.96,177.28,247.14,217.83,157.61,225.74,202.17,175.31,162.73,176.26,208.57,231.54,248.16,257.10,167.36,259.95,192.96,230.76,217.13,274.81,256.45,194.48,248.26,189.15,253.96,199.58,232.79,230.20,209.62
1933-08,193.80,241.18,199.33,238.65,244.90,243.64,143.43,202.77,219.77,180.86,239.02,208.72,146.89,247.07,194.62,162.48,155.83,168.36,211.32,225.77,241.16,278.50,164.30,248.32,190.13,230.26,210.58,268.05,254.73,196.05,240.82,189.89,248.28,194.14,231.50,237.39,225.43
1933-09,186.87,183.93,154.52,180.21,187.02,182.52,110.79,159.00,163.52,145.49,173.83,155.35,152.67,184.05,162.17,154.66,159.53,125.36,120.73,193.69,178.60,207.19,167.61,177.14,148.36,171.40,165.53,196.31,181.60,202.83,191.69,148.95,182.65,209.40,173.56,163.92,154.85
1933-10,89.39,99.22,98.55,94.79,109.75,101.50,51.56,65.13,80.65,53.39,83.65,72.29,57.44,97.44,74.90,83.35,68.21,68.91,90.11,93.13,96.90,121.92,72.82,102.68,73.38,87.18,79.50,118.40,106.55,94.29,95.11,69.20,108.78,96.31,88.52,82.78,104.04
1933-11,55.59,50.21,88.43,36.79,58.53,45.16,32.12,38.13,57.27,27.21,45.45,38.94,49.40,36.95,41.89,46.33,44.02,40.07,51.86,64.84,41.35,66.61,46.77,81.89,40.43,43.72,44.92,86.48,75.22,68.60,49.83,42.07,60.33,68.74,43.89,51.77,87.57
1933-12,31.89,29.72,62.24,45.03,30.68,40.64,21.09,18.08,41.29,13.25,50.23,22.20,40.77,24.26,31.64,27.00,30.43,24.38,23.63,58.84,42.54,61.93,31.36,54.76,22.46,45.05,30.77,58.07,50.61,42.03,45.97,32.96,33.39,42.90,45.01,35.84,55.77
1934-01,68.74,47.71,63.81,66.11,55.66,55.47,34.81,39.95,56.34,29.43,57.17,49.99,36.23,32.04,61.35,52.25,43.75,47.67,66.82,62.06,70.35,61.48,48.78,68.77,49.46,58.87,60.65,68.30,58.14,63.56,62.18,52.10,53.88,67.20,59.64,56.63,63.64
1934-02,69.30,86.97,99.91,129.42,96.14,100.86,54.83,64.37,103.08,42.06,102.11,103.48,58.81,69.16,90.36,73.10,57.12,74.64,99.17,108.86,121.68,93.27,60.15,100.85,103.44,102.85,87.74,105.81,96.25,64.31,95.63,93.98,96.13,66.94,104.79,99.97,120.49
1934-03,99.89,110.21,123.57,127.60,123.86,117.41,56.33,75.83,106.04,61.17,121.68,84.92,69.99,94.18,96.43,96.61,65.12,85.01,118.02,112.46,126.58,141.57,69.36,122.90,86.54,121.57,102.37,131.65,117.56,92.68,126.41,91.60,124.23,101.05,122.57,110.16,121.15
1934-04,159.29,129.85,156.59,122.44,139.06,121.91,77.80,107.45,122.29,101.49,110.43,114.43,106.75,115.20,124.76,106.97,116.26,97.29,118.11,141.60,123.73,151.73,116.04,130.54,112.86,123.05,124.55,145.53,138.76,154.05,125.20,114.08,134.58,164.40,123.91,122.00,123.35
1934-05,160.96,204.59,214.20,205.31,220.31,212.18,126.14,151.66,183.62,134.70,190.71,180.97,142.51,202.48,157.07,148.64,140.30,150.75,185.27,253.76,201.94,246.79,142.98,234.89,165.68,209.69,166.52,253.03,228.67,148.83,189.28,155.16,221.77,159.75,210.62,189.29,233.77
1934-06,230.55,199.75,250.37,196.16,212.14,193.68,153.79,170.14,195.44,160.17,186.69,178.46,189.94,200.04,195.17,188.74,177.12,159.25,150.59,243.59,201.52,231.47,175.61,226.78,168.67,180.48,194.00,228.07,209.98,223.81,182.51,181.38,208.83,236.07,181.84,198.09,212.25
1934-07,256.63,278.32,272.40,272.94,292.49,265.20,176.02,230.25,240.35,211.04,273.31,256.42,196.44,272.33,221.29,228.22,204.85,195.94,220.63,268.25,275.05,298.88,209.66,291.26,240.62,258.04,231.49,310.48,286.97,245.71,281.44,203.98,286.19,253.47,260.33,252.12,259.84
