VEG_SPEC,DESC_LATIN,DESC_ABBR,ALTERNAME,VERSION_DATE,BRC_CONCEPT,BRC_NAME,GROWTH_STAGE
3670,Iberis umbellata,,,36587,,,
3568,Galium fleurotii,,,36587,,,
3569,Galium x pomeranicum,,,36587,,,
3570,Galium spurium,,,36587,,,
3573,Gaultheria shallon,,,36587,Vas_890,Gaultheria shallon,
3574,Geranium macrorrhizum,,,36587,,,
3576,Geranium purpureum,,,36587,,,
3579,Glaucium corniculatum,,,36587,,,
3581,Gunnera tinctoria,,,36587,,,
3582,Hebe salicifolia,,,36587,,,
3586,Hieracium acuminatum (arg),,,36587,,,
3587,Hieracium alatum group,,,36587,,,
3589,Hieracium reticulatum (inu),,,36587,,,
3592,Hieracium argillaceum group,,,36587,,,
3593,Hieracium atratum group,,,36587,,,
3594,Hieracium aurantiacum (pil),,,36587,,,
3597,Hieracium rohacsense group,,,36587,,,
3599,Hieracium calenduliflorum (nig),,,36587,,,
3600,Hieracium callistophyllum (roh),,,36587,,,
3602,Hieracium carpathicum (car),,,36587,,,
3604,Hieracium crocatum group,,,36587,,,
3605,Hieracium dewarii (car),,,36587,,,
3607,Hieracium diaphanum group,,,36587,,,
3608,Hieracium diaphanum (dia),,,36587,,,
3609,Hieracium dovrense group,,,36587,,,
3610,Hieracium epimedium group,,,36587,,,
3612,Hieracium glaucinum group,,,36587,,,
3613,Hieracium grandidens (mur),,,36587,,,
3614,Hieracium hanburyi (nig),,,36587,,,
3615,Gyalecta truncigena,,,36587,,,
3617,Hieracium integratum (mur),,,36587,,,
3618,Hieracium inuloides group,,,36587,,,
3619,Hieracium flagellare,,,36587,,,
3620,Hieracium iricum (ala),,,36587,,,
3507,Damasonium alisma,,,36587,,,
3508,Dianthus armeria,,,36587,,,
3509,Dianthus barbatus,,,36587,,,
3511,Diapensia lapponica,,,36587,,,
3513,Digitaria ischaemum,,,36587,,,
3518,Dryopteris cristata,,,36587,,,
3519,Ecballium elaterium,,,36587,,,
3521,Egeria densa,,,36587,,,
3524,Elodea ernstiae,,,36587,,,
3526,Epipactis leptochila,,,36587,,,
3527,Epipogium aphyllum,,,36587,,,
3529,Erica ciliaris,,,36587,,,
3532,Erigeron karvinskianus,,,36587,,,
3534,Eruca vesicaria,,,36587,,,
3537,Eryngium campestre,,,36587,,,
3538,Escallonia macrantha,,,36587,,,
3540,Euphorbia corallioides,,,36587,,,
3543,Euphorbia serrulata,,,36587,,,
3544,Euphorbia villosa,,,36587,,,
3546,Euphrasia ostenfeldii,,,36587,,,
3547,Euphrasia rivularis,,,36587,Vas_803,Euphrasia rivularis,
3549,Euphrasia vigursii,,,36587,,,
3550,Falcaria vulgaris,,,36587,,,
3551,Festuca guestfalica,,,36587,,,
3552,Festuca heterophylla,,,36587,,,
3555,Festuca nigrescens,,,36587,,,
3556,Festuca trachyphylla,,,36587,,,
3557,Festulolium braunii,,,36587,,,
3558,Filago lutescens,,,36587,,,
3559,Filago vulgaris,,,36587,,,
3561,Fumaria martinii,,,36587,,,
3563,Galega officinalis,,,36587,Vas_861,Galega officinalis,
3564,Galeopsis segetum,,,36587,,,
3565,Galium album,,,36587,,,
3567,Galium palustre ssp elongatum,,,36587,,,
3446,Camelina macrocarpa,,,36587,,,
3448,Camelina sativa,,,36587,,,
3449,Campanula medium,,,36587,,,
3452,Cardamine bulbifera,,,36587,,,
3454,Carex buxbaumii,,,36587,,,
3456,Carex depauperata,,,36587,,,
3459,Gyalecta flotowii,,,36587,,,
3460,Carex recta,,,36587,,,
3462,Centaurea nigra ssp nemoralis,,,36587,,,
3465,Centaurium scilloides,,,36587,,,
3467,Cephalanthera rubra,,,36587,,,
3468,Cerastium brachypetalum,,,36587,,,
3470,Chenopodium botryodes,,,36587,,,
3473,Chenopodium opulifolium,,,36587,,,
3474,Chenopodium suecicum,,,36587,,,
3476,Cicendia filiformis,,,36587,,,
3481,Conringia orientalis,,,36587,,,
3482,Consolida orientalis,,,36587,,,
3484,Cornus mas,,,36587,,,
3485,Cornus sericea,,,36587,,,
3487,Cortaderia selloana,,,36587,,,
3489,Corydalis solida,,,36587,,,
3490,Corylus maxima,,,36587,,,
3492,Gyalecta foveolaris,,,36587,,,
3493,Cotula coronopifolia,,,36587,,,
3494,Crepis foetida,,,36587,,,
3496,Crocus tommasinianus,,,36587,,,
3497,Cryptomeria japonica,,,36587,,,
3499,Dactylorhiza lapponica,,,36587,,,
3500,Cuscuta campestris,,,36587,,,
3501,Cuscuta europaea,,,36587,,,
3503,Cymbalaria pallida,,,36587,Vas_593,Cymbalaria pallida,
3504,Cyperus fuscus,,,36587,,,
3505,Cyperus longus,,,36587,,,
3384,Angelica archangelica,,,36587,,,
3385,Anthemis tinctoria,,,36587,Vas_120,Anthemis tinctoria,
3387,Anthriscus cerefolium,,,36587,,,
3390,Arabis alpina,,,36587,,,
3391,Arabis scabra,,,36587,,,
3393,Arctium tomentosum,,,36587,,,
3395,Armeria pseudarmeria,,,36587,,,
3398,Artemisia verlotiorum,,,36587,,,
3399,Arum italicum,,,36587,,,
3402,Arundinaria japonica,,,36587,,,
3404,Arundinaria vagans,,,36587,,,
3406,Asperula cynanchica ssp occidentalis,,,36587,,,
3407,Aster laevis,,,36587,,,
3411,Aster x salignus,,,36587,,,
3412,Aster schreberi,,,36587,,,
3414,Astrantia major,,,36587,,,
3417,Aubrieta deltoidea,,,36587,,,
3419,Berteroa incana,,,36587,,,
3420,Bidens frondosa,,,36587,,,
3422,Bilderdykia dumetorum,,,36587,,,
3423,Borago officinalis,,,36587,,,
3425,Briza maxima,,,36587,,,
3426,Briza minor,,,36587,,,
3427,Bromus carinatus,,,36587,,,
3429,Bromus madritensis,,,36587,,,
3430,Bromus pseudosecalinus,,,36587,Vas_2382,Bromus pseudosecalinus,
3431,Bromus tectorum,,,36587,,,
3433,Bunias erucago,,,36587,,,
3434,Bupleurum baldense,,,36587,,,
3435,Bupleurum falcatum,,,36587,,,
3437,Bupleurum lancifolium,,,36587,,,
3438,Bupleurum rotundifolium,,,36587,,,
3439,Bupleurum tenuissimum,,,36587,,,
3440,Calendula officinalis,,,36587,,,
3442,Calla palustris,,,36587,,,
3443,Callitriche brutia,,,36587,,,
3324,Betula pubescens odorata,,,36587,Vas_240.1,Betula pubescens subsp. tortuosa,
3327,Nymphaea alba ssp.occidentalis,,,36587,,,
3328,Eriocaulon aquaticum,,,36587,,,
3330,Carex microglochin,,,36587,,,
3331,Carex montana,,,36587,,,
3333,Cotoneaster sp.,,,36587,,,
3335,Dianthus gratianopolitanus,,,36587,,,
3337,Collema occultatum,,,36587,,,
3340,Minuartia stricta,,,36587,,,
3341,Collema parvum,,,36587,,,
3343,Dermatocarpon intestiniforme,,,36587,,,
3344,Salix caprea x phyllicifolia,,,36587,,,
3346,Salix lapponum x reticulata,,,36587,,,
3350,Thuidium sp.,,,36587,Bry_1252,Thuidium,
3351,Dermatocarpon meiophyllizum,,,36587,,,
3353,Toninia caeruleonigricans,,,36587,,,
3357,Sonchus sp.,,,36587,Vas_4560,Sonchus,
3360,Hieracium holosericeum (alp),,,36587,,,
3361,Diploschistes gypsaceus,,,36587,,,
3363,Diploschistes muscorum,,,36587,Fun_8373,Diploschistes muscorum,
3364,Grass sp.,,,36587,Vas_21259,Poaceae,
3366,Abies grandis,,,36587,Vas_2396,Abies grandis,
3368,Acacia melanoxylon,,,36587,,,
3369,Acacia retinodes,,,36587,,,
3370,Agapanthus praecox,,,36587,,,
3372,Ailanthus altissima,,,36587,,,
3373,Alcea rosea,,,36587,,,
3374,Alisma gramineum,,,36587,,,
3376,Fulgensia bracteata,,,36587,,,
3377,Alnus incana,,,36587,Vas_78,Alnus incana,
3379,Amaranthus blitoides,,,36587,,,
3380,Amaranthus retroflexus,,,36587,,,
3381,Amelanchier grandiflora,,,36587,,,
3268,Ephemerum serratum var. minutissimum,,,36587,,,
3271,Heterocladium heteropterum var flaccidum,,,36587,,,
3272,Hypnum cupressiforme var cupressiforme,,,36587,Bry_351.1,Hypnum cupressiforme var. cupressiforme,
3274,Hypnum mammilatum,,,36587,Bry_351.5,Hypnum andoi,
3275,Herzogiella seligeri,,,36587,,,
3278,Orthotrichum sp.,,,36587,,,
3279,Physcomitrium eurystomum,,,36587,,,
3281,Euphrasia cambrica,,,36587,,,
3284,Tortula vahliana,,,36587,,,
3285,Turf fucoids,,,36587,,,
3289,Dumortiera hirsuta,,,36587,,,
3290,Fossombronia husnottii,,,36587,,,
3292,Lophocolea sp,,,36587,Bry_1308,Lophocolea,
3293,Thrombium epigaeum,,,36587,,,
3295,Collema subflaccidum,,,36587,,,
3297,Leptogium britannicum,,,36587,,,
3299,Leptogium tenuissimum,,,36587,,,
3300,Leptogium turgidum,,,36587,,,
3302,Peltigera membranacea,,,36587,Fun_8786,Peltigera membranacea,
3303,Physcia semipinnata,,,36587,,,
3304,Squamarina lentigera,,,36587,,,
3306,Usnea sp.,,,36587,,,
3307,Bunium bulbocastanum,,,36587,,,
3308,Leiocolea rutheana,,,36587,,,
3310,Hypericum undulatum,,,36587,,,
3311,Populus nigra cultivar (c),,,36587,,,
3312,Ranunculus section Batrachium,,,36587,,,
3314,Senecio sp.,,,36587,Vas_4588,Senecio,
3315,Vicia sepium/sativa,,,36587,,,
3317,Collema glebulentum,,,36587,,,
3318,Pinus contorta (c),,,36587,,,
3321,Hypnum cupressiforme var tectorum,,,36587,,,
3322,Caltha palustris minor,,,36587,,,
3323,Gyalecta jenensis,,,36587,,,
3209,Potentilla recta,,,36587,,,
3211,Primula elatior,,,36587,,,
3212,Primula elatior x vulgaris,,,36587,,,
3214,Pseudotsuga menziesii (g),,,36587,Vas_1618,Pseudotsuga menziesii,(g)
3217,Rhinanthus sp,,,36587,Vas_5193,Rhinanthus,
3218,Ribes rubrum (g),,,36587,Vas_1696,Ribes rubrum,(g)
3220,Collema dichotomum,,,36587,,,
3223,Rumex palustris,,,36587,,,
3225,Arthrocnemum perenne,,,36587,,,
3227,Salvia pratensis,,,36587,,,
3229,Sanguisorba major,,,36587,,,
3231,Scleranthus perennis,,,36587,,,
3233,Sequoia sempervirens,,,36587,Vas_2417,Sequoia sempervirens,
3235,Silene conica,,,36587,,,
3237,Sisyrinchium bermudiana,,,36587,,,
3240,Euphrasia rhumica,,,36587,,,
3242,Legousia hybrida,,,36587,,,
3243,Symphytum sp.,,,36587,,,
3244,Tamarix gallica,,,36587,,,
3245,Teucrium chamaedrys,,,36587,,,
3247,Thesium humifusum,thes humif,,36587,Vas_2055,Thesium humifusum,
3248,Thymus pulegioides,,,36587,Vas_2061,Thymus pulegioides,
3249,Thymus serpyllum,,,36587,,,
3251,Trifolium incarnatum molinerii,,,36587,,,
3252,Trifolium ochroleucon,,,36587,,,
3254,Ulmus minor (c),,,36587,,,
3256,Ulmus sp. (c),,,36587,,,
3257,Ulmus sp.(s),,,36587,,,
3258,Valerianella rimosa,,,36587,,,
3259,Veronica verna,,,36587,,,
3260,Vicia tenuissima,,,36587,,,
3262,Vulpia ciliata ambigua,,,36587,,,
3263,Algal mat,,,36587,Alg_2335,Algae(group not known),mat
3265,Bryum argenteum var. lanatum,,,36587,,,
3267,Entodon orthocarpus,,,36587,,,
3143,Fritillaria meleagris,,,36587,,,
3144,Fumaria parviflora,,,36587,,,
3147,Galium tricornutum,,,36587,,,
3149,Gentianella anglica,,,36587,,,
3150,Gentianella germanica,,,36587,,,
3153,Herminium monorchis,,,36587,,,
3155,Hieracium exotericum (mur),,,36587,,,
3156,Hieracium argillaceum (arg),,,36587,,,
3158,Cetraria juniperina,,,36587,,,
3161,Iberis amara,,,36587,,,
3162,Isoetes histrix,,,36587,,,
3164,Kickxia spuria,,,36587,,,
3166,Larix sp.(c),,,36587,,,
3169,Lathyrus aphaca,,,36587,,,
3171,Lathyrus nissolia,,,36587,,,
3174,Leucojum aestivum,,,36587,,,
3176,Epipactis phyllanthes,,,36587,,,
3179,Malus domestica,,,36587,,,
3180,Matricaria perforata,,,36587,,,
3182,Medicago sativa ssp varia,,,36587,,,
3183,Mibora minima,,,36587,,,
3184,Moenchia erecta,,,36587,,,
3185,Muscari neglectum,,,36587,,,
3186,Mycelis tinctoria,,,36587,,,
3188,Nitella apaca,,,36587,,,
3189,Oenanthe fluviatilis,,,36587,,,
3191,Ophrys sphegodes,,,36587,,,
3192,Dactylorhiza sp.,,,36587,Vas_4528,Dactylorhiza,
3193,Dactylorhiza hybrids,,,36587,,,
3195,Orchis simia,,,36587,,,
3196,Orchis purpurea,,,36587,,,
3197,Papaver hybridum,,,36587,,,
3199,Phleum phleoides,,,36587,,,
3201,Picea abies (s),,,36587,Vas_1470,Picea abies,(s)
3204,Pinus nigra (s),pinu nigra (s),,36587,Vas_1482,Pinus nigra,(s)
3205,Polygala calcarea,polyga calca,,36587,Vas_1512,Polygala calcarea,
3082,Pottia sp,,,36587,,,
3085,Trifolium occidentale,,,36587,,,
3086,Parmelia loxodes,,,36587,,,
3088,Fissidens sp,,,36587,Bry_1147,Fissidens,
3090,Frullania sp,,,36587,Bry_1290,Frullania,
3093,Lobelia urens,,,36587,,,
3095,Pinus contorta (g),,,36587,,,
3098,Solidago canadensis,,,36587,Vas_2251,Solidago canadensis,
3100,Physconia enteroxantha,,,36587,,,
3102,Carpobrotus edulis,,,36587,,,
3105,Cerastium pumilum,,,36587,,,
3106,Trifolium squamosum,,,36587,,,
3108,Poa bulbosa,,,36587,,,
3110,Lotus subbiflorus subbiflorus,,,36587,,,
3113,Trifolium repens/pratense,,,36587,,,
3115,Aster sp,,,36587,,,
3118,Polyblastia theleodes,,,36587,,,
3119,Catapyrenium waltheri,,,36587,,,
3120,Rubus dasyphyllus (app),,,36587,,,
3121,Rubus eboracensis,,,36587,,,
3123,Seligeria oelandica,,,36587,,,
3124,Fossombronia crozalsii,,,36587,Bry_756,Fossombronia mittenii,
3125,Orobanche cernua,,,36587,,,
3126,Funaria sp,,,36587,,,
3127,Hieracium sabaudum (sab),,,36587,,,
3129,Placynthiella uliginosa,,,36587,Fun_8871,Placynthiella uliginosa,
3131,Salix purpurea (g),,,36587,Vas_1801,Salix purpurea,(g)
3133,Consolida ambigua,,,36587,,,
3134,Dryopteris carthusiana x dilitata,,,36587,,,
3135,Dryopteris dilatata x filix-mas,,,36587,,,
3136,Epilobium lanceolatum,,,36587,,,
3138,Euonymus europaeus (g),,,36587,Vas_762,Euonymus europaeus,(g)
3139,Euphrasia marshallii,,,36587,,,
3141,Euphrasia rotundifolia,,,36587,,,
3024,Juncus cf. acutiflorus,,,36587,,,
3025,Juncus cf. articulatus x acutiflorus,,,36587,,,
3026,Lepraria incana,,,36587,,,
3029,Ochrolechia frigida,,,36587,Fun_8716,Ochrolechia frigida,
3030,Ochrolechia tartarea,,,36587,,,
3032,Parmelia cf. saxatilis,,,36587,,,
3035,Pellia cf. neesiana,,,36587,,,
3037,Polypodium vulgare agg,,,36587,,,
3040,Cupressus macrocarpa,,,36587,,,
3043,Scapania cf. irrigua,,,36587,,,
3044,Thamnolia vermicularis,,,36587,Fun_9111,Thamnolia vermicularis,
3046,Brachythecium sp,brachyth sp,,36587,Bry_1103,Brachythecium,
3047,Picea sitchensis (g),,,36587,Vas_2401,Picea sitchensis,(g)
3051,Chamaemelum nobile,,,36587,,,
3053,Suaeda vera,,,36587,,,
3054,Rumex rupestris,,,36587,,,
3057,Polycarpon tetraphyllum,,,36587,,,
3058,Trifolium suffocatum,,,36587,,,
3060,Scrophularia scorodonia,,,36587,,,
3061,Squamarina cartilaginea,,,36587,,,
3062,Viola kitaibeliana,,,36587,,,
3064,Mylia sp,,,36587,,,
3065,Weissia sp,weis sp,,36587,Bry_1260,Weissia,
3067,Fulgensia fulgens,,,36587,,,
3068,Bacidia bagliettoana,,,36587,Fun_9408,Bacidia bagliettoana,
3069,Pertusaria albescens,,,36587,,,
3071,Catapyrenium squamulosum,,,36587,,,
3072,Psora decipiens,,,36587,,,
3073,Linaria arenaria,,,36587,,,
3075,Corynephorus canescens,,,36587,,,
3076,Lathyrus japonicus,,,36587,,,
3078,Trifolium subterraneum,,,36587,,,
3080,Bromus hordeaceus ferronii,,,36587,,,
2966,Salix pentandra (s),,,36587,,,
2967,Salix viminalis (s),,,36587,Vas_1805,Salix viminalis,(s)
2971,Senecio integrifolius,,,36587,,,
2972,Sphagnum auriculatum var inundatum,,,36587,Bry_578.3,Sphagnum inundatum,
2976,Sorbus arranensis,,,36587,,,
2977,Sorbus intermedia,,,36587,,,
2979,Sphenolobus sp,,,36587,,,
2982,Taraxacum officinale agg.,tara offic,,36587,Vas_5454,Taraxacum sect. Ruderalia,
2984,Tilia cordata (s),,,36587,,,
2985,Tilia platyphyllos (c),,,36587,Vas_2064,Tilia platyphyllos,(c)
2987,Torilis arvensis,,,36587,,,
2991,Ulex minor,,,36587,,,
2993,Ulmus procera (g),,,36587,Vas_2122,Ulmus procera,(g)
2994,Ulota hutchinsiae,,,36587,,,
2997,Viburnum lantana (s),,,36587,Vas_2184,Viburnum lantana,(s)
2999,Viola seedling/sp,,,36587,Vas_4565,Viola,seedling
3000,Viola tricolor curtisii,,,36587,,,
3002,Neckera sp,,,36587,,,
3003,Parapholis incurva,,,36587,,,
3004,Baeomyces rufus,,,36587,,,
3006,Calypogeia cf. trichomanis,,,36587,,,
3007,Cladonia chlorophaea agg,,,36587,Fun_7407,Cladonia chlorophaea agg.,
3008,Cladonia cf. coccifera,,,36587,,,
3010,Cladonia cf. polydactyla,,,36587,,,
3011,Cladonia cf. subcervicornis,,,36587,,,
3012,Cladonia squamosa var allosquamosa,,,36587,,,
3013,Coriscium viride,,,36587,Fun_9744,Lichenomphalia hudsoniana,
3014,Euphrasia cf. confusa hybrid,,,36587,,,
3016,Frullania cf. microphylla,,,36587,,,
3017,Hieracium anglicum (ala),,,36587,,,
3018,Hieracium caledonicum,,,36587,,,
3020,Hieracium hypochoeroides (hyp),,,36587,,,
3021,Hypnum cupressiforme var laciniatum,,,36587,,,
3022,Icmadophila ericetorum,,,36587,,,
2905,Catapyrenium daedaleum,,,36587,,,
2908,Neotinia maculata,,,36587,,,
2910,Oenanthe pimpinelloides,,,36587,,,
2911,Oenanthe silaifolia,,,36587,,,
2914,Oxytropis campestris,,,36587,,,
2916,Parmelia laciniatula,,,36587,,,
2917,Pellia sp,,,36587,Bry_1323,Pellia,
2921,Pinus pinaster,,,36587,,,
2923,Plagiothecium sp,,,36587,Bry_1206,Plagiothecium,
2924,Pohlia sp,,,36587,Bry_1213,Pohlia,
2927,Pohlia lescuriana,,,36587,,,
2929,Polygonum arenastrum,,,36587,Vas_1520,Polygonum arenastrum,
2930,Polytrichum sp,,,36587,Bry_1214,Polytrichum,
2932,Populus canescens (s),,,36587,,,
2934,Potentilla erecta x reptans,,,36587,,,
2935,Prunus domestica (g),,,36587,,,
2938,Ptilidium sp,,,36587,,,
2940,Ranunculus ophioglossifolius,,,36587,,,
2941,Ranunculus penicillatus,,,36587,,,
2942,Racomitrium sp,,,36587,Bry_1226,Racomitrium,
2944,Rhinanthus minor borealis,,,36587,Vas_1676,Rhinanthus minor subsp. borealis,
2945,Rhinanthus minor var stenophyllus,,,36587,,,
2947,Riccia sp,,,36587,Bry_1335,Riccia,
2948,Rorippa austriaca,,,36587,,,
2950,Rosa canina (s),,,36587,Vas_1708,Rosa canina,
2951,Rosa caesia,,,36587,,,
2952,Rosa corymbifera,,,36587,,,
2953,Rosa micrantha,,,36587,Vas_1712,Rosa micrantha,
2955,Rosa sherardii,,,36587,,,
2956,Rosa stylosa,,,36587,,,
2959,Rubus seedling,,,36587,,,
2960,Rubus saxatilis (g),,,36587,,,
2962,Salicornia agg,,,36587,,,
2963,Salix atrocinerea x aurita (s),,,36587,Vas_2335,Salix aurita x cinerea (S. x multinervis),(s)
2842,Fumaria vaillantii,,,36587,,,
2844,Galium pumilum,,,36587,Vas_883.1,Galium pumilum,
2846,Gentianella amarella septentrionalis,,,36587,,,
2848,Grimmia sp,,,36587,,,
2851,Utricularia ochroleuca,,,36587,,,
2852,Hieracium peleteranum (pil),,,36587,Vas_3144,Pilosella peleteriana,
2854,Hordeum vulgare,,,36587,,,
2858,Utricularia stygia,,,36587,,,
2859,Koenigia islandica,,,36587,,,
2862,Larix kaempferi (c),,,36587,Vas_2302,Larix kaempferi,(c)
2864,Larix eurolepis (c),,,36587,Vas_2303,Larix decidua x kaempferi (L. x marschlinsii),(c)
2867,Leptogium sp,,,36587,,,
2869,Limosella aquatica,,,36587,,,
2872,Luzula campestris/multiflora,,,36587,Vas_23636,Luzula campestris/multiflora,
2874,Marsupella sp,,,36587,Bry_1313,Marsupella,
2875,Cynoglossum germanicum,,,36587,,,
2876,Medicago sativa falcata,,,36587,,,
2877,Mentha pulegium,,,36587,,,
2878,Metzgeria temperata,,,36587,,,
2880,Mnium sp,,,36587,Bry_1183,Mnium,
2881,Limonium binervosum ss,,,36587,,,
2882,Limonium procerum,,,36587,,,
2884,Limonium parvum,,,36587,,,
2885,Limonium loganicum,,,36587,,,
2886,Limonium dodartiforme,,,36587,,,
2888,Bryoria furcellata,,,36587,,,
2889,Bryoria nadvornikiana,,,36587,,,
2891,Cladonia ramulosa,,,36587,,,
2892,Cladonia symphycarpa,,,36587,,,
2893,Cladonia firma,,,36587,,,
2895,Cladonia maxima,,,36587,,,
2896,Hypogymnia intestiniformis,,,36587,,,
2897,Usnea glabrata,,,36587,,,
2900,Usnea subscabrosa,,,36587,,,
2901,Usnea wirthii,,,36587,,,
2904,Catapyrenium boccanum,,,36587,,,
2779,Euphrasia tetraquetra,,,36587,,,
2780,Ammocalamagrostis baltica,,,36587,,,
2784,Elymus farctus x pycnanthus,,,36587,,,
2785,Alchemilla vulgaris agg.,,,36587,,,
2787,Amaranthus albus,,,36587,,,
2789,Riccardia/Aneura sp,,,36587,,,
2793,Artemisia norvegica,,,36587,,,
2795,Aster novi-belgii,,,36587,,,
2796,Athyrium flexile,,,36587,,,
2799,Azolla filiculoides,,,36587,,,
2800,Barbula sp,,,36587,Bry_1098,Barbula,
2803,Brassica sp,,,36587,,,
2805,Spergularia bocconii,,,36587,,,
2807,Bryum sp,,,36587,Bry_1106,Bryum,
2810,Bryum ruderale,,,36587,,,
2811,Bryum tenuisetum,,,36587,,,
2813,Callitriche truncata,,,36587,,,
2814,Calypogeia sp,,,36587,Bry_1275,Calypogeia,
2815,Campylium sp,,,36587,,,
2816,Carex flava agg,,,36587,,,
2818,Castanea sativa (g),,,36587,Vas_432,Castanea sativa,(g)
2819,Cephalozia sp,,,36587,,,
2820,Cetraria delisei,,,36587,,,
2822,Cirsium sp,,,36587,Vas_4807,Cirsium,
2823,Cladonia carneola,,,36587,Fun_7700,Cladonia carneola,
2824,Cladonia cervicornis,,,36587,Fun_7702,Cladonia cervicornis,
2825,Cladonia humilis,,,36587,,,
2827,Crassula helmsii,,,36587,,,
2828,Dactylorhiza majalis,,,36587,,,
2829,Daphne laureola (g),,,36587,,,
2830,Dicranodontium sp,,,36587,,,
2832,Diplophyllum sp,,,36587,,,
2833,Ditrichum sp,,,36587,,,
2836,Epilobium sp,,,36587,Vas_4530,Epilobium,
2838,Equisetum arvense x palustre,,,36587,,,
2840,Euphorbia amygdaloides,,,36587,Vas_764,Euphorbia amygdaloides,
2841,Festuca longifolia,,,36587,,,
2721,Poa sp,,,36587,Vas_4547,Poa,
2723,Myosotis seedling/sp,,,36587,Vas_4542,Myosotis,seedling
2725,Dichodontium flavescens,,,36587,,,
2728,Sparganium sp,,,36587,,,
2730,Chara sp,,,36587,,,
2731,Enteromorpha sp,,,36587,,,
2736,Ranunculus penicillatus ssp pseudofluita,,,36587,,,
2737,Schoenus ferrugineus,,,36587,,,
2739,Juncus bulbosus fluitans,,,36587,,,
2741,Salix caprea (c),,,36587,Vas_1788,Salix caprea,(c)
2742,Salix cinerea ssp oleifolia(c),,,36587,Vas_1786,Salix cinerea subsp. oleifolia,(c)
2745,Calypogeia trichomanis/muelleriana,,,36587,,,
2747,Vicia seedling/sp,,,36587,Vas_4564,Vicia,seedling
2749,Evernia prunastri,,,36587,,,
2752,Prunus padus (c),,,36587,Vas_1616,Prunus padus,(c)
2754,Rosa canina (g),rosa canin (g),,36587,Vas_1709,Rosa canina s.str.,(g)
2755,Sorbus aria (s),,,36587,,,
2756,Salix phylicifolia (c),,,36587,,,
2759,Picea abies (c),,,36587,Vas_1470,Picea abies,(c)
2760,Rubus fruticosus agg (g),,,36587,Vas_1728,Rubus fruticosus agg.,(g)
2761,Chiloscyphus sp,,,36587,,,
2763,Rubus fruticosus glandulosi (g),,,36587,,,
2764,Rubus idaeus (g),rubu idaeu (g),,36587,Vas_1729,Rubus idaeus,(g)
2765,Arctium lappa,arcti lappa,,36587,Vas_151,Arctium lappa,
2766,Rosa villosa agg. (g),,,36587,,,
2767,Agrostis sp,,,36587,Vas_4579,Agrostis,
2769,Dryopteris borreri x filix-mas,,,36587,,,
2770,Euphrasia anglica,,,36587,,,
2771,Euphrasia arctica,,,36587,,,
2772,Euphrasia confusa,,,36587,Vas_788,Euphrasia confusa,
2774,Euphrasia frigida,,,36587,,,
2777,Euphrasia rostkoviana rostkoviana,,,36587,,,
2663,Bostrychia scorpioides,,,36587,,,
2664,Buxus sempervirens (s),,,36587,,,
2667,Campanula rapunculoides,,,36587,Vas_320,Campanula rapunculoides,
2669,Carex appropinquata,,,36587,,,
2670,Carex divisa,,,36587,,,
2672,Carex filiformis,,,36587,Vas_375,Carex filiformis,
2675,Carex vulpina,,,36587,,,
2676,Carpinus betulus (s),,,36587,,,
2678,Centaurea calcitrapa,,,36587,,,
2679,Centaurium erythraea capitatum,,,36587,,,
2681,Ceratophyllum submersum,,,36587,,,
2684,Chara vulgaris,,,36587,,,
2686,Chenopodium ficifolium,,,36587,,,
2688,Cirsium tuberosum,,,36587,,,
2689,Crassula tillaea,,,36587,,,
2691,Crataegus laevigata x monogyna (s),,,36587,,,
2692,Crepis sp.,,,36587,Vas_4527,Crepis,
2693,Crocus vernus,,,36587,,,
2695,Hypnum jutlandicum,hypn jutla,,36587,Bry_351.2,Hypnum jutlandicum,
2696,Lepidozia sp,,,36587,,,
2697,Parmelia sp,,,36587,Fun_8757,Parmelia,
2699,Salix cinerea ssp oleifolia (s),,,36587,Vas_1786,Salix cinerea subsp. oleifolia,(s)
2700,Sphagnum auriculatum var auriculatum,,,36587,Bry_578.1,Sphagnum denticulatum,
2702,Dryopteris sp,,,36587,Vas_4634,Dryopteris,
2703,Cephaloziella sp,,,36587,Bry_1277,Cephaloziella,
2704,Stellaria seedling/sp,,,36587,Vas_5266,Stellaria,seedling
2705,Alchemilla filicaulis vestita,,,36587,Vas_57,Alchemilla filicaulis subsp. vestita,
2707,Vicia sativa,,,36587,Vas_2516,Vicia sativa,
2708,Callitriche seedling/sp,,,36587,,,
2710,Glyceria seedling/sp,,,36587,,,
2711,Ranunculus peltatus,,,36587,,,
2712,Salix caprea x viminalis (s),,,36587,,,
2714,Cirsium dissectum,,,36587,Vas_516,Cirsium dissectum,
2718,Cochlearia seedling/sp,,,36587,Vas_4812,Cochlearia,seedling
2603,Alnus glutinosa (g),,,36587,Vas_77,Alnus glutinosa,(g)
2605,Betula pubescens (g),betu pubes (g),,36587,Vas_240,Betula pubescens,(g)
2606,Betula pendula (s),,,36587,Vas_239,Betula pendula,(s)
2608,Betula pendula x pubescens (s),,,36587,,,
2611,Crataegus monogyna (g),crata monog (g),,36587,Vas_569,Crataegus monogyna,(g)
2612,Fagus sylvatica (s),,,36587,Vas_810,Fagus sylvatica,(s)
2614,Fraxinus excelsior (s),frax excel (s),,36587,Vas_841,Fraxinus excelsior,(s)
2617,Larix decidua (s),,,36587,Vas_1105,Larix decidua,(s)
