timestamp,2017-09-01 15:06:03
site-id,LIZRD
site-name,The Lizard
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,71.3
parameter-id,COSMOS_VWC_1DAY_WTMN,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN
2017-08-09,51.31422,1.3,9.9,80.0,14.4,12.2,17.5,1008.8,10.9,337.9,4.7,2.10579,16.2,50.5,16.3,46.6
2017-08-10,44.7757,0.1,9.2,78.1,13.9,10.1,17.6,1014.8,11.1,311.4,3.3,2.03872,16.1,34.1,16.2,36.6
2017-08-11,47.63499,1.1,11.5,91.0,14.7,11.2,16.6,1009.7,4.8,260.3,4.1,0.87596,16.1,33.4,16.2,36.4
2017-08-12,48.26948,0.7,10.5,84.5,14.7,10.7,17.6,1008.5,10.2,291.1,3.9,1.66844,16.7,33.7,16.7,36.5
2017-08-13,45.82511,0.5,9.9,82.8,14.0,9.8,16.8,1010.0,10.9,227.6,2.1,1.41338,16.3,33.0,16.4,36.3
2017-08-14,50.26309,11.5,11.4,91.6,14.5,12.9,16.0,1004.1,5.5,183.5,2.9,0.75654,16.4,45.3,16.5,47.3
2017-08-15,50.00195,0.1,10.6,85.4,14.6,10.9,18.1,1006.0,17.2,258.3,3.0,1.57975,16.7,55.0,16.6,55.6
2017-08-16,54.01846,8.2,12.3,92.0,15.7,12.2,17.4,1004.8,6.4,184.5,5.3,0.92521,16.6,44.5,16.7,46.2
2017-08-17,52.97042,0.3,13.1,92.5,16.6,15.1,18.7,1001.0,12.0,241.1,5.4,1.06839,17.5,60.8,17.9,64.3
2017-08-18,54.32334,5.6,10.2,79.9,15.1,13.0,17.0,1003.5,16.1,272.8,6.4,2.43182,16.9,61.2,17.2,64.6
2017-08-19,55.13805,0.1,9.8,78.7,14.7,12.1,17.6,1010.5,12.9,274.5,3.9,2.13297,16.6,47.5,16.7,48.2
2017-08-20,55.74604,5.6,12.2,94.4,15.0,12.2,16.9,1011.0,3.7,217.2,3.8,0.53129,16.3,48.3,16.4,50.3
2017-08-21,52.92773,0.2,12.8,91.8,16.5,14.4,19.6,1010.0,13.1,218.0,3.0,1.04742,17.8,62.5,18.0,65.4
2017-08-22,54.80639,0.5,13.2,91.3,17.0,13.6,20.2,1004.0,15.8,145.2,4.3,1.27986,18.3,54.8,18.5,55.6
2017-08-23,51.83241,0.4,11.9,89.5,15.7,13.4,18.1,1004.7,8.8,263.6,3.4,1.13863,18.1,36.2,18.2,37.7
2017-08-24,49.1792,0.1,11.0,83.6,15.6,12.4,18.9,1006.8,13.3,238.9,2.5,1.6049,18.0,34.1,18.1,36.9
2017-08-25,50.58031,0.3,10.5,84.0,14.8,10.7,18.3,1005.9,14.7,140.6,1.7,1.39893,17.8,33.2,18.0,36.5
2017-08-26,47.69707,0.1,10.9,82.2,15.8,12.6,19.7,1005.9,10.8,145.5,1.8,1.44765,18.4,32.8,18.5,36.3
2017-08-27,47.34312,0.1,10.8,77.1,16.8,11.9,22.1,1007.1,13.2,119.9,1.8,1.94106,18.6,32.5,18.8,36.2
2017-08-28,49.70917,0.0,11.6,77.4,17.7,12.7,24.0,1006.3,12.6,193.2,2.0,2.01472,19.0,32.1,19.1,36.0
2017-08-29,49.80135,0.1,10.5,82.9,14.7,10.6,17.7,1004.3,8.2,323.7,3.4,1.53611,18.4,31.9,18.6,35.8
2017-08-30,48.46606,5.9,9.6,85.3,13.0,10.8,16.6,1004.4,9.4,266.0,2.9,1.24132,17.0,40.9,17.2,39.3
2017-08-31,46.85054,1.0,9.5,81.7,13.5,9.8,17.6,1006.9,10.4,281.4,2.5,1.47837,16.5,32.9,16.6,36.1
